"2270"," In my mind, are deserving of an increase in salary."
"2270","  Of course i understand."
"2270"," Well, i think that the multiple projects that i've been involved with, uh, all of which have been successful."
"2270"," I've been working here for three years."
"2270"," I think that that shows the level of dedication that i'm willing to give to this position and how much i care about this, uh, this company on my job, on the success that we've created together."
"2270"," And i personally would like to have a greater part in that."
"2270"," And i think that as i increase my involvement and as i, i dedicate myself more that  calls for an increase to salary."
"2270"," Yeah, right."
"2270"," Well, i like to think that that my passport, a good indicator for how i worked today and how i will choose to work tomorrow."
"2270"," And i think that if my level of commitment was at a certain level, as i increase that level of commitment, i think i would like to see compensation without moving forward."
"2270"," And i also recognize that's Not the only reason that i do this job, and i'm committed to of the position."
"2270"," Regardless, my pay."
"2270"," But, um, i think as a as I look to move forward in the company and further my professional goals, i think that this is a step i need to take."
"2270"," Uh, you know well, i think, um, i would be willing to take on additional work loads, of course, to prove my my dedication and commitment, i i'd certainly be willing to showcase my work ethic."
"2303","And you know, to not just, uh, ask for a raise blindly, but to truly show that, yeah, you, too, to show it to indicate that that this is, that i'm a worthwhile investment."
"2303","  Yeah, well, like i completely understand."
"2303"," Also, thank you for taking the time to talk to me about this."
"2303"," Hello sir, Uh, no, There's, no problem."
"2303"," I wanted to discuss something with you."
"2303"," I wasn't going to have an open conversation about potentially increasing my salary."
"2303"," I've done a lot of things for the company."
"2303"," I’ve lead many projects brought in a lot of business for the company, have taken a lot of extra work that was not assigned to me."
"2303"," i can show them all the work that i've been doing with past couple of months."
"2303"," I believe they would be impressed,."
"2303"," I appreciate the, uh, support and, um, thank you for the consideration, and i wouldn't go above your head."
"2303","  Um, that happened, um then i think you just does what i could do in the future."
"2303"," So that way I could be considered for a raise."
"2303","  In other companies?"
"2303"," i haven't considered that."
"2303"," But if you feel that that's, the only way for me to excel my career, then i might have to consider that in the future."
"2303"," Yeah, no, i definitely understand, um, and i hope that we can work together to come to a conclusion."
"2303"," Thank you."
"2303"," Appreciate it, I’ll keep working hard."
"2303"," No, thank you."
"2303"," Hey, how’s it going?"
"2303"," I was hoping to have an open conversation about, potentially having an increase in my salary."
"2303"," What ?"
"2303"," I have not done that yet."
"2303"," I was hoping to approach you directly, to potentially expedite the  process or increase my chances of getting the pay raise."
"2303"," so i've won several employees of the month awards I moved out to china, of my own accord, to try to, increase my position in this company and to show how dedicated I am to the company."
"2303"," I have earned the highest productivity rate in this past year, and i have filled in for higher management numerous times."
"2303"," Based on my current salary and my current job requirements."
"2564"," I believe i've exceeded them, therefore should compensated more for my work."
"2564"," Ideally, i would have fifteen percent, pay increase."
"2564"," That is what I am looking for."
"2564"," Um, at the moment, i have not been I have not been looking for other offers."
"2564"," As i would still like to work for this company ."
"2564"," Um, okay, i could go fill out the application in the system."
"2564"," I understand your position only being one step about mine i do appreciate you recognizing the value i put into this company?"
"2564"," If if you can, if you have the time and are willing, if you could refer me to your supervisors, i would really appreciate that."
"2564"," I would be willing, to, help out in that in that exercise."
"2564"," I understand I am not provided compensation."
"2564"," However, i am still dedicated this company."
"2564"," I want to see the company succeed i would like to succeed in the company."
"2564"," i want to do whatever i can to help this company."
"2564"," at this moment, no, however, I do understand my own value, and if the company does not recognize that in the near future, then i might potentially move but at the moment, i'm not."
"2564"," I would like to stay at the company ."
"2564"," okay, that will work."
"2564"," no sir actually just wanted to discuss something with you i was hoping to have a conversation with you about potentially increasing my salary."
"2564"," Right, so I’ve done a lot of good things for the company i've led many projects brought in a lot of business for the company and i've taken a lot of extra work that was not assigned to me."
"2564","  so i thought that you would be the one who was eventually in charge of this but i could definitely go back to the upper management and show them the work i've been doing the past couple of months and i think that they would be impressed ."
"2564"," All right."
"2564"," I would be definitely willing to do that."
"2564"," I would love to go through the entire process if there's a formal process for doing this."
"2564"," so i guess that is up to them."
"2564"," In the end, i would understand that if they go through the process and evaluate me and they do not think that i deserve that that's understandable."
"2564"," Um, i think i would go to them and pitch Why, i think i do deserve this pay raise, and I personally believe that i do, and so i wouldn’t completely understand it."
"3306"," But in the end, it is their decision, ."
"3306"," Um, i'm not actively looking for other companies, and i'm very committed to the company."
"3306"," And so i don't think that whether or not i get a pay raise will affect my level of work."
"3306"," Well, i have been very committed to the company."
"3306"," Obviously, i've been here for the past few years."
"3306"," Three years yes, and i would love to be able to stay with company."
"3306"," So primarily i would try to do that."
"3306"," no, thank you so much for taking the time to listen to me."
"3306"," And i will make sure to go through the process or the potential pay raise."
"3306"," No problem, sir."
"3306"," I just came here to say I wanted to talk to you about potentially getting a pay raise."
"3306"," While i'm really grateful for being able to work here for the past three years and an excellent boss."
"3306"," I think that i've displayed a lot of leadership, good work ethic, doing things haven't really been assigned to me, and i think that based on those."
"3306"," I could really use a pay raise."
"3306"," Well, i just considered."
"3306"," Since you're the boss, you would know you the authority to give me a pay raise."
"3306"," Then, in that case, do you think you could speak to him on my approval on my behalf?"
"3306"," Okay, who else would i be competing with?"
"3306"," Do you think i would be competitive for pay raise?"
"3306"," You said yourself that, you know, i worked really hard with your, you know, recommendation."
"3306"," I think that would go a long way with upper management."
"3306"," Okay."
"3306"," No, you think, you know, if it's not approved i would just come back and ask why, but I don't want to infringe on your job, because you know you're more connected, to upper management than i am, but i'd still, like to pursue that as much as possible."
"3306"," Right now or once i get a pay rise."
"3306"," I don’t see why not."
"3306"," good morning, ."
"3306"," nothing much, sir."
"3306"," Um, i just think i want to talk to you about just discuss something really simple."
"3306"," I want to have an open conversation with you about potentially increasing my salary."
"3306"," Yes, of course."
"3306"," You know, i've been working closely with you for the past three years since i moved over here and were able to give this amazing opportunity for me to grow and develop my career, which i would like to thank you so much."
"3306"," And not only work but also lead many other projects, i'm bring a lot of business for the company and do really well with it, and I’ve also taken up a lot of extra work that was necessary assigned to me just so that i can do what's best for out company."
"4213"," like you said, you can ask almost anyone in the office, I am always working very hard and for those reasons."
"4213"," I have applied for the raise but they've never been completely approved."
"4213"," And that's."
"4213"," Why i want to talk to you specifically, obviously because I’ve worked so closely with you and you have seen me grow over the years, to see what could be the reasons for that."
"4213"," Oh, i mean, specifically from our company."
"4213"," Got in."
"4213"," I'm employed a month over and over again."
"4213"," So that kind of awards from us to see that i have been getting good work done and expanding our business to other places."
"4213"," For me, when i obviously when I moved to china and coming to work at this office, my goal was getting kind of continue on with our company."
"4213"," I wasn't planning on jumping for one company to another, and i wanted to stick with us."
"4213"," And help grow myself and my career, as well as use that help our company grow to be the best that it could be."
"4213"," I think that i've been working for three, full years now and have gone above and beyond, so i was hoping that i would be able to get a fifteen to twenty percent raise."
"4213"," Yeah, of course, i would be ready to kind of do anything that cos obviously, like expertise, people and other things that could help bring more."
"4213"," All represented, kind of like being in a panel showing how it's been such a great experience working here how much I have learned from it."
"4213"," But again, i would do pretty much anything that there needs to be done in order to help our company out and let it grow ."
"4213"," Do you want me to pull strings?"
"4213"," Why do you want my help?"
"4213"," yes, of course, like I tried to go through the normal channels, as well and everything, and i was hoping that even though you're just one level above me, we've seen that you obviously to do so much for the company, you have your own influence and things like that, and since obviously again, it's up to you."
"4213"," But as you've seen me work kind of with you over the past few years, i just thought that you could also continue to fight expedite the process, because, obviously, like all the rest of the process is important."
"4213"," I feel like i've kind of been through that kind of led me astray to nowhere, so that you could kind of just, like, help me out."
"4213"," Oh, you know, actually, i'm really happy with my work here."
"4213"," I've loved working here like the past ten years."
"4213"," Uh, i was just hoping to talk to you about something."
"4444"," Um, i, you know, i've been working here for the past ten years."
"4444"," Um, have won numerous awards."
"4444"," Um, i've increased our companies productivity."
"4444"," And actually, i earned the highest productivity in the last year."
"4444"," I think i've been really beneficial to this company."
"4444"," And i was hoping that after these ten years, it is time for me to get a raise."
"4444"," raise my salary yes ."
"4444"," absolutely yeah um so basically i just started a family uh about three years ago and my kids are going into pre-school and uh i've been working really hard for this company and everything that i've ever done has been for the betterment of this company i haven't cut corners i've been true to the company's values i've been working every single day i'm never sick um but i want to send my kids to a really good preschool ."
"4444"," yeah i understand what you're saying i just what have you seen for me in the past ten years that you would hate to see let's go away?"
"4444"," i think i would really like to keep working with you but i do need to get a raise and if i don't see potential for getting a raise anytime soon here i might have to leave and go seek employment other places because i'm just worried that i'm not going to be able to send my kids to a good school and for me work has taken a priority in my life but now that i have kids their priority in my life and i understand that you from an economic standpoint can't necessarily divert funds to giving raises to people just because of family reasons but i know that my work has been far superior to that of my peers and that i have a deep love for this company and i know that i would hate to go and i hope that you would hate to see me go but i really need a raise ."
"4444"," Yeah, that would be i was going to ask you if you'd be willing to do that."
"4444"," And, um, lobby for my case, i would really appreciate that."
"4444"," i mean they're just going into preschool so i'd say within the next six months would be a reasonable time frame in order to get a raise because i understand that you will have to make adjustments within the company i understand that you can't just pull money out of nowhere and uh in order to get a raise you'll have to give me more money would just taking money from somewhere else so of course i would be happy to have it happened over a period of time ."
"4444"," i think that if within the next six months i don't hear from you again about it i'm going to come back in and talk to you about it obviously but i think we should proceed from there and at which point i may be considering other employment options."
"4444"," Yeah, well, we i think that it's important that you discuss it with you you need to discuss it with now but you and i can discuss it later."
"4444"," Once you hear back from the decision the upper management made okay."
"4444"," Thank you so much."
"4444"," No there's, no problem."
"4444"," I just wanted to talk about the idea, potentially me getting a raise."
"4444"," Sure."
"4444"," Um, so i've been here for three years."
"4444"," I've been doing not only my own work, but i've been do, like more work than has been assigned to me, and i feel that it's all been very, very well done."
"4444"," You always really appreciated everything."
"4444"," And so i was just thinking that after a long time and for the value that i bring, i think that a pay raise is appropriate at this time."
"4753"," i didn't do it yet, but i can write that letter if that's what's needed ."
"4753"," Like, maybe."
"4753"," Can you write a recommendation ?"
"4753"," Um, well, after so many years, i feel that i request that this point is usually normal to happen, so it doesn't happen."
"4753"," Then i might want t,."
"4753"," I don't know."
"4753"," I was my direct manager that i was hoping that you'd be able to have a little more influence and maybe trying to accomplish that raise after such a long time of being here, ."
"4753","  Um, recently or no, i'm not looking elsewhere right now."
"4753"," I would like to stay this company, and, um, i really would like the pay raise in order to be able to do that."
"4753"," Sounds good."
"4753","  No, i actually wanted to discuss."
"4753"," I was hoping to have a conversation with you about potentially increasing my salary."
"4753"," Um, i have done a lot of good things."
"4753"," Led many projects, brought in a lot of business for the company, and have taken on a lot o of extra work that has not been assigned to me."
"4753"," no it's, fine."
"4753"," There, you're going to show from all the work that i've been doing over the past couple months."
"4753"," You can ask anyone the office, including upper management about my work."
"4753"," I think that you would find that i work hard."
"4753"," Or that I have good, good work ethic."
"4753"," Yeah."
"4753"," So whatever works around your schedule."
"4753"," I might have to start looking for another job at that point."
"4753"," Thank you for saying that, and thank you for your time."
"4753"," No, um, i just wanted to talk about my current status."
"4753"," Um, i think the i was hoping to have a conversation about potentially salary."
"4753"," i've been doing, a lot of good work for the company over the past years."
"4753"," I've led a lot of projects subbed in for higher level management when you guys were busy with something else, I brought business for the company."
"4753"," And so I think because of all those things I deserve a better thing."
"4753","  Uh, yeah, but at the same time, i think that, if you ask anyone in the office based on the fact that I’ve gotten so many employee of the month awards in the past, that I would deserve an increase in my salary and it’s been a few years not."
"4753"," I think that’s fine, as long as you also see where I’m coming from and why I think I deserve a higher salary."
"4753"," Perhaps, I’m pretty dedicated to this company, and I’ve been working hard, but I would like to stay at this company."
"4753"," I was just wondering if we could discuss about if I could get a pay raise?"
"4753"," I haven't mentioned in a long time, but since being with the company for very long and just rising through the company, I thought it was time."
"4753"," With family expenses, rising and me not making as much, I thought this would be the most opportune time to request a pay raise."
"4847"," According to my awards, as or recently over the past few years i've been employee of the month several times, I’ve had the highest productivity rate in the office last year, and I’ve also been taking on tasks that weren’t necessarily assigned to me, so based on these credentials, I thought I should deserve a pay raise."
"4847"," But it sounds like you did the same jobs as your colleges."
"4847"," Basically."
"4847"," I came in with the intention of working my way up but recently my position has been very stagnant, there have not been many opportunities to grow within the company."
"4847"," I’m not saying I have to rise up on the ladders, or anything like that, but a small pay raise would be great."
"4847"," I would be more than willing to do that."
"4847"," I don’t mind anything as long as I can like possibly get a pay raise, I would be more than down to help the company out as much as I can."
"4847"," I would be willing."
"4847"," Maybe to compensate for it, instead of getting a raise, we can have vacation days, compensated vacation days."
"4847"," So it’s not necessarily a raise but it’s like a paid expense trip."
"4847"," I thought you would be the ideal person to talk to about this just because you are my boss, you are in charge of pay roll and everything."
"4847"," Yeah of course, I just though I should let you know and see your opinion first."
"4847"," No, sir, i actually wanted to discuss something with you."
"4847"," I was hoping to have an open conversation with you about potentially increasing my salary."
"4847"," Yes, i have done a lot of good things for the company."
"4847"," I have led many projects, brought in a lot of business for the company and have taken a lot of extra work that was not assigned to me."
"4847","  i can show them all the work i have been doing over the past couple of months."
"4847"," I believe they would be very impressed."
"4847","  ."
"4847"," No I haven’t ."
"4847"," Well, thank you for your help."
"4847"," And i appreciate your support."
"4847"," And if i do not get approved, are there any other options, that I can reapply or do something else, to Essentially get a raise."
"4847"," I’ll try that, that sounds great."
"4847"," Ok, that sounds great."
"4847","  Yes, yeah, and i have received offers from other companies."
"5132"," So i want to, uh, keep the honor of this company and ask for a pay raise before i considered the other option."
"5132","  uh, yes, currently they have offered me a higher salary."
"5132"," I will talk the other offer."
"5132"," Thank you."
"5132"," hi sir."
"5132"," I actually wanted to discuss something with you."
"5132"," I was hoping to have an open conversation with you about potentially increasing my salary."
"5132"," I feel as though i've done a lot for the company."
"5132"," I've led many projects and brought in a lot of business."
"5132"," Have a lot of work that was not assigned to me ."
"5132"," I feel as though the amount of work that i've taken on isn't reflective of my current salary."
"5132"," i believe i should get a fifteen percent."
"5132"," I have not done that."
"5132"," my apology I was not aware of that there was another way to do this."
"5132"," No."
"5132"," I would be willing to help out the company."
"5132"," I understand."
"5132"," Thank you, I appreciate the help, Is there anything i can do to improve my case with the supervisor?"
"5132"," Thank you for the help."
"5132"," I will complete the application."
"5132"," no ma'am no problem at all i was just wondering if we could have open conversation about increasing my salary."
"5132","  i've been here for several years now i have received a lot of employee of the month awards stood in for higher ups quite a few times and i work extremely hard for this company i just feel my salary is not reflective of the good work i have been doing."
"5152"," i would very much like a raise there will be nice to actually get some momentum going with my career here in the company i was hoping by coming here i could maybe step it up and no start making more money and i feel i just feel that i've worked very hard to earn that ."
"5152"," if there is a higher position i could take."
"5152"," That would be amazing."
"5152"," But i would be perfectly content just increasing my current salary with my current position as well."
"5152","  Well, i mean, i think all of my past work has definitely shown that and you said that based on the results of my work."
"5152"," I think if we look back in the books projects i have worked on, i believe they are more than up to par when considering a raise."
"5152"," So i believe that shows that i earned it."
"5152","  In terms of money there's never needed in my opinion but i would like to make progress i need to make progress otherwise i don't believe i would be able to stay with this company because we all want to progress in life, we all want to make sure that we're moving forward i think by earning in the past employee of the month awards repeatedly doing the work of many people around me and just overall just working hard every day that i show up i just i believe that the work in the past that i've done will show to the other managers that you have to talk to about it i think it will clearly show i am deserving of it."
"5152"," well in that case what i would ask of you is uh like you said, you have to talk to other managers about increasing a salary so all i would ask is maybe if you could present my past work, or just present the fact that i have worked very hard to higher ups and other managers, and maybe they would look at it, and i would have sooner rather than later possibility and increasing my salary."
"5152"," All righty."
"5152"," Well, thank you very much, that's, really all i can ask you appreciate that."
"5152"," i actually wanted to talk to you about something i was hoping to open a conversation with you about, potentially, increasing my salary."
"5152"," well, i've been working here for a while, and i've done a lot of great things for the company."
"5152"," I've been in charge of a lot of projects, brought in a lot of business, and i've taken a lot of on a lot of extra work that wasn't necessarily my job."
"5152"," I understand."
"5152"," I can show them my work i've been doing, and i think that would be very impressed."
"5152"," Okay, that sounds very fair."
"5152"," I just thought it would be important to bring up to you before so you could vouch for me, as you've seen my work done around the office, and maybe that give me potentially more benefit in applying online."
"5152"," Um, i'll continue working hard, and i'll try talking to other leaders around the office that could also vouch for me."
"5563"," I could communicate with the hr department, try to show them the work i've done."
"5563"," okay, it's, part of my job I guess, so I’d be willing to do that."
"5563"," I have not, because i genuinely enjoyed working here, and i think that i could do some great things for this company."
"5563"," Thank you so much for meeting with me today."
"5563"," No, ma’am, i actually wanted to discuss something."
"5563"," I was hoping to have an open conversation with you about potentially raising my salary."
"5563"," I've done a lot of good things for the company."
"5563"," I have led many extra, many projects, that brought in a lot of business with the company."
"5563"," And i've taken a lot of extra work that was not assigned to me."
"5563"," Well, i can show them all the work i've been doing over the past couple of months."
"5563"," I believe they'd be pretty impressed."
"5563"," I understand that."
"5563"," I just wanted to have honest conversation with you about my standing in the company and about how i feel about the work."
"5661"," I think i would, because of the extent of work i've been doing."
"5661"," But i also understand if, for some extraordinary reason you would not be able to do it, i would understand if it were a real reason for that."
"5661"," All right, if you could just keep keep in touch and let me know how all that's going on."
"5661","  i actually wanted to discuss something with you."
"5661"," I was hoping to have an open conversation with you about potentially increasing my salary."
"5661"," done a lot of good things for this company."
"5661"," I have led many projects, brought in a lot of business for the company and have taken a lot of extra work that was not assigned to me."
"5661"," I can show them all the work i've been doing over the past couple of months."
"5661"," I believe that they re very impressed."
"5661"," I take i worked the extra hours i have taken on roles that weren't necessarily assigned to me."
"5661"," I have tried my gone out of my way to learn the upper management's job and like to see if i can."
"5661"," I guess kind of like emulate."
"5661"," Um, even if i could, like, learn how to do and they believe that i would be like a great fit for the role."
"5661"," I think i could have gone above and beyond in the past."
"5661"," Um, and i believe that, like, i would be a strong candidate for an upper level job or even a higher salary because i have shown the work and, like, i had to have the work ethic in the productivity for it."
"5661"," I think that any interaction is better face to face and thought that we could talk about, um, if i could get a raise."
"5661"," And if not, then like, what i can do to improve in the workplace."
"5661"," And then, like, i just wanted some, like, um, like."
"5661"," Constructive feedback from you ."
"5661"," i mean i like know that you’re the person with the final say on if someone gets a raise or not."
"5661","  so as like a lower level worker here i've seen a lot of resources that have gone to waste on how we can better fix our budget if i work with you closely on how we can fix our budget do you think then you will be able to find space in the budget to increase my salary ."
"5661"," i would like some upward mobility in this company and as a higher level management worker i think i would be a great leader i have strong speaking skills people always respect me and my work ethic i i always show up i rarely ever take a day off and i will always be there for this company rain or shine."
"5661"," Thank you."
"6001"," Doing well."
"6001"," I’m not doing too well actually, we're behind on our group project and i think you're the cause of it."
"6001"," i'm fine."
"6001"," I was hoping to talk about our group project with you."
"6001"," There is some problems we need a fix right now."
"6001"," The group and i feel like we have a lot of work to shoulder, and we're hoping that you'd be able to take on some more work."
"6001"," i know you're probably really busy preparing for graduation, but it be great if you could accomplish some tasks being a senior, your expertise and, like your knowledge, were go really long way in helping us finish this project."
"6001"," But we felt like you haven't put a lot into this project and we will we won't be able to finish his project if you don't get this work done i think we won't be able to graduate if we don't pass this project so i think we need a little more help from your end ."
"6001"," so maybe just like when we have like some questions and you keep missing some of our group meeting so just trying to attend the group meetings or like responding to some of our messages would really help us see where you're at and what t we can ask you for help and if you could help us back ."
"6001"," yeah so we notice you're really busy but we want have a chance to be able to work on the project we think you have some like great insight and a lot of stuff on what we're doing so it's been really hard tio keep up with the project because the full team hasn't been here ."
"6001"," i think if we have like four people then like we can have more brains attacking like some problems because being like a sophomore like i don't have much knowledge as you might have to input on the project and show us like the proper direction to go for this project."
"6001"," yeah i think like calling in or like via skype just your presence being at the meeting i think we really helped us with that if we have any issue that you might be able to help us like fix that you're right you're like nearby and easy to contact so that we can continue working on this project and that you have like a little input throughout the meetings."
"6001"," Yeah so i think that's good, but i think still, i think you need to put in like, a little effort, because this is like a group project so just like putting in a little time, like we all know you're busy."
"6001"," And a lot of us are too just taking a little time out of your day to work on this project would really help us move along in the project."
"6001","  Yeah, i think that's a pretty good idea."
"6001"," So i can just, like, check in with you to make sure that, like you, like, you're still technically the leader because the professor assigned you to be the leader so like checking up with you."
"6001"," That, like, what we're doing, is looking in the right direction and that."
"6001"," Like, i'm not taking the group in the wrong direction, making sure that you're also staying involved."
"6001"," So i think assigning me the leader role is okay."
"6001"," But i still think you should."
"6001"," be making the final decisions, because at the end of the day, you're the leader."
"6001"," I'm just the one that you gave some of the work to."
"6001"," Yeah, i just wanted to see how you were doing, and while  i ran into you."
"6001"," I just want to talk about our group project."
"6001"," Have you been giving any thought at all?"
"6001"," Yeah, so i think we're doing okay."
"6001"," But a lot of us are taking on a lot more work than we can kind of handle."
"6067"," We know that you're very busy, but we were just maybe, if we could all meet up again and maybe talk about dividing the tasks up just to keep each other accountable, and i don't mind shoulder a little bit of extra work."
"6067"," But i think because you're able to come to the meetings, maybe at least trying to do some work and kind of stay engaged in the meetings."
"6067"," that was great."
"6067"," Great."
"6067"," You could contribute those notes that there may be a little bit about outside research."
"6067"," And then i think just your general contributions, like in our meetings, would be really helpful."
"6067"," That would be helpful."
"6067"," I think just something that kind of balance the workload would be nice, just a little bit more."
"6067"," i mean, since there's four of us."
"6067"," I mean, it would Be nice if we could do like a twenty five percent split all the way."
"6067"," Yeah, that would be great."
"6067"," Yeah, that's a good connection, that sounds good, so we'll just make sure we have very clear tasks."
"6067"," And then if you can't make a meeting that's fine, but we can move forward from there."
"6067"," no sir actually I wanted to discuss something with you i was hoping to have an open conversation with you about potentially increasing my salary."
"6067"," over the past three years i felt like i've kind of gotten stock a little bit in the company despite i mean i've won a couple employee of the month awards had the highest productivity rate in the office last year and i filled in for higher management numerous times i really feel like i deserve this raise ."
"6067"," I understand that, sir."
"6067"," In your opinion, is there anything that i could work on to improve my standing any more and potentially help help me get over the hump ."
"6067"," I totally get it."
"6067"," I mean, i enjoy working here, so i'm not going to be leaving."
"6067","  that's a tough question, because it has been three years, and i'm definitely going to keep working my best."
"6067"," I always do."
"6067"," Um, if i feel like, you know, maybe it's not going to be right away, but in, like, a year or two, in a couple of years, you know how it is."
"6067"," If i feel like i can earn a little bit of a bump up in pay somewhere else, i might have to take that opportunity."
"6067"," I've got a family, you understand how that is?"
