HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,36W0OB37HWEH3FGWBS01OX6WN21HZR,A1Y1ZWGVQUXMP5,Approved,Sun Nov 11 09:18:50 PST 2018,Sun Nov 11 09:19:58 PST 2018,Wed Nov 14 09:19:58 PST 2018,2018-11-14 17:20:42 UTC,,,68,100% (16/16),0% (0/0),0% (0/0),"I cannot tell you.|Unfortunately, circumstances detained him elsewhere.|He is not able to be here as more pressing matters came up elsewhere.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,36WLNQG78ZA917MEFDCSHC2G4L9EBS,A28EHYV1PWVU6Z,Approved,Sun Nov 11 23:17:45 PST 2018,Sun Nov 11 23:19:26 PST 2018,Wed Nov 14 23:19:26 PST 2018,2018-11-15 07:19:43 UTC,,,101,100% (3/3),0% (0/0),0% (0/0),"He can't be here, but fortunately I was able to fill in for him today.|Unfortunately, he had another assignment and could not make it.|He had another assignment that was more pressing than meeting with you.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,378XPAWRUCDGY2J85I2N7GG2EUHAIK,ASHG4UDKXYBPK,Approved,Sun Nov 11 10:08:39 PST 2018,Sun Nov 11 10:09:27 PST 2018,Wed Nov 14 10:09:27 PST 2018,2018-11-14 18:09:43 UTC,,,48,100% (15/15),0% (0/0),0% (0/0),"He was not able to come.|He was called elsewhere today.|There were pressing needs in another division, so he decided he must attend to that today.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,37XITHEISW9HKGJPFJSNR37H1UTRCH,A25VP3ZC1B0DY1,Approved,Sun Nov 11 18:24:49 PST 2018,Sun Nov 11 18:28:37 PST 2018,Wed Nov 14 18:28:37 PST 2018,2018-11-15 02:28:42 UTC,,,228,100% (1/1),0% (0/0),0% (0/0),He was busy|He had an unusual for seen meeting to go to.|He was called at the last minute  to another meeting he couldn't miss.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,38YMOXR4MUZXCVRA4MPQS2NOXM4W62,A36KWRNX5WCCJJ,Approved,Sun Nov 11 13:11:16 PST 2018,Sun Nov 11 13:13:34 PST 2018,Wed Nov 14 13:13:34 PST 2018,2018-11-14 21:13:42 UTC,,,138,100% (1/1),0% (0/0),0% (0/0),"I'm not sure why he couldn't come.|He was assigned to another mission.|He really wanted to be her, but he took the day off in preparation for his new assignment.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,392CY0QWG1R1WD3RWHSWUDU2NS54I4,A2SS4XD2FURLUX,Approved,Mon Nov 12 11:37:10 PST 2018,Mon Nov 12 11:40:55 PST 2018,Thu Nov 15 11:40:55 PST 2018,2018-11-15 19:41:42 UTC,,,225,100% (1/1),0% (0/0),0% (0/0),"He couldn't make it.|My commander has another assignment, but has assigned me to the mission in his absence.|My commander had other obligations and assigned me to this mission.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,39GAF6DQWR0PQKQ8868DB4DTI2ZV16,A12I6W1EY6YAXQ,Approved,Sun Nov 11 09:18:51 PST 2018,Sun Nov 11 09:23:04 PST 2018,Wed Nov 14 09:23:04 PST 2018,2018-11-14 17:23:42 UTC,,,253,100% (1/1),0% (0/0),0% (0/0),I am not sure why he couldn't make it.|Unfortunately he was called away with an urgent matter at the very last minute. He respects your time and didn't want to reschedule with such short notice so he asked me to attend in his place and report back to him ASAP.|He sends his regards but had other business  to attend to.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,39LOEL67OS5NPB8ANHBM7J8I5OI387,A28R1BHE6AM4XU,Approved,Sun Nov 11 09:51:42 PST 2018,Sun Nov 11 09:58:38 PST 2018,Wed Nov 14 09:58:38 PST 2018,2018-11-14 17:58:43 UTC,,,416,100% (1/1),0% (0/0),0% (0/0),"Because he didn't, and I am the one here instead. |I asked to be the one to come, and they assigned me.|I asked him that he should take his day off for this day and I would cover his operation in this mission. He agreed.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,39O5D9O87TSP1EYN4TRR9541VMG3C4,A3TGJDHWVCNWA3,Approved,Mon Nov 12 11:04:55 PST 2018,Mon Nov 12 11:07:45 PST 2018,Thu Nov 15 11:07:45 PST 2018,2018-11-15 19:08:42 UTC,,,170,100% (1/1),0% (0/0),0% (0/0),"He just couldn't, but I am in his place to discuss important business with you.|There were unforeseen things that prevented him from making it to today's meeting.|He had to go to another meeting which held more important value than this one.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,39U1BHVTDLR6NV0YQFMHYF45J1AT3T,A3RGXN4L9MCK33,Approved,Sun Nov 11 10:48:21 PST 2018,Sun Nov 11 10:51:37 PST 2018,Wed Nov 14 10:51:37 PST 2018,2018-11-14 18:51:42 UTC,,,196,100% (13/13),0% (0/0),0% (0/0),My commander will come when he is able to.|My commander had urgent business to attend to.|My commander had will be late because he is meeting with a highly ranked American officer.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3DI28L7YXAE8O94MDGJ3B0P7IBS1EA,A7JD9SSVH5LDQ,Approved,Mon Nov 12 01:55:54 PST 2018,Mon Nov 12 01:58:11 PST 2018,Thu Nov 15 01:58:11 PST 2018,2018-11-15 09:58:43 UTC,,,137,100% (1/1),0% (0/0),0% (0/0),"My commander was unavailable and sent me in his place.|He was suddenly recalled to the garrison HQ by his superiors, they determined I was the most qualified candidate to take his place.|He briefed me on the full details of how to perform this mission, but he was re-assigned to a higher profile assignment and could not make it.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3FDJT1UU748AYRXFAPWICLFTEL5K51,A1J5NRN7RUVS7X,Approved,Sun Nov 11 17:11:27 PST 2018,Sun Nov 11 17:15:15 PST 2018,Wed Nov 14 17:15:15 PST 2018,2018-11-15 01:15:42 UTC,,,228,100% (2/2),0% (0/0),0% (0/0),"He is busy with other things right now.|My commander could not make it at this time, but he trusts me enough as a soldier to be able to communicate with a high ranking officer like you.|My senior officer is at another mission that he was assigned too.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3FPRZHYEPY7L0N4NVAMWZXSQGTDV3C,A1IAG827XYU1YH,Approved,Mon Nov 12 10:03:13 PST 2018,Mon Nov 12 10:05:01 PST 2018,Thu Nov 15 10:05:01 PST 2018,2018-11-15 18:05:42 UTC,,,108,100% (1/1),0% (0/0),0% (0/0),I dont know|He was pulled away on another task but has left me in charge of this because he has faith in my ability to help. |Another mission came up that needed his attention over this one.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3IX2EGZR7BJ4SUPVPB99E7KCRDXJRG,A3QHXVYNUVIVNM,Approved,Sun Nov 11 10:25:12 PST 2018,Sun Nov 11 10:33:37 PST 2018,Wed Nov 14 10:33:37 PST 2018,2018-11-14 18:33:42 UTC,,,505,100% (7/7),0% (0/0),0% (0/0),"You know how commanders are and all the stuff they need to do. Anyway, let's get started with the meeting.|An urgent matter regarding another mission came up, thus requiring his immediate attention. |Because my commander forgot about his meeting with you today, he made plans with another commander of the Chinese army platoon. They're going to discuss matters regarding another mission.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3M23Y66PO2745EA1KHFPVDK3R9LS6W,A1Q5RFVJKMZBEN,Approved,Sun Nov 11 09:18:13 PST 2018,Sun Nov 11 09:22:07 PST 2018,Wed Nov 14 09:22:07 PST 2018,2018-11-14 17:22:42 UTC,,,234,100% (12/12),0% (0/0),0% (0/0),I will be taking over for now in his absence.|An unexpected event came up and he left me to command for now.|A more important event came up that he had to attend to and he sent me in his place.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3P4RDNWND56RZVMCZOF00FJL4IVIJU,A79KG3B3WWFSV,Approved,Sun Nov 11 14:11:42 PST 2018,Sun Nov 11 14:15:04 PST 2018,Wed Nov 14 14:15:04 PST 2018,2018-11-14 22:15:42 UTC,,,202,100% (2/2),0% (0/0),0% (0/0),The reason isn't worth mentioning.|There is an urgent matter that he needs to attend to.|There was another matter he decided to attend to instead.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3PQMUDRV7R6V4K26H6U0OE4LR2SII2,A11BACV6DY5S8M,Approved,Sun Nov 11 10:58:35 PST 2018,Sun Nov 11 11:00:32 PST 2018,Wed Nov 14 11:00:32 PST 2018,2018-11-14 19:00:42 UTC,,,117,92% (11/12),0% (0/0),0% (0/0),He'll be here later|His commander asked him to join another mission.|He decided that his time was best served delivering supplies to the refugees-a more honorable taskm,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3QXNC7EIPIVRMOSN9MZH5H5MMJE907,A1GFFU82YEL1VM,Approved,Sun Nov 11 16:31:38 PST 2018,Sun Nov 11 16:33:54 PST 2018,Wed Nov 14 16:33:54 PST 2018,2018-11-15 00:34:42 UTC,,,136,100% (2/2),0% (0/0),0% (0/0),He was busy with other stuff.|He was in charge of another mission. |He was in charge of a more important mission than this one.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3SNVL38CI4SVXC6UPZJQQRL365ECKU,A03172343NB8PHOPICC1,Approved,Mon Nov 12 01:44:24 PST 2018,Mon Nov 12 01:46:25 PST 2018,Thu Nov 15 01:46:25 PST 2018,2018-11-15 09:46:42 UTC,,,121,100% (1/1),0% (0/0),0% (0/0),He is not available today so he just sent me instead to speak with you.|The commander had a very serious family emergency that he needed to tend to.|The commander had to tend to his family and did not feel as if this meeting was important enough to not be there for his family.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3T3IWE1XG6NYUW60OQYDBNXGTZVQTC,A1YSK5SO8SDPSB,Approved,Mon Nov 12 09:08:08 PST 2018,Mon Nov 12 09:10:02 PST 2018,Thu Nov 15 09:10:02 PST 2018,2018-11-15 17:10:42 UTC,,,114,100% (1/1),0% (0/0),0% (0/0),He just couldn't make it.|He intended to be here but unfortunately at the last minute was pulled in a different direction.|He has more important things to do.,,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3TMFV4NEP8EKG9AYX1MOCGJF3IK8WS,AYSTT1A9C2DAU,Approved,Sun Nov 11 17:54:00 PST 2018,Sun Nov 11 17:55:47 PST 2018,Wed Nov 14 17:55:47 PST 2018,2018-11-15 01:56:42 UTC,,,107,100% (5/5),0% (0/0),0% (0/0),"He just couldn't come today.|The commander couldn't come due to the fact that he was assigned to another mission.|He couldn't come due to the fact that he was assigned to another mission, one more important than talking with a man of your kind.",,
306996CF6WK7VMU8DMBCM8N074N1BC,3BI4P5TREOJK4DGZ1CP18A1C66WV7F,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 3",$0.20 ,Sun Nov 11 09:17:52 PST 2018,51,BatchId:3431711;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 09:17:52 PST 2018,,,3TU5ZICBRD1FWCECLSNIKR1TFG3Q84,AMOO2P3A36ULC,Approved,Sun Nov 11 10:46:38 PST 2018,Sun Nov 11 10:50:34 PST 2018,Wed Nov 14 10:50:34 PST 2018,2018-11-14 18:50:42 UTC,,,236,100% (14/14),0% (0/0),0% (0/0),Rather then avoiding the question we need to deal with it head on.|There is just enough information to get a good idea so as not to disclouse anything classified.|Its understable that the senior officer is not present however its a bit insulting because it makes one feel that they are not relevant enough to be in their presence since the ranks are the same.,,
