HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3JC6VJ2SABJ4MEOTYYJTI7CX9AUA5X,A2P7U035C8KE26,Approved,Sun Nov 11 20:14:55 PST 2018,Sun Nov 11 20:20:56 PST 2018,Wed Nov 14 20:20:56 PST 2018,2018-11-15 04:21:42 UTC,,,361,100% (1/1),0% (0/0),0% (0/0),"Sir, I understand that information about our supplies is important to you. I regret to inform you that I can not provide that information at this time. |That information is available at this time. But, Commander sir, if it is vital to the success of the mission I will relinquish the information to you.|I am not at liberty to release that information to you Commander.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3KV0LJBBH2LUT2VGS8M1UZCTV9RRMV,A1M8PU0UGDZ3PL,Approved,Sun Nov 11 22:46:48 PST 2018,Sun Nov 11 22:49:43 PST 2018,Wed Nov 14 22:49:43 PST 2018,2018-11-15 06:50:42 UTC,,,175,100% (1/1),0% (0/0),0% (0/0),"I understand why you want to know, but I cannot and will not tell you that now.|I realize that you need this information and while I am very reluctant to do so, I will tell you.|Absolutely not. I'll tell you nothing.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3OB0CAO74HPHYP6RF6YIAQXUH9LYH7,A2GUQKNBLH0ZDK,Approved,Sun Nov 11 19:47:46 PST 2018,Sun Nov 11 19:49:55 PST 2018,Wed Nov 14 19:49:55 PST 2018,2018-11-15 03:50:42 UTC,,,129,100% (2/2),0% (0/0),0% (0/0),"I understand your interest, but I can't divulge that right now.|If it's really necessary to know, it will take a significant amount of time to gather the information.|I can't say.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3OLF68YTN91WOBHI4AW24J3AY2SFA1,A3RGXN4L9MCK33,Approved,Sun Nov 11 10:20:50 PST 2018,Sun Nov 11 10:23:19 PST 2018,Wed Nov 14 10:23:19 PST 2018,2018-11-14 18:23:42 UTC,,,149,100% (13/13),0% (0/0),0% (0/0),"My apologies commander, but I am still deciding what supplies my team will bring.|We are still working on that decision, but we can do our best to speed up the process if you really need it.|We have not decided yet. You'll know when we decide to tell you.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3R5F3LQFV2KRVW2JF5VR863XZOFZOX,A1QU2GD5Y4E6GP,Approved,Sun Nov 11 09:23:23 PST 2018,Sun Nov 11 09:25:43 PST 2018,Wed Nov 14 09:25:43 PST 2018,2018-11-14 17:26:42 UTC,,,140,100% (2/2),0% (0/0),0% (0/0),"I thought you may ask that.  Unfortunately, we will not have them today.|I could give you that information, but my commander would not appreciate that.|No, we can not supply this for you.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3TMFV4NEP8EKG9AYX1MOCGJF3HQ8WW,A1KXESMB9K7504,Approved,Sun Nov 11 12:02:45 PST 2018,Sun Nov 11 12:04:41 PST 2018,Wed Nov 14 12:04:41 PST 2018,2018-11-14 20:04:43 UTC,,,116,100% (13/13),0% (0/0),0% (0/0),I understand but I will not do it.|Another time if that is okay.|We will bring it when we want to.,,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3V0Z7YWSIY0WF584RA8RGNNYAA8V2M,A3S4S5S5QDNU5Q,Approved,Sun Nov 11 21:04:37 PST 2018,Sun Nov 11 21:13:38 PST 2018,Wed Nov 14 21:13:38 PST 2018,2018-11-15 05:13:42 UTC,,,541,100% (1/1),0% (0/0),0% (0/0),"I understand, but unfortunately we can not supply you with that information at the moment.|If it is necessary that you need that information, we can give it to you; but this moment is inconvenient. |We will supply you with that information soon enough.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3XUHV3NRVKYJW1W744TLZTZ1M3G5HV,AHCVX6PHFY2UX,Approved,Sun Nov 11 12:57:39 PST 2018,Sun Nov 11 12:59:17 PST 2018,Wed Nov 14 12:59:17 PST 2018,2018-11-14 20:59:42 UTC,,,98,100% (2/2),0% (0/0),0% (0/0),I understand that you want to know this but I can not tell you this|I am not allowed to say but if you truly need this information I will give you it|Sorry I cannot say you are not important enough,,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3XUHV3NRVKYJW1W744TLZTZ1M3U5H9,A1Q5RFVJKMZBEN,Approved,Sun Nov 11 09:21:02 PST 2018,Sun Nov 11 09:28:57 PST 2018,Wed Nov 14 09:28:57 PST 2018,2018-11-14 17:29:42 UTC,,,475,100% (12/12),0% (0/0),0% (0/0),"I understand your curiosity but I cannot give you that information right now.|Sure, I understand your concern but I simply don't have the information at this time and it would be difficult to get|We can't disclose that at this time.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3Y5140Z9DXGNL6PAU1KKXB5XDGGIP7,ASHG4UDKXYBPK,Approved,Sun Nov 11 10:03:15 PST 2018,Sun Nov 11 10:04:30 PST 2018,Wed Nov 14 10:04:30 PST 2018,2018-11-14 18:04:42 UTC,,,75,100% (15/15),0% (0/0),0% (0/0),"I understand your desire to know details, but I feel that it will be best to discuss this at a later time.|If you must know the details now, we can go through them, but I feel that it would be best to save that for later.|We will discuss that later.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3YMTUJH0DSGR5RJ2QTR08KWBX174TQ,A3QHXVYNUVIVNM,Approved,Sun Nov 11 10:53:36 PST 2018,Sun Nov 11 11:02:27 PST 2018,Wed Nov 14 11:02:27 PST 2018,2018-11-14 19:02:42 UTC,,,531,100% (7/7),0% (0/0),0% (0/0),"I understand your team's desire to know what kinds of supplies we'll be bringing. However, please understand that I'm currently unable to disclose that information.|Sir, I value you and your team's concern. Rest assured that I will do my best to provide you with that information as soon as possible.|What? No. Later.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3YW4XOSQKQLPD5183GY8FIBA4VQU1G,A1Y1ZWGVQUXMP5,Approved,Sun Nov 11 09:22:03 PST 2018,Sun Nov 11 09:23:27 PST 2018,Wed Nov 14 09:23:27 PST 2018,2018-11-14 17:23:42 UTC,,,84,100% (16/16),0% (0/0),0% (0/0),"I understand your desire to be prepared, but I am not able to relay that information at this time. |While I understand your desire for this information, would it suffice to discuss it at a later time?|I am not able to answer that now.",,
3ZCC2DXSD740Y0YMZ3W586WBZYDYYL,3MEF7FE16K84Q81U5EWPQJE5GMK9A5,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 4",$0.20 ,Sun Nov 11 09:20:53 PST 2018,32,BatchId:3431716;OriginalHitTemplateId:920937336;,600,259200,Thu Nov 15 19:17:23 PST 2018,,,3YWRV122CSZ7O5LT217NUSYII1XU81,A2WXVB5AFTDXSI,Approved,Sun Nov 11 09:27:50 PST 2018,Sun Nov 11 09:31:12 PST 2018,Wed Nov 14 09:31:12 PST 2018,2018-11-14 17:31:42 UTC,,,202,100% (2/2),0% (0/0),0% (0/0),"I understand your need for the information, but I have not finalized the list as of yet.|I am sorry for the delay, but I do not have the list at the moment.  |We will cover the list of supplies in the meeting this afternoon.",,
