HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,384PI804XS19R3OMISZ8MCACO0PS0J,ACWWOCDFAXJ6B,Submitted,Sun Jan 20 13:01:56 PST 2019,Sun Jan 20 13:07:54 PST 2019,Wed Jan 23 13:07:54 PST 2019,,,,358,0% (0/0),0% (0/0),0% (0/0),"like in Korea, your men follow us and pick up the weapons of downed troops|Without some of your men we will surely be outnumbered.|the refugees are dependent on delivery of supplies and your team is crucial to success|we will remember your lack of cooperation.  We will continue regardless even though we are greatly stressed.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3AQF3RZ558IV195FEXFQOE1OCCTF6Y,AGWRA2WBNN92I,Submitted,Sun Jan 20 08:41:12 PST 2019,Sun Jan 20 08:44:45 PST 2019,Wed Jan 23 08:44:45 PST 2019,,,,213,0% (0/0),0% (0/0),0% (0/0),You have soldiers and we have the supplies so let's work together and get the mission completed.|I'll need your help to complete the mission. Let's come up with a new plan together to get it done. There must be a way we can work this out.|We have to complete this operation because these people need the supplies and we cannot distribute the supplies without your teams help. How can we work together to get the job done?|I don't understand why we can't stay on track. Let's work together and get these supplies to the people that need them.,,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3D3VGR7TA0FT7GN6MQHMY03N59ZR3W,AH2SY93UMSL5F,Submitted,Sun Jan 20 08:02:57 PST 2019,Sun Jan 20 08:06:07 PST 2019,Wed Jan 23 08:06:07 PST 2019,,,,190,0% (0/0),0% (0/0),0% (0/0),"I know you have plenty of soliders and I need just a few more to help with this mission. I have all the supplies, I just need men.|I need your help to carry out this mission. I'd rather make a compromise with you than have to call command and cancel the whole mission.|These refugees desperately need supplies and I need your men to help deliver them. Is there any way we can still carry out this mission?|I'm amazed that you won't help. I have plenty of supplies, and all I need from you is just a few men since I'm short on manpower.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3E13VNJ1NNVK4E689Z9UWFNZKTB1IJ,A1Y1ZWGVQUXMP5,Submitted,Sun Jan 20 10:07:34 PST 2019,Sun Jan 20 10:09:39 PST 2019,Wed Jan 23 10:09:39 PST 2019,,,,125,100% (16/16),0% (0/0),0% (0/0),"If you can supply us with men, we can provide the supplies.|If you can supply us with men, we can accomplish the mission without resorting to inform command of our failure.|We must accomplish this mission due to the needs of the refugees, and we need your men in order to accomplish this; can you help us?|I don't understand why you would refuse this request; I simply do not have enough men to accomplish the mission without your aid.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3EKVH9QMEY4ALO8I0P8XA1HRKUN2D5,A2RW3D2X07UKO3,Submitted,Sun Jan 20 11:16:49 PST 2019,Sun Jan 20 11:24:11 PST 2019,Wed Jan 23 11:24:11 PST 2019,,,,442,0% (0/0),0% (0/0),0% (0/0),"Sir, would it be possible to spare a few extra men?  I have the necessary supplies for the extra men, just not the extra men.|I cannot complete this mission without your team's assistance.  I will need to notify my commander that the plan is no longer viable.  I am more than willing to compromise.|Is there anything I can do to ensure this situation works out?  This mission must go forward.  The refugees are in desperate need of the supplies and I cannot get it to them without your manpower.|I am absolutely shocked that you denied my request for help.  I have enough supplies for this mission for the men.  It is the men that I need to complete this mission.  I have little to no manpower and without your support, surely I will fail.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3FIJLY1B6U43BFNKTTEZUES57HWFPH,AW8JVJQNLTXND,Submitted,Sun Jan 20 11:37:07 PST 2019,Sun Jan 20 11:42:31 PST 2019,Wed Jan 23 11:42:31 PST 2019,,,,324,0% (0/0),0% (0/0),0% (0/0),"Sir, we have the supplies we need, but we certainly could use a few more men to help. We would appreciate any help your command can give us.|Sir, without your team's help, we will be unable to complete our mission. I will have to meet with my superior officer. Could we work together to make this mission work?|The refugees are in great need of these supplies. We just need a few men to help us get the supplies to the refugees. Is there anything at all that can be done to help you make the decision to help us?|I am saddened by your lack of help. We have the supplies. We just need your assistance to get the job done. Gung ho is a phrase we use in the US. I have always heard that it comes from Chinese and that it means 'pull together'. Is it possible that we can pull together to complete this mission and help these refugees?",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3GDTJDAPVUBOBXGKTZG13IHOF87M8A,A2Y39EF76MUQO7,Submitted,Sun Jan 20 11:24:14 PST 2019,Sun Jan 20 11:29:18 PST 2019,Wed Jan 23 11:29:18 PST 2019,,,,304,0% (0/0),0% (0/0),0% (0/0),"Commander, I understand your position, let's just use a portion of your soldiers, I have supplies, just until the planes arrive.|There is no need to take this up the chain of command, what do you suggest?  Surely we can come to an agreement.|The refugees need our help, the mission comes first, let's not let a little setback compromise our duty.|We will carry out this mission even if you refuse to help!  But, your assistance could save many lives.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3GFK2QRXX9H1TRRWZ3FL0W9OBK5W5U,AW1QY7Q83DYCJ,Submitted,Sun Jan 20 08:02:19 PST 2019,Sun Jan 20 08:09:45 PST 2019,Wed Jan 23 08:09:45 PST 2019,,,,446,0% (0/0),0% (0/0),0% (0/0),"It is imperative that a few of your men assist us in transporting these supplies to accomplish our mission|Unless you assist in delivery of supplies, I will have to notify my commander of this failure. We need to work together to get this task done.|We must work together to get these supply to the refugees in need. I know we can work out a compromise.|That's completely unacceptable. We have adequate supplies to achieve this task with the help of your men.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3GM6G9ZBKNX79H88WXRWUEDBTLXMT4,AZE39UF6QWWWV,Submitted,Sun Jan 20 12:15:02 PST 2019,Sun Jan 20 12:19:34 PST 2019,Wed Jan 23 12:19:34 PST 2019,,,,272,0% (0/0),0% (0/0),0% (0/0),"I am fully equipped to provide military resources to which ever soldiers you can spare. |I could really utilize your troops in the matter, we can provide relief while you await your supply delivery. |We require your assistance in providing relief to refugees. Is there something we can provide in exchange for your cooperation?|You would expect us to do the same in your time of need, and you are turning away the request of an American Soldier. I have more than enough supplies to assist my troops and yours, my troops are reducing while I await reinforcements.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3H0W84IWBK2WHE33BAYIHR7KWYPREN,A2MHM7JK1T9XHR,Submitted,Sun Jan 20 08:01:27 PST 2019,Sun Jan 20 08:05:27 PST 2019,Wed Jan 23 08:05:27 PST 2019,,,,240,0% (0/0),0% (0/0),0% (0/0),"We have all the supplies we need already, we just need some more men. I know your men are here, can some of them help out for now?|If we cancel the mission, I'll have to tell my commander. I think we can work something out without having to get him involved. If we can find a way for your team to help, I'm sure we can do something.|We can't afford to cancel the mission. There are refugees who need supplies and I don't have the manpower to distribute them without your help. Isn't there anything we can do?|I can't believe you're even thinking of pulling out. We have the supplies, but my team is already at their limit. We really need the manpower from your team.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3JAOYWH7VI44JKH9YFL031XAZ9PL9M,AJQGWGESKQT4Y,Submitted,Sun Jan 20 09:09:23 PST 2019,Sun Jan 20 09:12:52 PST 2019,Wed Jan 23 09:12:52 PST 2019,,,,209,0% (0/0),0% (0/0),0% (0/0),"I am aware you have men available and was hoping you would spare a few to help in my efforts, I have the supplies I need, I just need some more soldiers.|I know there is a compromise that can be reached, I have to notify my commanding officer and need to come up with a new plan because I have to scrap mine. Please have your team help with this situation.|Is there anything we can do to resolve this situation? This mission must be completed so that the refugees get the supplies they need and I need your team's help to get it done.|I can't believe you are refusing to help! All I need is your team's assistance, I have all of the supplies I need, I am just stretched thin on man power!",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3JNQLM5FT4MTJ0WAD66LTEPWT3K2LG,A1G84UV90TGHSR,Submitted,Sun Jan 20 10:28:50 PST 2019,Sun Jan 20 10:33:38 PST 2019,Wed Jan 23 10:33:38 PST 2019,,,,288,100% (6/6),0% (0/0),0% (0/0),"I have the supplies but not the troops. You have the troops, so can you spare some?|Without your help this mission is doomed. If that happens, I tell my boss and the mission gets scrubbed. Surely we can reach a compromise without that happening??|The refugees need the supplies, and the supplies depend on your men. What can we do to make this work?|Really? You refuse to help? You must be joking! My troops are already streched way too thin. We meed your help and we need it yesterday.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3K2755HG5S3UMIKUOKN4UKBGTY1DF9,A1KEF117D5V7CU,Submitted,Sun Jan 20 12:41:45 PST 2019,Sun Jan 20 12:47:18 PST 2019,Wed Jan 23 12:47:18 PST 2019,,,,333,0% (0/0),0% (0/0),0% (0/0),"Look, I have the necessary supplies, I just need soldiers.  I know you have a few available and would ask that you spare a few to help me out.|I would like to figure something out without involving anyone higher up.  Please, I need your team's help to complete my mission and I would have to scrap my plan and notify my commander without help.|Can't we work something out?  The refugees need supplies and I need your team's manpower to help distrbute.|I'm shocked that you won't help even though I have enough supplies.  I just need help with distribution and I'm already short on manpower.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3KMS4QQVK2Q20OQ4G19RYX66D7HKFC,A3NBT0WBUQ1AJ4,Submitted,Sun Jan 20 09:52:08 PST 2019,Sun Jan 20 09:56:24 PST 2019,Wed Jan 23 09:56:24 PST 2019,,,,256,0% (0/0),0% (0/0),0% (0/0),"I know that you have enough men.  Can you provide just a few to assist us with our mission?  We have all the supplies the mission will require and just need a few more soldiers to help us achieve it.|We need help from your platoon to succeed.  Otherwise, I will have to notify my commander and abort the mission.  I would prefer that you and I figure something out and hopefully find a compromise solution instead. |Our mission must succeed because the refugees need  the supplies.  I need help from your men to distribute them.  Is there anything we can do to convince you to help us?|I can't believe you won't help us.  We have plenty of supplies and I only need your platoon's assistance to distribute them because I do not have enough men to do so on our own.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3M23Y66PO2745EA1KHFPVDK312QS6X,A1EOVMNNT8Q370,Submitted,Sun Jan 20 09:37:46 PST 2019,Sun Jan 20 09:42:31 PST 2019,Wed Jan 23 09:42:31 PST 2019,,,,285,0% (0/0),0% (0/0),0% (0/0),"I know you have plenty of me, spare some to me so that they can help with the supplies.|I need you team in order to complete the mission, I will contact my commander and cancel your plan unless we can both resolve this issue, we must work together and come up with a solution.|I need to move forward now because those refugees really need aid now, I know you have men and they sure could help to pass out supplies, can we work together and work this out?|I am shocked that you will not help, I have all the supplies you need, I just need your men because I'm running low on my men.",,
3HO4MYYR12OHY74BJJ4OMU668F3U6D,356P7NIWHJNXJ6V5JVNDW2ET4UPFVD,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 7",$0.20 ,Sun Jan 20 08:00:05 PST 2019,50,BatchId:3505122;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 08:00:05 PST 2019,,,3NGI5ARFTT5CL0TCMUZE5COB6781PX,ALUKD738FTTZW,Submitted,Sun Jan 20 10:45:43 PST 2019,Sun Jan 20 10:53:11 PST 2019,Wed Jan 23 10:53:11 PST 2019,,,,448,0% (0/0),0% (0/0),0% (0/0),I could use some of your men to help with the mission.  Can you spare a few?  I have enough supplies; i just need more boots on the ground. |I'm not sure the mission can be completed without your help.  I could notify my commanding officer but he would probably scrap the entire plan and I don't want that to happen. Can we work out a deal?  |We must complete this mission as the refugees need those supplies.  I need your help to distribute them.  Is there anything I can do to convince you to help us; to help the refugees?|I can't believe you aren't willing to help these refugees!  My team is stretched thin and short on manpower.  We have the supplies but your team is critical in completing this mission.,,
