HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3ERMJ6L4DYSKBJB1JUOVPILT4OM7MT,A3117JX5H0COWZ,Submitted,Sun Jan 20 07:50:26 PST 2019,Sun Jan 20 07:53:48 PST 2019,Wed Jan 23 07:53:48 PST 2019,,,,202,0% (0/0),0% (0/0),0% (0/0),"The mission would be compromised from your abandonment. |Alternatively, the supply bags can be packed and then water can be passed out as people exit the aid station. |Because the mission would be compromised with your absence, I would advise against it. |Although it is against your will, it would greatly support the mission.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3J2UYBXQQLC445QPBFW5L7EK6A106C,A2MHM7JK1T9XHR,Submitted,Sun Jan 20 07:50:34 PST 2019,Sun Jan 20 07:52:18 PST 2019,Wed Jan 23 07:52:18 PST 2019,,,,104,0% (0/0),0% (0/0),0% (0/0),"If you leave, it would really hurt the mission. Please stay.|Alright, let's try this instead: you pack the supply the bags and pass out water to people leaving the aid station.|I don't think you should leave since it would hurt the mission.|I hear your concerns, but doing things this way helps the mission more.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3JPSL1DZ5SZ8C3UZ2YFFCOCJAM2ANN,A1TM0YUPC90UFZ,Submitted,Sun Jan 20 07:53:10 PST 2019,Sun Jan 20 07:58:35 PST 2019,Wed Jan 23 07:58:35 PST 2019,,,,325,0% (0/0),0% (0/0),0% (0/0),"To not hurt the mission, we asked that you don't leave. |It would help the most if you can pack the supply bags and pass out some water as people leave the aid station.|Let's not hurt the mission by you leaving. |We have other things you can do that would help the mission.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3K4J6M3CXET22BDDFU2KM43M9AGAGF,A1S88VQY8G8CNC,Submitted,Sun Jan 20 07:51:53 PST 2019,Sun Jan 20 07:55:23 PST 2019,Wed Jan 23 07:55:23 PST 2019,,,,210,0% (0/0),0% (0/0),0% (0/0),"I'd really appreciate it if you could stay for the benefit of the mission.||since it would damage the intent of the mission, i would recommend that you please stay.|i can respect that this isn't your first choice, but it will assist our mission if you stay.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3KV0LJBBH2LUT2VGS8M1UZCT50GMR7,A1FMHI1NY82HN9,Submitted,Sun Jan 20 07:49:35 PST 2019,Sun Jan 20 07:55:42 PST 2019,Wed Jan 23 07:55:42 PST 2019,,,,367,0% (0/0),0% (0/0),0% (0/0),"Oh, please don't go. It will ruin the mission.|Alright, here is what we can do. You pack the supplies bags and give out water to the people who leave the station.|I don't recommend leaving, because that would ruin the mission.|I know this isn't what you want, but it will help the mission.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3LPW2N6LKT2O1N2R430KI8ORQ4TU5S,A3IEFYBAJDK48K,Submitted,Sun Jan 20 07:41:33 PST 2019,Sun Jan 20 07:43:52 PST 2019,Wed Jan 23 07:43:52 PST 2019,,,,139,0% (0/0),0% (0/0),0% (0/0),if you abandon the ship it will sink|when people are leaving the aid station you are supposed to pass out water |its not a good idea to leave the mission|it is against procedural but worth it for the mission,,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3NG53N1RLVJUW0DXLF8TKMBJKD38PD,A2SMEB68NUZ2Y6,Submitted,Sun Jan 20 07:55:05 PST 2019,Sun Jan 20 07:57:33 PST 2019,Wed Jan 23 07:57:33 PST 2019,,,,148,0% (0/0),0% (0/0),0% (0/0),"It would hurt the mission if you left, so please don't. |Alright, here's a plan. As people leave the aid station, you can pass out water and pack supply bags. ||Although I know that you'd rather not do this, it will greatly help the mission.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3OB0CAO74HPHYP6RF6YIAQXUR1WHYV,A1GKEEI844CEKI,Submitted,Sun Jan 20 07:49:16 PST 2019,Sun Jan 20 07:50:43 PST 2019,Wed Jan 23 07:50:43 PST 2019,,,,87,0% (0/0),0% (0/0),0% (0/0),"I do not want you to leave, that would destroy the mission. |You can do this now, please pack up the supply bags and pass out the water while people leave the aid area. |Do not leave, that would kill the mission |I know you do not want this but it does help with the mission.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3P1L2B7AD1P7Q7LF044I0RSZU85OLX,A1PTH9KTRO06EG,Submitted,Sun Jan 20 07:41:23 PST 2019,Sun Jan 20 07:43:46 PST 2019,Wed Jan 23 07:43:46 PST 2019,,,,143,0% (0/0),0% (0/0),0% (0/0),"Dont leave, that will hurt the mission.|Ok, here's what were going to do. You can pack the supply bags and pass out water as people leave the aid station.|I dont recommend leaving, that will make the mission tougher.|I understand this isn't what you want to do, but it will make the mission easier for us.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3QILPRALQ5VUTF1K50V1GX6OKY28NH,AXHGD0N5JBPFF,Submitted,Sun Jan 20 07:55:02 PST 2019,Sun Jan 20 07:58:08 PST 2019,Wed Jan 23 07:58:08 PST 2019,,,,186,0% (0/0),0% (0/0),0% (0/0),"The mission will be hurt if you leave.|you can pass out water and pack supply bags for people leaving the station.|I wouldnt leave, it will hurt the mission.|I know this isnt what you want to do, it will help the mission if you do.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3QIYRE09Y3HCIFHZ6FMM1NJG6SW1NQ,A2ABOMU5VUN9NG,Submitted,Sun Jan 20 07:42:23 PST 2019,Sun Jan 20 07:45:41 PST 2019,Wed Jan 23 07:45:41 PST 2019,,,,198,0% (0/0),0% (0/0),0% (0/0),You are needed for the mission to work so stay with us and let's complete this together.|We can work together and your team can fill the supply bags and give out water to those as they leave the station.|If you leave us it would harm the mission.|The mission comes first and we need you to help us with it's completion even if it isn't exactly what you want to do.,,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3RKNTXVS3MYMQVKTKT0JDF6JJ57A4S,A1979KWJEIVATJ,Submitted,Sun Jan 20 07:50:57 PST 2019,Sun Jan 20 07:52:58 PST 2019,Wed Jan 23 07:52:58 PST 2019,,,,121,0% (0/0),0% (0/0),0% (0/0),"Stay here. If you leave, the mission could get messed up. |Here's a task. Pack the bags with supplies and hand people water as they exit the aid station. |It's a bad idea to leave. If you do, the mission could be hurt.|I get that this isn't ideal for you, but it's important for the mission",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3S0TNUHWKTIL73A7G6HYKSUU6U0D84,A2XGO7G61F5KBN,Submitted,Sun Jan 20 07:53:25 PST 2019,Sun Jan 20 08:00:12 PST 2019,Wed Jan 23 08:00:12 PST 2019,,,,407,0% (0/0),0% (0/0),0% (0/0),"I ask that you remain, as leaving will not benefit the objective.|Alright, you may prepare the supply packs and distribute water as the individuals depart the aid establishment.|I do not suggest departing as that would negatively impact the objective.|I am aware that the current plan is not what you desire, however it will benefit the objective.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3TK8OJTYM1LS7C9AT8J3C0VRVB4PVZ,A3HBLK46AT4IR2,Submitted,Sun Jan 20 07:53:35 PST 2019,Sun Jan 20 07:56:20 PST 2019,Wed Jan 23 07:56:20 PST 2019,,,,165,0% (0/0),0% (0/0),0% (0/0),"Your attendance is detrimental to the success of this mission.|Pack supply bags and hand out water near the exit to the aid station.|If you leave, you will sabotage this mission.|We all can't do what we want, but the mission is top priority.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3U84XHCDICDNR3S1WLGIU8XSSQE4ZN,A3Q18FZ2J5W12U,Submitted,Sun Jan 20 07:51:00 PST 2019,Sun Jan 20 07:54:12 PST 2019,Wed Jan 23 07:54:12 PST 2019,,,,192,0% (0/0),0% (0/0),0% (0/0),"It would hurt the mission if you leave, please stay. |What we can do is, pack supply bags and pass out some water as people leave the aid station. You can do this. |If you leave, then it would hurt the mission. Thus, I wouldn't recommend you leaving. |Even though this is not what you want to do, it is best for the mission.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3VHP9MDGRNKKHQEGOOSTAETY8Y1FCN,A3BWB2PMOZY5MP,Submitted,Sun Jan 20 07:48:50 PST 2019,Sun Jan 20 07:53:55 PST 2019,Wed Jan 23 07:53:55 PST 2019,,,,305,0% (0/0),0% (0/0),0% (0/0),"If you leave, that would affect the operation. |As people leave the aid station, what you can do is pass out water and fill the gear bags.|I would not advocate departing as that would harm the operation.|I sympathize that you did not want to do this, but this will aid the operation.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3WJ1OXY92AGN9W7VWWQWURMOLR38AX,AA20CNJ7ILLPL,Submitted,Sun Jan 20 07:53:13 PST 2019,Sun Jan 20 08:01:40 PST 2019,Wed Jan 23 08:01:40 PST 2019,,,,507,0% (0/0),0% (0/0),0% (0/0),"We don't want you to leave. We can work together to accomplish the mission.|How about we do this. As people are leaving you can hand out water to them and equally pass out the supplies.|Leaving wouldn't allow us to complete the mission. |I know you would rather do things differently, but this is the best way to get things done.",,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3WJEQKOXA825YWNAXBHHFHZG7LYA1G,A2X4XHTGDW15RF,Submitted,Sun Jan 20 08:08:23 PST 2019,Sun Jan 20 08:12:02 PST 2019,Wed Jan 23 08:12:02 PST 2019,,,,219,0% (0/0),0% (0/0),0% (0/0),Your presence is greatly needed for the mission sucess.|Our first task is for all team workers to hand out supply bags and water as people leave the aid station.|I would not suggest leaving at this time due to the great need.|Let us remember that the mission is front and center to any other agendas and we can all help.,,
31S7M7DAGGQKHFST6IKG6H21FWLTLT,3F1QRTWYOOI0NS06AHDVYEN7J77LYR,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 17",$0.20 ,Sun Jan 20 07:40:57 PST 2019,30,BatchId:3505105;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:40:57 PST 2019,,,3Z3ZLGNNSIUTVF869BSMTATI9NXQ3U,A23MCHRW2IBC6K,Submitted,Sun Jan 20 07:55:44 PST 2019,Sun Jan 20 08:01:26 PST 2019,Wed Jan 23 08:01:26 PST 2019,,,,342,0% (0/0),0% (0/0),0% (0/0),Please reconsider. Your parting will hurt the mission.|How about this? you pack the supply bags and pass out water as people leave the aid station. how does that sound?|You leaving would hurt the mission and be frowned upon.|Your understanding will surely help the mission.,,
