HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,39K0FND3AHF2UL9ZQX0FZ9NJ5WRMAY,A3RYI5HXC2MJLN,Submitted,Sun Jan 20 07:41:32 PST 2019,Sun Jan 20 07:50:52 PST 2019,Wed Jan 23 07:50:52 PST 2019,,,,560,0% (0/0),0% (0/0),0% (0/0),"Okay with me do what you are wanting to do.|I don't know about that, It might be okay.|So, please send in the film team now.|They can come on in if you really insist on it .",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3A1COHJ8NJV2JJF9220OBD9SYMTH8H,A2ABOMU5VUN9NG,Submitted,Sun Jan 20 07:45:46 PST 2019,Sun Jan 20 07:48:11 PST 2019,Wed Jan 23 07:48:11 PST 2019,,,,145,0% (0/0),0% (0/0),0% (0/0),Whatever you can help with is greatly appreciated.|I believe that it will be fine to do what you ask regardless of my feelings on the matter.|Your film team is invited to join us.|Because you feel strongly about this please have them join us.,,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3AQF3RZ558IV195FEXFQOE1OCCQF6V,A1GKEEI844CEKI,Submitted,Sun Jan 20 07:48:14 PST 2019,Sun Jan 20 07:49:08 PST 2019,Wed Jan 23 07:49:08 PST 2019,,,,54,0% (0/0),0% (0/0),0% (0/0),"That is ok, whatever you want. |I am not happy about this but I think it will work. |You can bring in the film team, it is ok. |They can come, it is ok since you really want this.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3BWI6RSP7G9MZVJO2W0CCAGKVMV7E4,A3Q18FZ2J5W12U,Submitted,Sun Jan 20 07:49:05 PST 2019,Sun Jan 20 07:50:50 PST 2019,Wed Jan 23 07:50:50 PST 2019,,,,105,0% (0/0),0% (0/0),0% (0/0),"Whatever you want to do is fine. |Even though I am hesitant, it will be ok to do that. |Sure, you can bring in your film team.|Sure, they can come in if you insist.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3CPLWGV3MOZU7KKUAS1FGT1Z44KN9L,A23MCHRW2IBC6K,Submitted,Sun Jan 20 07:50:57 PST 2019,Sun Jan 20 07:54:28 PST 2019,Wed Jan 23 07:54:28 PST 2019,,,,211,0% (0/0),0% (0/0),0% (0/0),"Ok. Anything you want to do is fine.|I'm not 100% sure about that, but I think it will be ok.|Ok. You may film the proceedings.|Understood. They may enter the premises.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3D4CH1LGEATOXS38NOOKQ9S23SY9GZ,A7CZ34V4XNDW9,Submitted,Sun Jan 20 07:47:45 PST 2019,Sun Jan 20 07:48:45 PST 2019,Wed Jan 23 07:48:45 PST 2019,,,,60,0% (0/0),0% (0/0),0% (0/0),"That is ok. You make the decisions|I am reluctant to do that, but if you believe it will be ok.|Please be courteous of others and please do not get in our way.|If you are making them come in, then please they can.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3DZQRBDBSLF58VNJ1FHROA8JRBHS3K,A16RLUZLJ318F5,Submitted,Sun Jan 20 07:45:18 PST 2019,Sun Jan 20 07:50:00 PST 2019,Wed Jan 23 07:50:00 PST 2019,,,,282,0% (0/0),0% (0/0),0% (0/0),"If that's your preference, then go ahead and film.|To be honest with you, I'd rather you didn't, but I'll set my personal feelings aside.|Go ahead and tell them that they are allowed to film here.|It's obviously very important to you that your team films, so let them know that it's fine that they film.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3E13VNJ1NNVK4E689Z9UWFNZKT21IA,A2GIGQ4FZWGM4D,Submitted,Sun Jan 20 07:41:50 PST 2019,Sun Jan 20 07:45:08 PST 2019,Wed Jan 23 07:45:08 PST 2019,,,,198,0% (0/0),0% (0/0),0% (0/0),"Do whatever you want. I'm not ok doing that, but it's ok. | Come in you can have your film team. |They can come in if you want.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3FIUS151DV23C2QG1UUUIQEP75TGGX,A3E5LA62R563X0,Submitted,Sun Jan 20 07:54:49 PST 2019,Sun Jan 20 07:58:38 PST 2019,Wed Jan 23 07:58:38 PST 2019,,,,229,0% (0/0),0% (0/0),0% (0/0),"Whatever you'd like to do is fine by me.|I'm reluctant to give in to your request, but I believe it will be okay.|I'll allow your film team to come in now.|If you are going to be insistent, it's okay if they come in.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3HMVI3QICJS6UELDDHVXI3HNAC01YG,A3BWB2PMOZY5MP,Submitted,Sun Jan 20 07:44:08 PST 2019,Sun Jan 20 07:46:29 PST 2019,Wed Jan 23 07:46:29 PST 2019,,,,141,0% (0/0),0% (0/0),0% (0/0),"Do what you wish, there is no problem.|I'm a bit skeptical to do that but it will be fine.|It's fine to have your film staff come in.|They can enter if you want.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3IJXV6UZ1XJ8XJ5P7TO9265CORWIRN,AFUAJWWVWPHMW,Submitted,Sun Jan 20 07:53:16 PST 2019,Sun Jan 20 07:54:53 PST 2019,Wed Jan 23 07:54:53 PST 2019,,,,97,0% (0/0),0% (0/0),0% (0/0),"If that's what you want to do, that's fine.|I think it will be ok, but I am hesitant to allow it.|You can go ahead and have your film crew come in.|They can come in if you insist.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3ON104KXQKWJX8NWLYWBV43ABOA4WX,A2HA7TYX74724A,Submitted,Sun Jan 20 07:50:46 PST 2019,Sun Jan 20 07:55:09 PST 2019,Wed Jan 23 07:55:09 PST 2019,,,,263,0% (0/0),0% (0/0),0% (0/0),"I am good with whatever you want to do.|Though I am hesitant to do that, I think it should be ok|Please ask your film team to come in|Since you are insisting, they can can come in.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3OS4RQUCR9F17LMAAOWYZUNGQD1FBG,A2SMEB68NUZ2Y6,Submitted,Sun Jan 20 07:48:43 PST 2019,Sun Jan 20 07:54:55 PST 2019,Wed Jan 23 07:54:55 PST 2019,,,,372,0% (0/0),0% (0/0),0% (0/0),"Okay, whatever you think is best to do.|Although I'm hesitant, I think it'll be fine to do that.|Alright, you can tell your film team to come in. |If you really want, they can come in.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3PB5A5BD0V6KJ9FF8RQ0CD1W82A7GL,A1U77XDX5VK70V,Submitted,Sun Jan 20 07:49:56 PST 2019,Sun Jan 20 07:50:58 PST 2019,Wed Jan 23 07:50:58 PST 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),"Sure, do as you wish. |I am not too sure, but it should be ok. |Sure, bring your film team in. |If you really have to. Let them in.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3PJ71Z61R42RTDD5553HJMOW13G910,AXHGD0N5JBPFF,Submitted,Sun Jan 20 08:03:10 PST 2019,Sun Jan 20 08:05:48 PST 2019,Wed Jan 23 08:05:48 PST 2019,,,,158,0% (0/0),0% (0/0),0% (0/0),"Ok, if thats what you wanna do.|Im unsure of it, It should be ok though.|Your film team can come in .|If you'd like, your film team can come in.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3R5F3LQFV2KRVW2JF5VR863X9HDOZG,A1FMHI1NY82HN9,Submitted,Sun Jan 20 07:43:31 PST 2019,Sun Jan 20 07:46:26 PST 2019,Wed Jan 23 07:46:26 PST 2019,,,,175,0% (0/0),0% (0/0),0% (0/0),"It's ok, do whatever you want.|I don't know if I should do that, but I think it just might work.|That's fine. You can get your film team to come with us.|If you really want to, they can come in with us.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3S3AMIZX3U5NJ60KXIX3MEQDWLLCD9,AKJQBP1BSGN8Z,Submitted,Sun Jan 20 07:49:10 PST 2019,Sun Jan 20 07:52:30 PST 2019,Wed Jan 23 07:52:30 PST 2019,,,,200,0% (0/0),0% (0/0),0% (0/0),"We will work with you, but can we sit down and make a plan together? We are in control of the aid station and have a good system right now.|I'm sure that we will be able to do a good job together, but let's sit down and make a plan.|I don't think it's a good idea to have the film team come in. We don't want them to get in the way while we are working.|If you insist that the film team needs to be here, we need to set some rules of what they film and make sure they don't get in the way.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3VA45EW49NNU00HB7UMZGCJLW211O5,A1PTH9KTRO06EG,Submitted,Sun Jan 20 07:42:28 PST 2019,Sun Jan 20 07:45:37 PST 2019,Wed Jan 23 07:45:37 PST 2019,,,,189,0% (0/0),0% (0/0),0% (0/0),"Thats ok, whatever you'd like to do.|Im hesitant to do that, but I think it will work out just fine.|Ok, you can have your film team enter.|If you think it will be ok. They can come in.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3VW6495TLJ03KKWGP626WQSXHX8YYA,AIHVLBHJROONN,Submitted,Sun Jan 20 07:44:40 PST 2019,Sun Jan 20 07:47:15 PST 2019,Wed Jan 23 07:47:15 PST 2019,,,,155,0% (0/0),0% (0/0),0% (0/0),"Sure; whatever you want to do. |I think it'll be okay to do that, but I'm hesitant. |Have your film team come in.|They can come in if you insist.",,
33IXYHIZB5ICRAOO6HDGSZ3R6M7E2Z,3VTTFELP3T88Y3D8JVV64203K6GOZ2,Rewrite these responses in your own words,"We give you a couple statements. We ask that you rewrite them in your own words, maintaining the same general idea and sentiment of the original statement.","rewrite, writing, response, 18",$0.20 ,Sun Jan 20 07:41:21 PST 2019,30,BatchId:3505106;OriginalHitTemplateId:920937336;,600,259200,Thu Jan 24 07:41:21 PST 2019,,,3VZLGYJEYLAEP5GBGWINRJUQLLIZXW,AHW7M6U24NBAI,Submitted,Sun Jan 20 07:49:06 PST 2019,Sun Jan 20 07:50:55 PST 2019,Wed Jan 23 07:50:55 PST 2019,,,,109,0% (0/0),0% (0/0),0% (0/0),"It is alright. Do what you want.|I am not sure I want to do that, but it may be fine.|Yes, your film team can come in.|If you really want them to come in, they can.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
