HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,304SM51WA34ABQRWG8WX6T6VF3YSBF,A1ZE52NWZPN85P,Submitted,Sun Jan 20 08:51:54 PST 2019,Sun Jan 20 08:53:12 PST 2019,Wed Jan 23 08:53:12 PST 2019,,,,78,0% (0/0),0% (0/0),0% (0/0),"Please don't leave, sir. This will hurt the mission.|If you stay, your men can pack supplies and pass out water.|If you leave now it will hurt the mission.|I understand that you don't want to do this, but leaving will hurt the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3DI28L7YXAE8O94MDGJ3B0P7S0XE1G,A2ZU7A7BK3MPFV,Submitted,Sun Jan 20 08:31:43 PST 2019,Sun Jan 20 08:33:40 PST 2019,Wed Jan 23 08:33:40 PST 2019,,,,117,0% (0/0),0% (0/0),0% (0/0),"Please don't leave now. It will hurt the mission.|Alright, your men can pack supplies and pass out water.|If we leave now it would compromise the mission.|I realize you don't want to do this, but it will harm the mission if you leave now.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3E47SOBEYQW4RHG6PWYEDB6QOQYICM,AM6TZ7QYEU6RU,Submitted,Sun Jan 20 09:07:06 PST 2019,Sun Jan 20 09:11:05 PST 2019,Wed Jan 23 09:11:05 PST 2019,,,,239,0% (0/0),0% (0/0),0% (0/0),"It would be greatly apperciated if you would just stay for the sake of the mission.|If it would make things better, your men can pack supplies and pass out water.|It would be tragic if you were to leave this mission.|I completely understand you have the best intentions ahead of you, we just can't afford to endanger the mission at the cost of your departure.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3FUI0JHJPXY1OE24B0GQG207ZVO339,A1LXQDZGO91B1H,Submitted,Sun Jan 20 09:06:59 PST 2019,Sun Jan 20 09:10:09 PST 2019,Wed Jan 23 09:10:09 PST 2019,,,,190,0% (0/0),0% (0/0),0% (0/0),"You're right; sorry about that. We need to work together for the mission to work.|Alright, what if your men pack supplies and pass water out so we can get this done faster.|If you left, the mission would be hurt.|I know you don't want to compromise, but if you leave it will hurt the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3H8DHMCCW9B524C8PVE1AX3L1UZDKS,A2IBTYRQIZX1N6,Submitted,Sun Jan 20 09:10:32 PST 2019,Sun Jan 20 09:15:31 PST 2019,Wed Jan 23 09:15:31 PST 2019,,,,299,0% (0/0),0% (0/0),0% (0/0),"Would you please stay? If you leave, it will cause harm to the mission and to the people we are trying to help. |Your men can pass out water and pack supplies so they're ready for distribution.|If you and your men leave, the mission will not be successful and the refugees will be the ones to suffer.|I understand that you don't want to do this, but it is a necessary part of the mission and if you leave, it will be detrimental to the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3HMVI3QICJS6UELDDHVXI3HNAC41YK,AGWRA2WBNN92I,Submitted,Sun Jan 20 08:49:13 PST 2019,Sun Jan 20 08:50:50 PST 2019,Wed Jan 23 08:50:50 PST 2019,,,,97,0% (0/0),0% (0/0),0% (0/0),"Please don't leave. It will slow things down and hurt the mission.|Please get your men to help pack supplies and pass out water.|Leaving would hurt the mission and the refugees.|I understand that you don't care for this, but leaving would negatively impact the mission and our leaders gave us our orders and want this done.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3HRMW88U16Q6T8BHYV3MA3B6WAIM0A,A31J3022SQPIMW,Submitted,Sun Jan 20 08:34:40 PST 2019,Sun Jan 20 08:36:41 PST 2019,Wed Jan 23 08:36:41 PST 2019,,,,121,0% (0/0),0% (0/0),0% (0/0),"Please do not leave. It could have grave effects on the mission.|We can come to an agreement. It's OK if your men want to go ahead and pass out water, too.|Leaving will seriously harm the mission.|I completely understand that you don't agree with the way we are doing things, and I'm sorry. But if you leave, this could do serious harm to the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3IO1LGZLK9XMMUVS6J9KEMK2P8G86A,A1HH3ZNP1JP6KP,Submitted,Sun Jan 20 08:43:30 PST 2019,Sun Jan 20 08:46:54 PST 2019,Wed Jan 23 08:46:54 PST 2019,,,,204,0% (0/0),0% (0/0),0% (0/0),"We had a solid plan and procedure in place which your soldiers are not following. It is hurting the machine. Could you please have your people leave so we can do our best work on the machine?|How about your men pack supplies and pass out water, and my team will pass out the supplies to the refugees.|I don't want your team to leave completely. We really appreciate the help and it is good for the mission to work together.|I understand you'd like your team to be included in passing out the supplies, but it isn't working out best for the mission. We do need your help though, so please stay.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3IQ1VMJRYTKNN1Q51OWAUNHZ5XPA9S,A3PRQ2GSU42718,Submitted,Sun Jan 20 08:55:10 PST 2019,Sun Jan 20 09:04:24 PST 2019,Wed Jan 23 09:04:24 PST 2019,,,,554,0% (0/0),0% (0/0),0% (0/0),"Please do not leave. If you do, it will hurt the mission.|OK, let's compromise. Your team can pass out water and pack supplies.|If you guys leave it will hurt the mission.|I understand that you don't want your men to pass out supplies, but it will hurt the mission if you leave.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3KB8R4ZV1E77LLI5L82GHFNSRS6GBL,A3GPYCHKB2KDLC,Submitted,Sun Jan 20 09:10:01 PST 2019,Sun Jan 20 09:14:47 PST 2019,Wed Jan 23 09:14:47 PST 2019,,,,286,0% (0/0),0% (0/0),0% (0/0),Please do not leave. It would be helpful to the mission if you stayed.|Your men can help us pass out supplies.|Leaving will make it harder for us to do our jobs.|I understand your concerns but I am in charge of this mission and your leaving will hurt the operation.,,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3LBXNTKX0RVZJEYYCYOOEVSX6IYX9J,A2PI9LM5X9ET39,Submitted,Sun Jan 20 09:04:04 PST 2019,Sun Jan 20 09:06:37 PST 2019,Wed Jan 23 09:06:37 PST 2019,,,,153,0% (0/0),0% (0/0),0% (0/0),"No, please don't leave.  We can't carry out this mission successfully without you.|It would be really helpful if your men could pack the supplies and pass out the water.|This mission won't be successful if you leave.|I know that this isn't how you want this situation handled, but the mission will be impaired if you leave.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3MTMREQS4VIYZX3DUZ6287PA3Y9AWH,A1A006227X28SA,Submitted,Sun Jan 20 08:42:23 PST 2019,Sun Jan 20 08:46:01 PST 2019,Wed Jan 23 08:46:01 PST 2019,,,,218,0% (0/0),0% (0/0),0% (0/0),"I understand why you want equal treatment here, and we greatly appreciate the help you're providing. Please don't leave, as this will hurt our mission.|We can't have you leaving, as this is an important mission to help the refugees. What about having you and your team pack supplies and also pass out water? That way you're still involved with handing out some of the supplies.|Your team can't leave. It will hurt the mission and we won't be able to get these supplies out quickly enough.|Listen, I get it. You want equal treatment. But I'm in charge here and although I can tell it bothers you, you and your team can't leave. It will negatively impact this mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3OONKJ5DKCJVDYZ39RFOMOWUIEUOBD,A2KGDRYFAICG4Y,Submitted,Sun Jan 20 08:32:58 PST 2019,Sun Jan 20 08:37:10 PST 2019,Wed Jan 23 08:37:10 PST 2019,,,,252,0% (0/0),0% (0/0),0% (0/0),We need you here to successfully complete the mission.|Your team needs to pack supplies and hand out  water.|The mission may fail without your team.|I understand your concern but we must work together to make sure the mission succeeds.,,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3OS46CRSLFZKX6R5ECKU604A06I6VE,ALOYY3E72AQ1K,Submitted,Sun Jan 20 08:51:17 PST 2019,Sun Jan 20 08:52:10 PST 2019,Wed Jan 23 08:52:10 PST 2019,,,,53,0% (0/0),0% (0/0),0% (0/0),"Please don't go.  It will really hurt the mission if you do.|How about if your men pack supplies and pass out water?|The mission will be hurt if you leave.|I do understand that this isn't what you want to do, but it will hurt the mission if you go.",,
