,Original Input,Topic 1,Topic 2
187,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.042834021151065826,0.9571659564971924
188,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.9199925065040588,0.08000745624303818
189,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.5777408480644226,0.42225921154022217
190,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.06921383738517761,0.9307861924171448
191,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.04826267808675766,0.9517372846603394
192,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.05905605107545853,0.9409439563751221
193,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.06425726413726807,0.9357426762580872
194,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.04284531623125076,0.9571546912193298
195,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.579487681388855,0.420512318611145
196,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.7197172045707703,0.2802828550338745
197,"Hello, sir. Have you eaten yet?",0.8963708281517029,0.10362919420003891
198,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.9694339036941528,0.030566126108169556
199,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9660668969154358,0.0339331217110157
200,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9405003190040588,0.059499625116586685
201,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.09389330446720123,0.90610671043396
202,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.9316664338111877,0.06833354383707047
203,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.06921030580997467,0.9307896494865417
204,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.5738178491592407,0.42618218064308167
205,I don't have any questions right now.,0.19565840065479279,0.8043416142463684
206,Why does it have to be in private? We don't have a ton of time. ,0.13679592311382294,0.8632040619850159
207,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.04653622582554817,0.9534637928009033
208,Why does it have to be in private? We don't have a ton of time. ,0.13679726421833038,0.8632027506828308
209,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.07714413851499557,0.9228559136390686
210,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9660561084747314,0.03394389897584915
211,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8888299465179443,0.11117003858089447
212,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.04823955520987511,0.9517604112625122
213,Can you explain to me why we are setting up two individual aid stations?,0.24089676141738892,0.7591032385826111
214,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.7283186912536621,0.2716812789440155
215,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.09098841995000839,0.9090115427970886
216,The plan was to use one large aid station with American medics running it. How is this way better?,0.9531234502792358,0.04687655344605446
217,Why does it have to be in private? We don't have a ton of time. ,0.1368025243282318,0.8631975054740906
218,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.920002818107605,0.07999716699123383
219,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.03148028627038002,0.9685197472572327
220,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.06949573755264282,0.9305042624473572
221,The plan was to use one large aid station with American medics running it. How is this way better?,0.953125,0.046874962747097015
222,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.09391429275274277,0.9060856699943542
223,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.0642862468957901,0.9357137680053711
224,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.0939224511384964,0.90607750415802
225,Can I talk with you in private once questions are over?,0.6415680646896362,0.35843193531036377
226,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8888246417045593,0.11117536574602127
227,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.05905601382255554,0.9409439563751221
228,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.08261443674564362,0.9173855781555176
229,"I'd really prefer just to wait until the brief, if that is ok.",0.13982903957366943,0.8601709604263306
230,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.07214437425136566,0.9278556108474731
231,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.03148113563656807,0.9685189127922058
232,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8887898921966553,0.11121010780334473
233,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.06425637006759644,0.9357436299324036
234,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.057898055762052536,0.9421018958091736
235,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.57949298620224,0.4205069839954376
236,"I'd really prefer just to wait until the brief, if that is ok.",0.13990183174610138,0.860098123550415
237,Can you explain to me why we are setting up two individual aid stations?,0.2408932000398636,0.7591068148612976
238,He is busy today,0.18325799703598022,0.816741943359375
239,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.049781542271375656,0.9502184391021729
240,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.04284287616610527,0.9571571350097656
241,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9456533193588257,0.054346680641174316
242,"No, he is not here. I am taking his place.",0.7688025236129761,0.23119744658470154
243,Can I talk with you in private once questions are over?,0.6415035724639893,0.35849642753601074
244,I don't have any questions right now.,0.19561123847961426,0.8043887615203857
245,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.965251624584198,0.03474842384457588
246,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.577731728553772,0.4222683310508728
247,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.08259480446577072,0.9174051880836487
248,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.09390950202941895,0.9060904383659363
249,I’d rather not say.,0.2019570916891098,0.7980429530143738
250,Can you explain to me why we are setting up two individual aid stations?,0.24087288975715637,0.7591270804405212
