,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14
11,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00446430966258049,0.004464305937290192,0.0044643087312579155,0.00446430966258049,0.9419639706611633,0.004464313387870789,0.004464307799935341,0.004464305937290192,0.004464307334274054,0.004464312456548214,0.0044643087312579155,0.004464305471628904,0.004464324098080397,0.004464305471628904
12,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.0029762096237391233,0.002976215211674571,0.9613092541694641,0.002976209856569767,0.002976207062602043,0.002976209158077836,0.002976212650537491,0.00297622405923903,0.002976212650537491,0.002976209158077836,0.002976209856569767,0.0029762096237391233,0.0029762096237391233,0.0029762110207229853
13,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.005494569893926382,0.0054945875890553,0.005494578275829554,0.0054945857264101505,0.005494565702974796,0.9285704493522644,0.005494581535458565,0.005494584795087576,0.005494566634297371,0.005494588986039162,0.005494584795087576,0.005494581535458565,0.005494573153555393,0.005494590383023024
14,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.005952476989477873,0.0059524462558329105,0.005952467210590839,0.005952486302703619,0.005952454172074795,0.005952474195510149,0.005952454637736082,0.005952490959316492,0.0059524523094296455,0.005952459294348955,0.9226179718971252,0.005952461622655392,0.005952456034719944,0.00595244811847806
15,I don't have any questions right now.,0.01785733550786972,0.01785728521645069,0.7678548693656921,0.01785731129348278,0.017857307568192482,0.01785731129348278,0.017857296392321587,0.017857354134321213,0.017857277765870094,0.017857316881418228,0.01785741187632084,0.017857322469353676,0.017857279628515244,0.017857307568192482
16,"No, he is not here. I am taking his place.",0.023809731006622314,0.6904739737510681,0.02380966581404209,0.023809650912880898,0.023809829726815224,0.0238097682595253,0.023809654638171196,0.023809650912880898,0.023809650912880898,0.023809658363461494,0.023809654638171196,0.02380974404513836,0.023809650912880898,0.023809686303138733
17,Can you explain to me why we are setting up two individual aid stations?,0.010204278863966465,0.01020427793264389,0.010204271413385868,0.010204247198998928,0.010204244405031204,0.010204248130321503,0.8673444390296936,0.010204250924289227,0.010204246267676353,0.010204278863966465,0.01020430400967598,0.01020431611686945,0.010204355232417583,0.010204250924289227
18,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.011904829181730747,0.011904826387763023,0.011904830113053322,0.011904852464795113,0.011904940009117126,0.01190483570098877,0.01190485805273056,0.8452368974685669,0.011904832907021046,0.011904874816536903,0.011904837563633919,0.011904887855052948,0.01190483570098877,0.011904826387763023
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.00396827282384038,0.003968270029872656,0.003968271892517805,0.003968273289501667,0.003968273289501667,0.003968274686485529,0.003968271892517805,0.00396827282384038,0.00396827282384038,0.003968274686485529,0.003968279343098402,0.00396827282384038,0.003968283999711275,0.9484124779701233
20,I’d rather not say.,0.023809628561139107,0.023809632286429405,0.023809656500816345,0.023809699341654778,0.023809678852558136,0.023809628561139107,0.02380964905023575,0.023809628561139107,0.6904743313789368,0.023809736594557762,0.023809628561139107,0.023809676989912987,0.023809703066945076,0.023809676989912987
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.007936582900583744,0.007936551235616207,0.00793654564768076,0.007936550304293633,0.8968246579170227,0.007936653681099415,0.007936573587357998,0.007936552166938782,0.007936547510325909,0.007936560548841953,0.007936559617519379,0.007936574518680573,0.00793655589222908,0.007936553098261356
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005102089140564203,0.005102082155644894,0.005102090071886778,0.005102110095322132,0.005102088674902916,0.005102117080241442,0.005102085415273905,0.005102097522467375,0.005102091934531927,0.005102087277919054,0.005102093331515789,0.005102085880935192,0.9336727857589722,0.005102090071886778
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.011904829181730747,0.011904826387763023,0.011904830113053322,0.011904852464795113,0.011905040591955185,0.01190483570098877,0.01190485805273056,0.8452368378639221,0.011904832907021046,0.011904874816536903,0.011904837563633919,0.011904888786375523,0.01190483570098877,0.011904826387763023
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00595247745513916,0.005952446721494198,0.005952467676252127,0.005952486768364906,0.005952454637736082,0.005952474661171436,0.005952455103397369,0.0059524900279939175,0.005952452775090933,0.0059524597600102425,0.9226179718971252,0.005952462088316679,0.005952456500381231,0.005952448584139347
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952413659542799,0.005952412262558937,0.005952414125204086,0.9226186275482178,0.005952415522187948,0.005952432285994291,0.005952414125204086,0.0059524159878492355,0.005952418316155672,0.005952414125204086,0.005952432751655579,0.0059524159878492355,0.005952415522187948,0.005952415522187948
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952414125204086,0.005952412728220224,0.005952414590865374,0.9226185083389282,0.0059524159878492355,0.005952438339591026,0.005952414590865374,0.005952416453510523,0.005952418781816959,0.005952414590865374,0.005952433217316866,0.005952416453510523,0.0059524159878492355,0.0059524159878492355
27,"I'd really prefer just to wait until the brief, if that is ok.",0.011904900893568993,0.011904815211892128,0.011904808692634106,0.011904808692634106,0.011904845014214516,0.011904840357601643,0.011904845014214516,0.011904808692634106,0.011904808692634106,0.011904864571988583,0.011904807761311531,0.8452371954917908,0.011904814280569553,0.011904810555279255
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.8968242406845093,0.007936622016131878,0.007936577312648296,0.007936581037938595,0.007936602458357811,0.007936605252325535,0.007936617359519005,0.00793659221380949,0.007936608977615833,0.007936571724712849,0.007936605252325535,0.007936582900583744,0.007936579175293446,0.0079365698620677
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.8968242406845093,0.007936622016131878,0.007936577312648296,0.007936581037938595,0.007936602458357811,0.007936605252325535,0.007936617359519005,0.00793659221380949,0.007936608977615833,0.007936571724712849,0.007936605252325535,0.007936582900583744,0.007936579175293446,0.0079365698620677
30,"Hello, sir. Have you eaten yet?",0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285789802670479,0.014285800978541374,0.014285787008702755,0.014285806566476822,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.8142847418785095
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.008928630501031876,0.008928702212870121,0.008928768336772919,0.00892864540219307,0.008928650058805943,0.008928627707064152,0.008928627707064152,0.008928658440709114,0.008928640745580196,0.008928638882935047,0.0089286332949996,0.008928638882935047,0.008928627707064152,0.8839275240898132
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.007936583831906319,0.007936552166938782,0.007936546579003334,0.007936551235616207,0.8968246579170227,0.007936631329357624,0.007936574518680573,0.007936553098261356,0.007936548441648483,0.007936561480164528,0.007936560548841953,0.007936575450003147,0.007936556823551655,0.007936554029583931
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.003571461420506239,0.0035714562982320786,0.0035714618861675262,0.0035714649129658937,0.0035714588593691587,0.0035714649129658937,0.0035714588593691587,0.003571463283151388,0.003571457462385297,0.003571462584659457,0.9535710215568542,0.0035714595578610897,0.0035714618861675262,0.0035714576952159405
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.007936542853713036,0.007936541922390461,0.007936595939099789,0.007936565205454826,0.007936544716358185,0.007936552166938782,0.007936542853713036,0.007936551235616207,0.00793654378503561,0.007936558686196804,0.007936556823551655,0.896824836730957,0.007936552166938782,0.007936553098261356
35,"Hello, sir. Have you eaten yet?",0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285789802670479,0.014285800978541374,0.014285787008702755,0.014285806566476822,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.8142847418785095
36,"Hello, sir. Have you eaten yet?",0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285789802670479,0.014285800978541374,0.014285787008702755,0.014285806566476822,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.8142847418785095
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005102089606225491,0.005102082621306181,0.005102090537548065,0.005102110095322132,0.005102089140564203,0.005102135241031647,0.005102085880935192,0.005102097988128662,0.005102092400193214,0.005102087277919054,0.005102093797177076,0.005102086346596479,0.9336727857589722,0.005102090537548065
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0035714611876755953,0.0035714558325707912,0.003571461420506239,0.0035714644473046064,0.0035714583937078714,0.0035714658442884684,0.0035714583937078714,0.0035714630503207445,0.0035714569967240095,0.00357146211899817,0.9535710215568542,0.003571459325030446,0.003571461420506239,0.003571457462385297
39,"No, he is not here. I am taking his place.",0.023809729143977165,0.6904739737510681,0.023809663951396942,0.02380964905023575,0.023809824138879776,0.02380976639688015,0.023809652775526047,0.02380964905023575,0.02380964905023575,0.023809656500816345,0.023809652775526047,0.02380974218249321,0.02380964905023575,0.023809684440493584
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007142884656786919,0.007142901420593262,0.007142877206206322,0.00714288093149662,0.007142882794141769,0.007142884191125631,0.9071425199508667,0.007142879534512758,0.007142879068851471,0.007142881862819195,0.007142884191125631,0.007142881862819195,0.007142883259803057,0.00714287580922246
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.8968242406845093,0.007936623878777027,0.007936578243970871,0.00793658196926117,0.007936603389680386,0.00793660618364811,0.00793661829084158,0.007936593145132065,0.007936609908938408,0.007936572656035423,0.00793660618364811,0.007936583831906319,0.007936579175293446,0.007936570793390274
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.007936558686196804,0.007936575450003147,0.00793656799942255,0.007936547510325909,0.00793654564768076,0.007936547510325909,0.00793660432100296,0.007936549372971058,0.00793656799942255,0.8968245983123779,0.007936559617519379,0.007936585694551468,0.007936575450003147,0.007936562411487103
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.007142943330109119,0.007142961025238037,0.00714295357465744,0.007142928428947926,0.007142928894609213,0.007142930757254362,0.007143018301576376,0.007142938207834959,0.007142925169318914,0.007142945658415556,0.9071417450904846,0.007142947521060705,0.007142938673496246,0.007142943795770407
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.008928630501031876,0.008928702212870121,0.008928696624934673,0.00892864540219307,0.008928650058805943,0.008928627707064152,0.008928627707064152,0.008928658440709114,0.008928640745580196,0.008928638882935047,0.0089286332949996,0.008928638882935047,0.008928627707064152,0.883927583694458
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928604423999786,0.008928605355322361,0.008928601630032063,0.008928615599870682,0.008928625844419003,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928614668548107,0.008928612805902958,0.008928615599870682,0.008928605355322361,0.008928613737225533
46,Why does it have to be in private? We don't have a ton of time. ,0.017857274040579796,0.017857316881418228,0.01785746030509472,0.017857277765870094,0.017857246100902557,0.017857277765870094,0.017857268452644348,0.017857270315289497,0.017857244238257408,0.01785729080438614,0.0178573839366436,0.7678551077842712,0.017857246100902557,0.017857275903224945
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928604423999786,0.008928605355322361,0.008928601630032063,0.008928615599870682,0.008928625844419003,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928614668548107,0.008928612805902958,0.008928615599870682,0.008928605355322361,0.008928613737225533
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.00396827282384038,0.003968270029872656,0.003968271892517805,0.003968273289501667,0.003968273289501667,0.003968274686485529,0.003968271892517805,0.00396827282384038,0.00396827282384038,0.003968274686485529,0.003968279343098402,0.00396827282384038,0.003968286328017712,0.9484123587608337
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0064935325644910336,0.006493530236184597,0.006493536755442619,0.9155839681625366,0.0064935339614748955,0.006493540480732918,0.006493533030152321,0.006493540480732918,0.006493537686765194,0.006493539083749056,0.006493535358458757,0.00649354187771678,0.0064935386180877686,0.006493533030152321
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.008928610943257809,0.008928624913096428,0.008928617462515831,0.008928605355322361,0.008928602561354637,0.00892860721796751,0.8839279413223267,0.008928610011935234,0.008928603492677212,0.008928638882935047,0.00892861932516098,0.008928620256483555,0.00892862118780613,0.008928617462515831
51,Can I talk with you in private once questions are over?,0.017857300117611885,0.017857233062386513,0.7678559422492981,0.017857205122709274,0.017857227474451065,0.017857201397418976,0.017857220023870468,0.017857229337096214,0.017857220023870468,0.017857246100902557,0.01785724051296711,0.017857244238257408,0.017857246100902557,0.01785721816122532
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.007936558686196804,0.007936575450003147,0.00793656799942255,0.007936547510325909,0.00793654564768076,0.007936547510325909,0.00793660432100296,0.007936549372971058,0.00793656799942255,0.8968245983123779,0.007936559617519379,0.007936585694551468,0.007936575450003147,0.007936562411487103
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.011904796585440636,0.011904791928827763,0.011904800310730934,0.011904808692634106,0.011904792860150337,0.011904810555279255,0.01190479751676321,0.01190479751676321,0.8452376127243042,0.011904803104698658,0.011904793791472912,0.011904795654118061,0.011904827319085598,0.011904804036021233
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.008928630501031876,0.008928702212870121,0.008928694762289524,0.00892864540219307,0.008928650058805943,0.008928627707064152,0.008928627707064152,0.008928658440709114,0.008928640745580196,0.008928638882935047,0.0089286332949996,0.008928638882935047,0.008928627707064152,0.883927583694458
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0035714611876755953,0.0035714558325707912,0.003571461420506239,0.0035714644473046064,0.0035714583937078714,0.0035714644473046064,0.0035714583937078714,0.0035714630503207445,0.0035714569967240095,0.00357146211899817,0.9535710215568542,0.003571459325030446,0.003571461420506239,0.003571457462385297
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.005494553130120039,0.005494548473507166,0.005494555924087763,0.0054945629090070724,0.005494558252394199,0.005494554992765188,0.0054945508018136024,0.9285706877708435,0.005494559183716774,0.005494577810168266,0.005494554527103901,0.005494551733136177,0.005494565237313509,0.005494570825248957
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.005494553595781326,0.005494548939168453,0.00549455638974905,0.00549456337466836,0.005494558718055487,0.0054945554584264755,0.00549455126747489,0.9285706877708435,0.005494559183716774,0.005494588520377874,0.005494554992765188,0.005494551733136177,0.005494565702974796,0.005494571290910244
58,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0064935325644910336,0.006493530236184597,0.006493536755442619,0.9155839681625366,0.0064935339614748955,0.006493547465652227,0.006493533030152321,0.00649354187771678,0.006493537686765194,0.006493539083749056,0.006493535358458757,0.006493545137345791,0.0064935386180877686,0.006493533030152321
59,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.008928602561354637,0.008928606286644936,0.008928604423999786,0.008928602561354637,0.008928599767386913,0.008928600698709488,0.008928597904741764,0.008928604423999786,0.8839281797409058,0.008928598836064339,0.008928611874580383,0.008928599767386913,0.00892859697341919,0.00892859697341919
60,The plan was to use one large aid station with American medics running it. How is this way better?,0.005952422972768545,0.9226183891296387,0.00595243601128459,0.0059524294920265675,0.005952421575784683,0.00595242390409112,0.005952439736574888,0.005952438339591026,0.005952422972768545,0.005952426698058844,0.005952462553977966,0.005952431354671717,0.005952425301074982,0.005952443461865187
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00446430966258049,0.004464305937290192,0.0044643087312579155,0.00446430966258049,0.9419639706611633,0.004464313387870789,0.004464307799935341,0.004464305937290192,0.004464307334274054,0.004464312456548214,0.0044643087312579155,0.004464305471628904,0.004464322235435247,0.004464305471628904
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.007936582900583744,0.007936551235616207,0.00793654564768076,0.007936550304293633,0.8968246579170227,0.007936590351164341,0.007936573587357998,0.007936552166938782,0.007936547510325909,0.007936560548841953,0.007936559617519379,0.007936574518680573,0.00793655589222908,0.007936553098261356
63,"No, he is not here. I am taking his place.",0.023809729143977165,0.6904739141464233,0.023809663951396942,0.02380964905023575,0.023809893056750298,0.02380976639688015,0.023809652775526047,0.02380964905023575,0.02380964905023575,0.023809656500816345,0.023809652775526047,0.02380974218249321,0.02380964905023575,0.023809684440493584
64,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928605355322361,0.008928606286644936,0.008928602561354637,0.008928616531193256,0.008928628638386726,0.008928605355322361,0.008928605355322361,0.008928605355322361,0.008928615599870682,0.008928613737225533,0.008928616531193256,0.008928606286644936,0.008928614668548107
65,The plan was to use one large aid station with American medics running it. How is this way better?,0.005952422507107258,0.9226183891296387,0.0059524355456233025,0.00595242902636528,0.005952421110123396,0.0059524234384298325,0.005952439270913601,0.0059524355456233025,0.005952422507107258,0.005952426232397556,0.005952447187155485,0.005952431820333004,0.005952424835413694,0.005952446721494198
66,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.007936582900583744,0.007936551235616207,0.00793654564768076,0.007936550304293633,0.8968246579170227,0.007936586625874043,0.007936573587357998,0.007936552166938782,0.007936547510325909,0.007936560548841953,0.007936559617519379,0.007936574518680573,0.00793655589222908,0.007936553098261356
67,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0064935325644910336,0.006493530236184597,0.006493536755442619,0.9155839681625366,0.0064935339614748955,0.006493540480732918,0.006493533030152321,0.006493540480732918,0.006493537686765194,0.006493539083749056,0.006493535358458757,0.00649354187771678,0.0064935386180877686,0.006493533030152321
68,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.007936568930745125,0.00793656799942255,0.007936568930745125,0.007936562411487103,0.007936582900583744,0.007936571724712849,0.007936614565551281,0.8968244791030884,0.0079365698620677,0.00793655775487423,0.007936598733067513,0.007936600595712662,0.007936554029583931,0.00793655589222908
69,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.007142943330109119,0.007142961025238037,0.00714295357465744,0.007142928428947926,0.007142928894609213,0.007142930757254362,0.007142983376979828,0.007142938207834959,0.007142925169318914,0.007142945658415556,0.9071417450904846,0.007142947521060705,0.007142938673496246,0.007142943795770407
70,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952413659542799,0.005952412262558937,0.005952414125204086,0.9226186275482178,0.005952415522187948,0.005952432285994291,0.005952414125204086,0.0059524159878492355,0.005952418316155672,0.005952414125204086,0.005952432751655579,0.0059524159878492355,0.005952415522187948,0.005952415522187948
71,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.008928659372031689,0.00892864540219307,0.008928666822612286,0.008928654715418816,0.008928638882935047,0.00892864540219307,0.008928637020289898,0.8839275240898132,0.008928641676902771,0.008928650990128517,0.00892868172377348,0.008928642608225346,0.00892866775393486,0.008928672410547733
72,"No, he is not here. I am taking his place.",0.023809731006622314,0.6904736757278442,0.02380966581404209,0.023809650912880898,0.02381020225584507,0.0238097682595253,0.023809654638171196,0.023809650912880898,0.023809650912880898,0.023809658363461494,0.023809654638171196,0.02380974404513836,0.023809650912880898,0.023809686303138733
73,I’d rather not say.,0.023809630423784256,0.023809634149074554,0.023809658363461494,0.023809701204299927,0.023809680715203285,0.023809630423784256,0.023809650912880898,0.023809630423784256,0.6904743313789368,0.023809734731912613,0.023809630423784256,0.023809678852558136,0.023809701204299927,0.023809678852558136
74,It won't take long.,0.017857469618320465,0.01785750314593315,0.017857449129223824,0.01785741001367569,0.01785743609070778,0.7678534388542175,0.0178573876619339,0.017857402563095093,0.01785736158490181,0.017857398837804794,0.017857452854514122,0.017857465893030167,0.01785736158490181,0.017857471480965614
75,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.007936582900583744,0.007936551235616207,0.00793654564768076,0.007936550304293633,0.8968246579170227,0.007936597801744938,0.007936573587357998,0.007936552166938782,0.007936547510325909,0.007936560548841953,0.007936559617519379,0.007936574518680573,0.00793655589222908,0.007936553098261356
76,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.004464298486709595,0.9419640898704529,0.004464302211999893,0.004464298486709595,0.004464298021048307,0.004464298021048307,0.0044643166474998,0.004464300349354744,0.004464298486709595,0.004464301746338606,0.004464300815016031,0.004464300349354744,0.004464299418032169,0.004464299418032169
77,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952414590865374,0.005952413193881512,0.005952415056526661,0.922618567943573,0.005952416453510523,0.005952435079962015,0.005952415056526661,0.00595241691917181,0.005952419247478247,0.005952415056526661,0.005952435079962015,0.00595241691917181,0.005952416453510523,0.005952416453510523
78,The plan was to use one large aid station with American medics running it. How is this way better?,0.005952422507107258,0.9226183891296387,0.0059524355456233025,0.00595242902636528,0.005952421110123396,0.0059524234384298325,0.005952439270913601,0.0059524355456233025,0.005952422507107258,0.005952426232397556,0.005952437408268452,0.005952430889010429,0.005952424835413694,0.00595248444005847
79,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.002976209856569767,0.0029762154445052147,0.9613092541694641,0.0029762100894004107,0.002976207295432687,0.0029762093909084797,0.0029762128833681345,0.0029762177728116512,0.0029762128833681345,0.0029762093909084797,0.0029762100894004107,0.002976209856569767,0.002976209856569767,0.002976211253553629
80,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.008928601630032063,0.008928605355322361,0.008928603492677212,0.008928601630032063,0.008928598836064339,0.008928599767386913,0.00892859697341919,0.008928603492677212,0.8839281797409058,0.008928597904741764,0.008928610011935234,0.008928598836064339,0.008928596042096615,0.008928596042096615
81,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.00396827282384038,0.003968270029872656,0.003968271892517805,0.003968273289501667,0.003968273289501667,0.003968274686485529,0.003968271892517805,0.00396827282384038,0.00396827282384038,0.003968274686485529,0.003968279343098402,0.00396827282384038,0.003968284465372562,0.9484124779701233
