,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214258916676044,0.01021950226277113,0.010211450047791004,0.010215220972895622,0.010212075896561146,0.01022339053452015,0.9387041330337524
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.02388831041753292,0.8569567799568176,0.023866919800639153,0.023823169991374016,0.023810436949133873,0.023829445242881775,0.023824958130717278
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.011942123994231224,0.9284205436706543,0.011922714300453663,0.011932526715099812,0.011914827860891819,0.01192520558834076,0.011942065320909023
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939224787056446,0.011942461133003235,0.011937757022678852,0.011941948905587196,0.011921019293367863,0.9283587336540222,0.011958864517509937
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939232237637043,0.011942469514906406,0.011937764473259449,0.011941956356167793,0.011921022087335587,0.9283539652824402,0.011963583528995514
27,"I'd really prefer just to wait until the brief, if that is ok.",0.023828046396374702,0.023821210488677025,0.023832719773054123,0.02383139356970787,0.857049822807312,0.02381567470729351,0.02382107637822628
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01587977632880211,0.01589279994368553,0.015896905213594437,0.01591281220316887,0.9046237468719482,0.015892215073108673,0.01590171456336975
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.015879778191447258,0.01589280180633068,0.015896908938884735,0.01591411419212818,0.904622495174408,0.015892215073108673,0.015901722013950348
30,"Hello, sir. Have you eaten yet?",0.8283971548080444,0.028571756556630135,0.028571756556630135,0.028588905930519104,0.028723660856485367,0.028571760281920433,0.028574984520673752
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.017862387001514435,0.01785729080438614,0.8927507996559143,0.01787790283560753,0.017857292667031288,0.01793700084090233,0.01785729080438614
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892425552010536,0.01593797653913498,0.015909969806671143,0.9045343399047852,0.015925055369734764,0.015883050858974457,0.015917209908366203
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.007152989506721497,0.007172824814915657,0.0071486919187009335,0.9570650458335876,0.007149508688598871,0.007153157144784927,0.007157783955335617
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.015885870903730392,0.015894554555416107,0.015883581712841988,0.015919208526611328,0.01588550955057144,0.01588275283575058,0.90464848279953
35,"Hello, sir. Have you eaten yet?",0.8284041881561279,0.028571760281920433,0.028571760281920433,0.028588905930519104,0.02871665358543396,0.028571762144565582,0.02857498824596405
36,"Hello, sir. Have you eaten yet?",0.8284083008766174,0.028571760281920433,0.028571760281920433,0.028588902205228806,0.028712540864944458,0.028571762144565582,0.02857498824596405
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214259847998619,0.010219505056738853,0.010211450979113579,0.010215223766863346,0.01021207869052887,0.010223791003227234,0.938703715801239
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.007152989041060209,0.007169407792389393,0.0071486919187009335,0.9570685029029846,0.007149508688598871,0.00715315667912364,0.007157782558351755
39,"No, he is not here. I am taking his place.",0.713986873626709,0.04763645678758621,0.04761927202343941,0.04768434911966324,0.047764670103788376,0.04768679663538933,0.04762164130806923
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.914128303527832,0.014301636256277561,0.01430510450154543,0.0143033592030406,0.01434926688671112,0.014310365542769432,0.014301960356533527
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.015879778191447258,0.01589280180633068,0.015896907076239586,0.01591287925839424,0.9046237468719482,0.015892215073108673,0.0159017164260149
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.015906943008303642,0.01587696745991707,0.015921883285045624,0.015915608033537865,0.904575765132904,0.015917101874947548,0.01588573306798935
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9141566157341003,0.014300231821835041,0.014328829944133759,0.014303193427622318,0.014309396035969257,0.014314882457256317,0.014286900870501995
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.017862387001514435,0.017857292667031288,0.8927571773529053,0.01787789911031723,0.017857294529676437,0.01793067157268524,0.017857292667031288
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8926255106925964,0.017881229519844055,0.017895448952913284,0.01792163774371147,0.01789136789739132,0.01789138652384281,0.01789337582886219
46,Why does it have to be in private? We don't have a ton of time. ,0.03578527644276619,0.03579112887382507,0.03583219647407532,0.03577969968318939,0.035838350653648376,0.035776443779468536,0.7851969003677368
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8926244378089905,0.017881231382489204,0.017895454540848732,0.017922719940543175,0.017891371622681618,0.01789139024913311,0.01789337955415249
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522536396980286,0.00795481912791729,0.007976928725838661,0.007949317805469036,0.007945278659462929,0.007955682463943958,0.00796428695321083
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.012999216094613075,0.9219509363174438,0.013000497594475746,0.013013019226491451,0.013001787476241589,0.01300260704010725,0.01303195022046566
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.01790178194642067,0.017862001433968544,0.01790192723274231,0.017863769084215164,0.01792035438120365,0.8926912546157837,0.017858920618891716
51,Can I talk with you in private once questions are over?,0.035838112235069275,0.03590061888098717,0.035763200372457504,0.03581274673342705,0.7851755023002625,0.03574300929903984,0.035766810178756714
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.01590694487094879,0.015876969322562218,0.01592191308736801,0.015915609896183014,0.904575765132904,0.015917083248496056,0.0158857349306345
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382580004632473,0.023828040808439255,0.023842064663767815,0.02382281981408596,0.023906150832772255,0.023839261382818222,0.8569358587265015
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.017862387001514435,0.017857292667031288,0.8927582502365112,0.01787789724767208,0.017857294529676437,0.017929568886756897,0.017857292667031288
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.007152989506721497,0.007171468809247017,0.007148691453039646,0.9570664167404175,0.007149508688598871,0.00715315667912364,0.00715778348967433
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997919365763664,0.011033819988369942,0.010992035269737244,0.010993896052241325,0.010992581956088543,0.010997572913765907,0.9339921474456787
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997919365763664,0.01103117223829031,0.010992036201059818,0.0109938969835639,0.010992581956088543,0.010997572913765907,0.9339948296546936
58,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.01299921702593565,0.9219506978988647,0.01300049852579832,0.013013020157814026,0.013001788407564163,0.013002607971429825,0.013032134622335434
59,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.017868462949991226,0.017875483259558678,0.017869843170046806,0.017902793362736702,0.8926906585693359,0.017894942313432693,0.01789780892431736
60,The plan was to use one large aid station with American medics running it. How is this way better?,0.011930081993341446,0.011908680200576782,0.9284898638725281,0.011910765431821346,0.011915243230760098,0.011939974501729012,0.011905424296855927
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.008938483893871307,0.9463925361633301,0.008930959738790989,0.008935829624533653,0.008934009820222855,0.008931376039981842,0.008936835452914238
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892431139945984,0.01594751514494419,0.015909982845187187,0.9045246839523315,0.015925079584121704,0.015883052721619606,0.015917228534817696
63,"No, he is not here. I am taking his place.",0.7140037417411804,0.047636426985263824,0.04761926829814911,0.04768422245979309,0.047748032957315445,0.04768666625022888,0.047621630132198334
64,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.892623782157898,0.017881231382489204,0.017895452678203583,0.017923394218087196,0.017891371622681618,0.01789139024913311,0.01789337955415249
65,The plan was to use one large aid station with American medics running it. How is this way better?,0.011930081993341446,0.011908679269254208,0.9284896850585938,0.011910764500498772,0.011915242299437523,0.011940056458115578,0.011905424296855927
66,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892434865236282,0.015949368476867676,0.015909988433122635,0.9045228958129883,0.015925085172057152,0.015883054584264755,0.015917234122753143
67,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.012999217957258224,0.9219491481781006,0.013000499457120895,0.013013024814426899,0.013001788407564163,0.013002607971429825,0.013033755123615265
68,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01588079333305359,0.01589585654437542,0.9046664237976074,0.015890082344412804,0.015891097486019135,0.015885988250374794,0.015889741480350494
69,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9141560196876526,0.014300231821835041,0.014329333789646626,0.014303194358944893,0.014309396035969257,0.014314882457256317,0.014286899007856846
70,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939234100282192,0.011942471377551556,0.011937766335904598,0.011941960081458092,0.011921023949980736,0.9283526539802551,0.01196483988314867
71,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.017924850806593895,0.8925349116325378,0.017908036708831787,0.017931422218680382,0.017903447151184082,0.017906349152326584,0.01789097487926483
72,"No, he is not here. I am taking his place.",0.7139917612075806,0.04763644561171532,0.04761927202343941,0.04768431931734085,0.04775973781943321,0.047686778008937836,0.04762164130806923
73,I’d rather not say.,0.04761916771531105,0.047626934945583344,0.0476558543741703,0.7141920328140259,0.04766194522380829,0.04762428253889084,0.0476197674870491
74,It won't take long.,0.03588663786649704,0.03581247851252556,0.03579634800553322,0.785152018070221,0.03577324002981186,0.03579959273338318,0.03577969968318939
75,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892427414655685,0.015941012650728226,0.01590997353196144,0.9045312404632568,0.01592506468296051,0.015883050858974457,0.01591721549630165
76,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.008941100910305977,0.008928663097321987,0.9463658332824707,0.00892979372292757,0.00893644243478775,0.008969456888735294,0.008928726427257061
77,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939226649701595,0.011942463926970959,0.01193776074796915,0.011941952630877495,0.011921020224690437,0.9283576607704163,0.011959871277213097
78,The plan was to use one large aid station with American medics running it. How is this way better?,0.011930077336728573,0.011908679269254208,0.9284889698028564,0.011910764500498772,0.011915242299437523,0.011940810829401016,0.011905424296855927
79,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005956713575869799,0.005955016706138849,0.005964040756225586,0.005956192035228014,0.005957631394267082,0.9642530083656311,0.005957372486591339
80,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.017868462949991226,0.017875483259558678,0.017869843170046806,0.017902560532093048,0.892690896987915,0.017894942313432693,0.01789781264960766
81,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522572755813599,0.007954816333949566,0.007973355241119862,0.007949315942823887,0.007945277728140354,0.00795567873865366,0.007964281365275383
82,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892425552010536,0.01593839004635811,0.015909969806671143,0.904533863067627,0.015925057232379913,0.015883050858974457,0.015917209908366203
83,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.017901737242937088,0.017862001433968544,0.01790175959467888,0.017863770946860313,0.017923105508089066,0.8926886916160583,0.017858922481536865
84,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.9339336156845093,0.011011050082743168,0.011010427959263325,0.011003540828824043,0.010994982905685902,0.011031035333871841,0.011015333235263824
85,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.017924848943948746,0.8925352096557617,0.017908036708831787,0.017931146547198296,0.017903447151184082,0.017906347289681435,0.01789097487926483
86,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939224787056446,0.01194246206432581,0.011937757954001427,0.011941950768232346,0.011921019293367863,0.9283583760261536,0.011959160678088665
87,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.01101258397102356,0.9339219331741333,0.011004243046045303,0.011026602238416672,0.011001558043062687,0.011013907380402088,0.011019138619303703
88,I don't have any questions right now.,0.035802170634269714,0.7852815389633179,0.03580319881439209,0.03578430414199829,0.03574889153242111,0.03575308248400688,0.035826798528432846
89,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997917503118515,0.01103017944842577,0.010992036201059818,0.0109938969835639,0.010992581956088543,0.010997572913765907,0.9339958429336548
90,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.017901742830872536,0.017862003296613693,0.017901744693517685,0.017863772809505463,0.017923612147569656,0.8926882147789001,0.017858924344182014
91,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214258916676044,0.010219503194093704,0.010211450047791004,0.010215220972895622,0.01021207682788372,0.010223450139164925,0.9387040734291077
92,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382580004632473,0.023828040808439255,0.023842070251703262,0.02382282353937626,0.0239080972969532,0.02383926697075367,0.8569338917732239
93,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214258916676044,0.01021950226277113,0.010211450047791004,0.010215220972895622,0.010212075896561146,0.010223283432424068,0.9387041926383972
94,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.012999216094613075,0.9219502806663513,0.013000497594475746,0.013013018295168877,0.013001787476241589,0.013002606108784676,0.013032602146267891
95,It won't take long.,0.03588827699422836,0.035812489688396454,0.035796355456113815,0.7851503491401672,0.035773247480392456,0.035799600183963776,0.03577970713376999
96,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.02389610931277275,0.8569489121437073,0.02386694960296154,0.023823173716664314,0.023810438811779022,0.023829452693462372,0.023824965581297874
97,"No, he is not here. I am taking his place.",0.7140068411827087,0.047636423259973526,0.04761926829814911,0.047684196382761,0.047744981944561005,0.04768664017319679,0.047621630132198334
98,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.017924854531884193,0.8925337791442871,0.017908040434122086,0.017932556569576263,0.01790345087647438,0.017906351014971733,0.01789097487926483
99,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382579818367958,0.023828038945794106,0.023842064663767815,0.02382281981408596,0.023905154317617416,0.023839261382818222,0.8569368124008179
100,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214259847998619,0.01021950226277113,0.010211450979113579,0.010215221904218197,0.01021207682788372,0.01022325735539198,0.938704252243042
101,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.015879778191447258,0.01589280366897583,0.015896908938884735,0.01591363176703453,0.9046229720115662,0.015892216935753822,0.015901722013950348
102,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.020424192771315575,0.02046169526875019,0.020427105948328972,0.020497193560004234,0.877282977104187,0.020435165613889694,0.02047167345881462
103,I’d rather not say.,0.04761916771531105,0.047626934945583344,0.04765582084655762,0.7141922116279602,0.047661807388067245,0.04762428253889084,0.0476197674870491
104,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.01194592472165823,0.9284167289733887,0.011922718025743961,0.011932533234357834,0.011914829723536968,0.011925210244953632,0.011942002922296524
105,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.012999216094613075,0.9219489097595215,0.013000497594475746,0.013013020157814026,0.013001787476241589,0.01300260704010725,0.01303394977003336
106,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.011942284181714058,0.9284204840660095,0.011922714300453663,0.011932525783777237,0.011914827860891819,0.01192520558834076,0.011941961012780666
107,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141209125518799,0.014301642775535583,0.014305111020803452,0.014303366653621197,0.014356650412082672,0.014310374855995178,0.014301965944468975
108,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522549510002136,0.007954818196594715,0.007975740358233452,0.007949317805469036,0.007945278659462929,0.007955681532621384,0.007964285090565681
109,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.007152989041060209,0.007169925142079592,0.007148691453039646,0.9570679068565369,0.007149507757276297,0.0071531557478010654,0.007157782092690468
110,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.009532413445413113,0.009538350626826286,0.009535299614071846,0.009536267258226871,0.009562497027218342,0.009547105990350246,0.9427480697631836
111,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.017862387001514435,0.017857292667031288,0.8927581906318665,0.01787789724767208,0.017857294529676437,0.017929621040821075,0.017857292667031288
112,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.009532412514090538,0.009538348764181137,0.009535299614071846,0.009536266326904297,0.009563269093632698,0.009547105990350246,0.9427472949028015
113,Can you explain to me why we are setting up two individual aid stations?,0.020465409383177757,0.020408283919095993,0.020453792065382004,0.020411761477589607,0.8773698806762695,0.020481809973716736,0.020409103482961655
114,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.008939423598349094,0.9463915824890137,0.008930958807468414,0.008935832418501377,0.00893400888890028,0.008931375108659267,0.008936842903494835
115,Can you explain to me why we are setting up two individual aid stations?,0.020467093214392662,0.020408283919095993,0.02045379765331745,0.020411761477589607,0.87736976146698,0.020480172708630562,0.020409103482961655
116,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.89262455701828,0.017881229519844055,0.017895450815558434,0.017922626808285713,0.01789136976003647,0.01789138838648796,0.01789337769150734
117,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.011012588627636433,0.9339177012443542,0.011004246771335602,0.011030850932002068,0.01100156083703041,0.011013912968337536,0.011019145138561726
118,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214260779321194,0.010219534859061241,0.010211451910436153,0.01021522469818592,0.010212077759206295,0.01022451464086771,0.9387029409408569
119,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997920297086239,0.01103636808693409,0.010992036201059818,0.010993897914886475,0.010992582887411118,0.010997574776411057,0.9339895844459534
120,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939224787056446,0.011942461133003235,0.011937757022678852,0.011941948905587196,0.011921019293367863,0.9283586144447327,0.011958938091993332
121,Why does it have to be in private? We don't have a ton of time. ,0.03578527644276619,0.03579112887382507,0.03583281487226486,0.03577969968318939,0.03583773225545883,0.035776443779468536,0.7851969003677368
122,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.914131224155426,0.014301633462309837,0.01430510263890028,0.01430335734039545,0.01434636302292347,0.014310362748801708,0.014301958493888378
123,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9141491651535034,0.014300236478447914,0.014336145482957363,0.01430319994688034,0.014309404417872429,0.014314894564449787,0.014286899007856846
124,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939226649701595,0.011942463926970959,0.01193776074796915,0.011941952630877495,0.011921020224690437,0.9283576011657715,0.011959996074438095
125,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.015906967222690582,0.015876969322562218,0.015923280268907547,0.01591564156115055,0.904572069644928,0.01591932587325573,0.015885738655924797
126,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.011009576730430126,0.011031738482415676,0.011027658358216286,0.011002816259860992,0.010994075797498226,0.011009358800947666,0.9339247345924377
127,Can I talk with you in private once questions are over?,0.035838138312101364,0.035904232412576675,0.0357632115483284,0.03581276908516884,0.7851718068122864,0.03574301674962044,0.03576682507991791
128,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.017862388864159584,0.017857292667031288,0.8927462100982666,0.017877910286188126,0.017857294529676437,0.017941603437066078,0.017857292667031288
129,Why does it have to be in private? We don't have a ton of time. ,0.03578526899218559,0.035791125148534775,0.035831939429044724,0.035779692232608795,0.03583770617842674,0.03577644005417824,0.7851978540420532
130,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892423689365387,0.015937723219394684,0.015909967944025993,0.9045345187187195,0.015925053507089615,0.015883048996329308,0.015917208045721054
131,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.011009581387043,0.011033502407371998,0.011029151268303394,0.011002819985151291,0.010994077660143375,0.01100936345756054,0.9339215159416199
132,"No, he is not here. I am taking his place.",0.7140010595321655,0.04763643816113472,0.04761927202343941,0.047684263437986374,0.04775061830878258,0.047686707228422165,0.04762163385748863
133,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.011009580455720425,0.011032067239284515,0.01103067398071289,0.011002819985151291,0.0109940767288208,0.011009362526237965,0.9339214563369751
134,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.009532414376735687,0.009538350626826286,0.009535299614071846,0.009536267258226871,0.009564732201397419,0.00954710878431797,0.9427458047866821
