,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.008333582431077957,0.008336016908288002,0.9249910712242126,0.008334196172654629,0.008334100246429443,0.008334403857588768,0.008334154263138771,0.008333434350788593,0.008334334008395672,0.008334732614457607
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005556073505431414,0.005555722396820784,0.005555757787078619,0.005555818323045969,0.9499977231025696,0.005555653944611549,0.005555697716772556,0.005555850453674793,0.005555883981287479,0.005555851384997368
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.010000823065638542,0.9099927544593811,0.010000411421060562,0.010002978146076202,0.010000215843319893,0.010000311769545078,0.01000053621828556,0.010000764392316341,0.010000685229897499,0.010000512935221195
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.8999887704849243,0.011113539338111877,0.01111203245818615,0.01111147552728653,0.011111794970929623,0.011112422682344913,0.01111169345676899,0.011114096269011497,0.01111266203224659,0.011111530475318432
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005556024610996246,0.005555722862482071,0.005555758252739906,0.005555819254368544,0.9499977231025696,0.005555654410272837,0.005555698182433844,0.0055558509193360806,0.005555884446948767,0.005555851850658655
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.012501799501478672,0.012500368058681488,0.012500381097197533,0.012500401586294174,0.012500198557972908,0.012500545009970665,0.012500394135713577,0.8874919414520264,0.012503387406468391,0.012500564567744732
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.012502172030508518,0.012501673772931099,0.22607779502868652,0.012500664219260216,0.6739096641540527,0.012501005083322525,0.012500962242484093,0.012500581331551075,0.012501591816544533,0.01250388752669096
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.012500647455453873,0.012500720098614693,0.01250010821968317,0.012500050477683544,0.012500402517616749,0.012500366196036339,0.012500050477683544,0.8874968886375427,0.012500290758907795,0.012500475160777569
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9357092976570129,0.0071431840769946575,0.0071432823315262794,0.007143703754991293,0.007143746595829725,0.007143112830817699,0.007143249735236168,0.007143029943108559,0.007143425289541483,0.0071439496241509914
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9307587146759033,0.007692644838243723,0.007693805731832981,0.007693215738981962,0.007694039028137922,0.007693316321820021,0.007693599443882704,0.007692744955420494,0.007693983148783445,0.007693963125348091
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.012502145022153854,0.012501665391027927,0.31389549374580383,0.012500684708356857,0.5860924124717712,0.012501003220677376,0.01250088308006525,0.012500609271228313,0.012501580640673637,0.012503564357757568
31,I’d rather not say.,0.033333439379930496,0.03333338722586632,0.03333383798599243,0.033333517611026764,0.03333522751927376,0.03333338722586632,0.699996292591095,0.03333338722586632,0.03333338722586632,0.03333407640457153
32,It won't take long.,0.02500201389193535,0.025002427399158478,0.02500077523291111,0.025000711902976036,0.0250018909573555,0.02500237338244915,0.025002144277095795,0.7749835848808289,0.025001605972647667,0.025002460926771164
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011112247593700886,0.011111815460026264,0.011112078092992306,0.011112047359347343,0.011111265048384666,0.011111672036349773,0.011116410605609417,0.8999892473220825,0.011111724190413952,0.01111141312867403
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.008335267193615437,0.008334117941558361,0.008334247395396233,0.00833429116755724,0.00833386741578579,0.008334238082170486,0.008333838544785976,0.008334926329553127,0.008334344252943993,0.9249908924102783
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.008334387093782425,0.008334669284522533,0.008333617821335793,0.008334729820489883,0.008334516547620296,0.00833364948630333,0.008333657868206501,0.9249924421310425,0.008334093727171421,0.008334198966622353
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9307585954666138,0.007692644372582436,0.007693805266171694,0.007693215738981962,0.007694039028137922,0.007693316321820021,0.007693598512560129,0.0076927440240979195,0.007694047875702381,0.0076939743012189865
37,"I'd really prefer just to wait until the brief, if that is ok.",0.01666850969195366,0.8499887585639954,0.01666749082505703,0.016667338088154793,0.016667434945702553,0.01666928268969059,0.016666768118739128,0.016669578850269318,0.01666748709976673,0.016667338088154793
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0076925912871956825,0.007692468818277121,0.00769256055355072,0.00769263319671154,0.007692815735936165,0.007694363594055176,0.007692660205066204,0.007692406419664621,0.9307646751403809,0.007692817132920027
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9249933958053589,0.008333651348948479,0.008333766832947731,0.008333670906722546,0.00833401270210743,0.008334371261298656,0.008333971723914146,0.008334076032042503,0.008334868587553501,0.008334227837622166
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.010000457055866718,0.010001459158957005,0.010001341812312603,0.010000827722251415,0.010001208633184433,0.010000350885093212,0.01000272948294878,0.010000203736126423,0.010000869631767273,0.9099904894828796
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0076925912871956825,0.007692468818277121,0.007692560087889433,0.00769263319671154,0.007692815735936165,0.007693949155509472,0.007692660205066204,0.007692406419664621,0.9307650923728943,0.0076928166672587395
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.007694523315876722,0.007693449035286903,0.007693361025303602,0.007694263011217117,0.007693429011851549,0.007692675106227398,0.007694754749536514,0.0076936413533985615,0.9307554364204407,0.007694513536989689
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011112246662378311,0.011111815460026264,0.011112077161669731,0.011112047359347343,0.011111265048384666,0.011111672036349773,0.011114458553493023,0.8999912738800049,0.011111724190413952,0.01111141312867403
44,"No, he is not here. I am taking his place.",0.03333454951643944,0.03334229439496994,0.033333610743284225,0.0333372987806797,0.03334275633096695,0.03333402797579765,0.6999586820602417,0.03334473446011543,0.03333645686507225,0.033335600048303604
45,It won't take long.,0.0250020120292902,0.025002384558320045,0.02500077523291111,0.025000713765621185,0.0250018909573555,0.02500235289335251,0.025002121925354004,0.774983823299408,0.025001605972647667,0.025002356618642807
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.8999890089035034,0.01111331395804882,0.011112031526863575,0.011111474595963955,0.011111794039607048,0.011112420819699764,0.011111692525446415,0.01111404038965702,0.011112661100924015,0.011111529543995857
47,Why does it have to be in private? We don't have a ton of time. ,0.025003978982567787,0.025003038346767426,0.025002477690577507,0.02500017359852791,0.02500288002192974,0.7749742865562439,0.025000235065817833,0.025005578994750977,0.025001708418130875,0.025005623698234558
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.006667315494269133,0.006667712703347206,0.006667119450867176,0.9399948120117188,0.0066671185195446014,0.006667059846222401,0.006667166482657194,0.006667368113994598,0.006667212583124638,0.00666709803044796
49,"I'd really prefer just to wait until the brief, if that is ok.",0.016668513417243958,0.8499874472618103,0.01666749268770218,0.016667339950799942,0.016667434945702553,0.016669364646077156,0.016666768118739128,0.016670770943164825,0.01666748896241188,0.016667338088154793
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.006251770071685314,0.0062517388723790646,0.9437406063079834,0.0062508233822882175,0.006250766571611166,0.0062510790303349495,0.006250998005270958,0.006250523496419191,0.006250737700611353,0.006250930018723011
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011112247593700886,0.011111816391348839,0.011112078092992306,0.011112048290669918,0.011111265979707241,0.011111672967672348,0.011114492081105709,0.8999912738800049,0.011111725121736526,0.011111414059996605
52,"No, he is not here. I am taking his place.",0.03333454951643944,0.03334229439496994,0.033333610743284225,0.0333372987806797,0.03334277495741844,0.03333403170108795,0.6999589800834656,0.033344414085149765,0.03333645686507225,0.0333356037735939
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.008333583362400532,0.008336134254932404,0.9249908924102783,0.008334196172654629,0.008334101177752018,0.008334404788911343,0.008334155194461346,0.008333434350788593,0.008334334939718246,0.008334732614457607
54,"No, he is not here. I am taking his place.",0.03333454951643944,0.03334229812026024,0.033333610743284225,0.0333372987806797,0.03334274888038635,0.03333403170108795,0.6999582052230835,0.03334520384669304,0.03333646059036255,0.0333356037735939
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.8999888896942139,0.01111331582069397,0.011112031526863575,0.011111474595963955,0.011111794039607048,0.011112420819699764,0.011111692525446415,0.011114133521914482,0.011112661100924015,0.011111529543995857
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9249933958053589,0.008333651348948479,0.008333766832947731,0.008333670906722546,0.00833401270210743,0.008334371261298656,0.008333971723914146,0.008334076032042503,0.008334869518876076,0.008334227837622166
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.016668470576405525,0.016667058691382408,0.016669144853949547,0.016672858968377113,0.8499850034713745,0.01666724495589733,0.01666758954524994,0.01666681095957756,0.016667954623699188,0.016667859628796577
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.016667267307639122,0.016666749492287636,0.8499904870986938,0.016669247299432755,0.016667766496539116,0.016668396070599556,0.0166675616055727,0.016667651012539864,0.016667351126670837,0.01666758768260479
59,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0055560581386089325,0.005555721931159496,0.005555756855756044,0.005555817857384682,0.9499977231025696,0.005555653013288975,0.005555697251111269,0.005555849988013506,0.005555883515626192,0.005555850453674793
60,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005556030198931694,0.005555722396820784,0.005555757787078619,0.005555818323045969,0.9499977231025696,0.005555653944611549,0.005555697716772556,0.005555850453674793,0.005555883981287479,0.005555851384997368
61,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.008334388025105,0.00833471305668354,0.008333617821335793,0.008334803394973278,0.008334517478942871,0.00833364948630333,0.008333657868206501,0.9249923825263977,0.008334093727171421,0.008334198966622353
62,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.010000822134315968,0.9099928140640259,0.010000410489737988,0.01000297348946333,0.010000214911997318,0.010000310838222504,0.010000535286962986,0.010000763460993767,0.010000684298574924,0.01000051200389862
63,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01111224852502346,0.011111816391348839,0.011112078092992306,0.011112048290669918,0.011111265979707241,0.011111672967672348,0.011115648783743382,0.8999901413917542,0.011111725121736526,0.011111414059996605
64,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.006667315028607845,0.006667654030025005,0.006667118985205889,0.9399948716163635,0.006667118053883314,0.006667059380561113,0.006667166016995907,0.006667367182672024,0.00666721211746335,0.006667097564786673
65,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.01111203245818615,0.01111505925655365,0.01111398171633482,0.011112919077277184,0.8999798893928528,0.011112863197922707,0.011114727705717087,0.011111611500382423,0.011113145388662815,0.011113723739981651
66,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.014286537654697895,0.014286637306213379,0.8714163303375244,0.014286830089986324,0.014288040809333324,0.014286686666309834,0.014285837300121784,0.014285949058830738,0.014287146739661694,0.014289970509707928
67,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01111175399273634,0.011111400090157986,0.011112654581665993,0.01111150998622179,0.011111404746770859,0.01111356820911169,0.01111170556396246,0.8999928832054138,0.011111585423350334,0.011111526750028133
68,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.011112034320831299,0.01111504528671503,0.011113982647657394,0.011112920939922333,0.8999798893928528,0.011112864129245281,0.011114728637039661,0.011111612431704998,0.01111314631998539,0.0111137256026268
69,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9249934554100037,0.008333651348948479,0.008333766832947731,0.008333670906722546,0.00833401270210743,0.008334371261298656,0.008333971723914146,0.008334076032042503,0.00833482388406992,0.008334227837622166
70,"I'd really prefer just to wait until the brief, if that is ok.",0.01666850969195366,0.8499886393547058,0.01666749082505703,0.016667338088154793,0.016667434945702553,0.016669444739818573,0.016666768118739128,0.016669567674398422,0.01666748709976673,0.016667338088154793
71,I don't have any questions right now.,0.025003882125020027,0.025003861635923386,0.025002039968967438,0.02500019036233425,0.025001203641295433,0.0250086709856987,0.025001633912324905,0.02500825561583042,0.02501649223268032,0.7749537229537964
72,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.007692590821534395,0.007692468352615833,0.007692559622228146,0.007692632731050253,0.00769281480461359,0.0076938290148973465,0.007692659739404917,0.007692405954003334,0.9307652115821838,0.007692816201597452
73,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.012501145713031292,0.8874792456626892,0.012502810917794704,0.012502993457019329,0.01250416599214077,0.012500975281000137,0.012502250261604786,0.012500268407166004,0.012503249570727348,0.012502877041697502
74,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.012502145953476429,0.012501664459705353,0.3037354052066803,0.012500680983066559,0.59625244140625,0.012501002289354801,0.012500890530645847,0.01250060461461544,0.012501579709351063,0.012503597885370255
75,Can you explain to me why we are setting up two individual aid stations?,0.01428703498095274,0.014290565624833107,0.014288732782006264,0.014288339763879776,0.014288721606135368,0.014287667348980904,0.014287786558270454,0.014285934157669544,0.871406614780426,0.014288599602878094
76,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.009092097170650959,0.009091053158044815,0.009091706946492195,0.009092035703361034,0.009093821980059147,0.009092440828680992,0.918171763420105,0.009090963751077652,0.009092134423553944,0.009091961197555065
77,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.012502147816121578,0.012501665391027927,0.30140167474746704,0.012500680983066559,0.5985861420631409,0.012501003220677376,0.012500893324613571,0.01250060461461544,0.012501580640673637,0.012503607198596
78,"Hello, sir. Have you eaten yet?",0.0200047604739666,0.020000342279672623,0.020000342279672623,0.8199886083602905,0.020000342279672623,0.020002741366624832,0.020000342279672623,0.020001880824565887,0.020000342279672623,0.020000342279672623
79,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.954995334148407,0.005000550765544176,0.005000458564609289,0.005000467412173748,0.005000700242817402,0.0050002955831587315,0.005000145640224218,0.00500068673864007,0.005000610835850239,0.005000732373446226
80,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00833508837968111,0.008334117010235786,0.008334246464073658,0.00833428930491209,0.008333866484463215,0.008334237150847912,0.008333838544785976,0.008334925398230553,0.008334343321621418,0.9249910712242126
81,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9549950957298279,0.005000552162528038,0.005000459495931864,0.005000468343496323,0.005000753793865442,0.005000296514481306,0.005000146571546793,0.005000688135623932,0.005000757984817028,0.0050007374957203865
82,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9357088804244995,0.0071431840769946575,0.0071432823315262794,0.00714370422065258,0.007143746595829725,0.007143113296478987,0.007143249735236168,0.007143029943108559,0.00714342575520277,0.007144335191696882
83,"No, he is not here. I am taking his place.",0.03333454951643944,0.03334229812026024,0.033333610743284225,0.0333372987806797,0.03334320709109306,0.03333403170108795,0.6999585032463074,0.03334442898631096,0.03333646059036255,0.0333356037735939
84,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.006250062491744757,0.9437480568885803,0.006250537000596523,0.006250275764614344,0.006250126287341118,0.006250238977372646,0.0062501439824700356,0.00625003594905138,0.006250218953937292,0.006250301375985146
85,He is busy today,0.033336859196424484,0.03333461284637451,0.03334105759859085,0.0333334356546402,0.03333396464586258,0.03334006294608116,0.03333904594182968,0.6999714374542236,0.03333517536520958,0.03333434462547302
86,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.004167049191892147,0.004167195409536362,0.9624945521354675,0.004167604260146618,0.004166977945715189,0.004167522303760052,0.004167058505117893,0.0041669150814414024,0.004167178180068731,0.004167960956692696
87,"Hello, sir. Have you eaten yet?",0.020004818215966225,0.020000344142317772,0.020000344142317772,0.819988489151001,0.020000344142317772,0.02000274322926998,0.020000344142317772,0.020001882687211037,0.020000344142317772,0.020000344142317772
88,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01111224852502346,0.011111816391348839,0.01111207902431488,0.011112048290669918,0.011111265979707241,0.011111672967672348,0.011116178706288338,0.8999896049499512,0.011111725121736526,0.011111414059996605
89,It won't take long.,0.025002015754580498,0.025002410635352135,0.02500077523291111,0.025000711902976036,0.02500188909471035,0.025002416223287582,0.025002123787999153,0.7749837040901184,0.025001605972647667,0.025002343580126762
90,I’d rather not say.,0.033333443105220795,0.033333390951156616,0.03333383798599243,0.03333352133631706,0.033335279673337936,0.033333390951156616,0.699996292591095,0.033333390951156616,0.033333390951156616,0.03333408012986183
91,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.954995334148407,0.005000551231205463,0.0050004590302705765,0.005000467877835035,0.005000700708478689,0.005000296048820019,0.005000146105885506,0.005000687204301357,0.005000611301511526,0.005000732839107513
92,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.012501145713031292,0.8874791264533997,0.012502810917794704,0.012502995319664478,0.012504271231591702,0.012500975281000137,0.012502250261604786,0.012500268407166004,0.012503249570727348,0.012502877041697502
93,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0055560460314154625,0.005555722862482071,0.005555758252739906,0.005555819254368544,0.9499977231025696,0.005555654410272837,0.005555698182433844,0.0055558509193360806,0.005555884446948767,0.005555851850658655
94,I’d rather not say.,0.033333443105220795,0.033333390951156616,0.03333383798599243,0.03333352133631706,0.03333481401205063,0.033333390951156616,0.6999967694282532,0.033333390951156616,0.033333390951156616,0.03333405405282974
95,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0062517705373466015,0.006251730024814606,0.9437406063079834,0.006250823847949505,0.006250767037272453,0.006251079495996237,0.006250998470932245,0.006250523962080479,0.00625073816627264,0.006250930484384298
96,"No, he is not here. I am taking his place.",0.033334553241729736,0.03334230184555054,0.033333610743284225,0.03333730250597,0.03334275260567665,0.03333403170108795,0.6999574303627014,0.03334593400359154,0.03333646059036255,0.0333356074988842
97,Can I talk with you in private once questions are over?,0.02500292845070362,0.025002485141158104,0.02500530518591404,0.025000140070915222,0.025004200637340546,0.025003621354699135,0.025001512840390205,0.02500179596245289,0.02500041201710701,0.7749776244163513
98,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.00416704872623086,0.004167195409536362,0.9624942541122437,0.004167604260146618,0.004166977480053902,0.004167521838098764,0.004167058039456606,0.004166914615780115,0.004167178180068731,0.004168215207755566
99,He is busy today,0.03333684802055359,0.03333460912108421,0.03333967924118042,0.0333334356546402,0.03333395719528198,0.033339403569698334,0.033338822424411774,0.6999737024307251,0.03333516791462898,0.033334340900182724
100,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.009092096239328384,0.009091053158044815,0.00909170601516962,0.009092035703361034,0.009093198925256729,0.009092439897358418,0.9181724190711975,0.009090963751077652,0.009092133492231369,0.009091961197555065
101,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.016668470576405525,0.01666705682873726,0.016669144853949547,0.016671402379870415,0.8499864935874939,0.01666724495589733,0.01666758954524994,0.01666681095957756,0.016667954623699188,0.016667857766151428
102,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9249933362007141,0.008333651348948479,0.008333766832947731,0.00833367183804512,0.00833401270210743,0.008334372192621231,0.008333971723914146,0.008334076032042503,0.008334861136972904,0.00833422876894474
103,I don't have any questions right now.,0.02500387281179428,0.02500385232269764,0.02500203251838684,0.025000186637043953,0.025001198053359985,0.02500865049660206,0.025001628324389458,0.02500823698937893,0.02501106448471546,0.7749592661857605
104,Can you explain to me why we are setting up two individual aid stations?,0.014287034049630165,0.014290443621575832,0.014288731850683689,0.014288338832557201,0.014288720674812794,0.014287666417658329,0.01428778562694788,0.01428593322634697,0.8714067935943604,0.014288597740232944
105,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.924993097782135,0.008333651348948479,0.008333766832947731,0.00833367183804512,0.008334013633430004,0.008334372192621231,0.008333971723914146,0.008334076032042503,0.008335083723068237,0.00833422876894474
106,"I'd really prefer just to wait until the brief, if that is ok.",0.01666851155459881,0.8499888181686401,0.01666749268770218,0.016667339950799942,0.016667434945702553,0.01666928455233574,0.016666769981384277,0.01666956953704357,0.01666748896241188,0.016667338088154793
107,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011112247593700886,0.011111816391348839,0.011112078092992306,0.011112048290669918,0.011111265979707241,0.011111672967672348,0.011114639230072498,0.8999910950660706,0.011111725121736526,0.011111414059996605
