,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.01259018573909998,0.012631558813154697,0.04950019717216492,0.9127214550971985,0.012556568719446659
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382019817829,0.9105015397071838,0.022436605766415596,0.022383345291018486,0.022364679723978043
63,"No, he is not here. I am taking his place.",0.7326139211654663,0.06737583130598068,0.0666690394282341,0.06667017936706543,0.06667104363441467
64,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.025246288627386093,0.026235761120915413,0.8977736830711365,0.025562822818756104,0.02518141269683838
65,The plan was to use one large aid station with American medics running it. How is this way better?,0.4708402752876282,0.01732049696147442,0.016736900433897972,0.016762955114245415,0.47833937406539917
66,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382206082344,0.9105014204978943,0.022436607629060745,0.02238348126411438,0.022364679723978043
67,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9269179701805115,0.01822667196393013,0.01827823556959629,0.01830430142581463,0.01827283576130867
68,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.022556059062480927,0.02259144000709057,0.022486612200737,0.9098972678184509,0.022468648850917816
69,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9193824529647827,0.02011740766465664,0.020100440829992294,0.0202513225376606,0.02014835551381111
70,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9326944351196289,0.01674685999751091,0.016851767897605896,0.016769729554653168,0.016937268897891045
71,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.2892092168331146,0.025000907480716705,0.02513040043413639,0.02534809149801731,0.6353113651275635
72,"No, he is not here. I am taking his place.",0.7326115369796753,0.06737819314002991,0.0666690394282341,0.06667017936706543,0.06667104363441467
73,I’d rather not say.,0.06668701767921448,0.06720545142889023,0.7319204807281494,0.06751497089862823,0.06667208671569824
74,It won't take long.,0.052274104207754135,0.7956928014755249,0.05054521933197975,0.050998859107494354,0.05048901215195656
75,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382206082344,0.9105014204978943,0.0224365945905447,0.022383473813533783,0.022364677861332893
76,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9494808912277222,0.012900063768029213,0.012511448003351688,0.012516475282609463,0.012591113336384296
77,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9326895475387573,0.016746867448091507,0.01685176230967045,0.016769738867878914,0.016942065209150314
78,The plan was to use one large aid station with American medics running it. How is this way better?,0.47180497646331787,0.017354566603899002,0.016736887395381927,0.016762888059020042,0.4773406684398651
79,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.008439070545136929,0.9663362503051758,0.008433015085756779,0.008384348824620247,0.008407358080148697
80,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.025070736184716225,0.025056248530745506,0.02513430453836918,0.025051651522517204,0.8996870517730713
81,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194570921361446,0.011154892854392529,0.011220821179449558,0.9550576210021973,0.01137206144630909
82,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382019817829,0.91050124168396,0.022436870262026787,0.022383369505405426,0.022364677861332893
83,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8992760181427002,0.025179548189044,0.02511303499341011,0.02528567984700203,0.025145720690488815
84,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.015992913395166397,0.01545614656060934,0.015610411763191223,0.9374154210090637,0.015525097958743572
85,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.2891802489757538,0.025000907480716705,0.02513039857149124,0.025348080322146416,0.6353403329849243
86,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9326950907707214,0.01674685999751091,0.016851717606186867,0.016769729554653168,0.016936592757701874
87,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.015484475530683994,0.015477425418794155,0.9380828738212585,0.015492238104343414,0.015462963841855526
88,I don't have any questions right now.,0.05092692747712135,0.05033493414521217,0.05044052004814148,0.7979687452316284,0.05032886564731598
89,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.015510953031480312,0.015404668636620045,0.01544315367937088,0.9381736516952515,0.015467563644051552
90,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8992646336555481,0.025179624557495117,0.025113064795732498,0.02529691532254219,0.02514575608074665
91,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363843016326427,0.014332173392176628,0.9425053596496582,0.014386219903826714,0.0144124124199152
92,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.03353343904018402,0.033550526946783066,0.8657625317573547,0.03374794125556946,0.03340555354952812
93,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363834634423256,0.014332173392176628,0.9425055980682373,0.014386104419827461,0.0144122876226902
94,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9269142746925354,0.018226688727736473,0.018279176205396652,0.018306534737348557,0.018273288384079933
95,It won't take long.,0.05219843611121178,0.795769453048706,0.05054498463869095,0.05099833384156227,0.050488803535699844
96,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.03373362496495247,0.03437921777367592,0.03344576433300972,0.8651038408279419,0.03333750367164612
97,"No, he is not here. I am taking his place.",0.7326079607009888,0.06738179177045822,0.0666690394282341,0.06667017936706543,0.06667104363441467
98,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.2892668843269348,0.025000909343361855,0.025130409747362137,0.02534811571240425,0.6352537274360657
99,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.03353426232933998,0.0335519015789032,0.8657405972480774,0.03376764431595802,0.03340557962656021
100,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.01436383742839098,0.014332172460854053,0.9425061941146851,0.014386184513568878,0.014411612413823605
101,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.02231154590845108,0.02234095148742199,0.9102090001106262,0.0223835539072752,0.022754978388547897
102,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.028704307973384857,0.0285719595849514,0.02865089476108551,0.02879692055284977,0.8852759599685669
103,I’d rather not say.,0.06668701022863388,0.06720875948667526,0.7319260835647583,0.0675060898065567,0.06667208671569824
104,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.017081400379538536,0.016802391037344933,0.9322821497917175,0.01686262898147106,0.016971416771411896
105,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.926910936832428,0.018226690590381622,0.018279671669006348,0.01830928958952427,0.01827343925833702
106,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.017064200714230537,0.016802368685603142,0.932300329208374,0.016862591728568077,0.016970442607998848
107,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.918997585773468,0.02046149969100952,0.020285658538341522,0.020041165873408318,0.020214132964611053
108,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194584891200066,0.011154898442327976,0.011220840737223625,0.9550419449806213,0.011387746781110764
109,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.010110468603670597,0.010052970610558987,0.010117110796272755,0.010065208189189434,0.9596542716026306
110,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.013410262763500214,0.013393689878284931,0.9463406205177307,0.013419603928923607,0.013435805216431618
111,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.025086401030421257,0.8998274207115173,0.025012392550706863,0.025000223889946938,0.025073537603020668
112,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.013410263694822788,0.013393694534897804,0.9463406205177307,0.013419599272310734,0.013435796834528446
113,Can you explain to me why we are setting up two individual aid stations?,0.8850477337837219,0.028718790039420128,0.028707247227430344,0.028878945857286453,0.028647277504205704
114,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.012592140585184097,0.012633636593818665,0.039606768637895584,0.9226089119911194,0.01255852822214365
115,Can you explain to me why we are setting up two individual aid stations?,0.8850484490394592,0.028718801215291023,0.02870727889239788,0.02887817472219467,0.028647279366850853
116,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.025246277451515198,0.026225414127111435,0.8977841138839722,0.02556278370320797,0.025181405246257782
117,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0154845230281353,0.015477395616471767,0.9380828738212585,0.015492189675569534,0.015462970361113548
118,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363848604261875,0.014332174323499203,0.9425054788589478,0.014386216178536415,0.01441227737814188
119,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.015510032884776592,0.01540466770529747,0.015443151816725731,0.9381746053695679,0.015467552468180656
120,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9327037930488586,0.016746848821640015,0.01685158535838127,0.016769712790846825,0.016928082332015038
121,Why does it have to be in private? We don't have a ton of time. ,0.05056450515985489,0.05025240406394005,0.05027683451771736,0.7986356019973755,0.050270650535821915
122,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9189969897270203,0.02046208269894123,0.02028566040098667,0.020041165873408318,0.020214134827256203
123,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9193936586380005,0.020117294043302536,0.020100409165024757,0.02024076320230961,0.020147887989878654
124,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9327030181884766,0.016746846958994865,0.01685158535838127,0.016769710928201675,0.01692882552742958
125,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.02305746264755726,0.022759733721613884,0.022442443296313286,0.9093682765960693,0.022372139617800713
126,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380417466163635,0.015431996434926987,0.015588146634399891,0.015502425841987133,0.01543565932661295
127,Can I talk with you in private once questions are over?,0.05110674351453781,0.050049789249897,0.05016351863741875,0.794842004776001,0.05383798107504845
128,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.025086086243391037,0.8998281359672546,0.025012394413352013,0.025000225752592087,0.02507314831018448
129,Why does it have to be in private? We don't have a ton of time. ,0.05056142061948776,0.05025239288806915,0.05027683824300766,0.7986387610435486,0.050270624458789825
130,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382019817829,0.9105015397071838,0.02243654616177082,0.022383427247405052,0.02236468903720379
131,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380465745925903,0.015431991778314114,0.015583355911076069,0.015502392314374447,0.015435654670000076
132,"No, he is not here. I am taking his place.",0.732619047164917,0.06737066805362701,0.0666690394282341,0.06667017936706543,0.06667103618383408
133,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380447268486023,0.015431993640959263,0.015585181303322315,0.015502402558922768,0.015435656532645226
134,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.013410285115242004,0.013393697328865528,0.9463406205177307,0.013419623486697674,0.013435764238238335
135,He is busy today,0.06734515726566315,0.06877177208662033,0.0676937848329544,0.7288623452186584,0.06732697784900665
136,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.008439339697360992,0.966337263584137,0.008431748487055302,0.008384347893297672,0.008407346904277802
137,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01550999190658331,0.01540466770529747,0.015443151816725731,0.9381746053695679,0.01546755712479353
138,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.010111251845955849,0.010052969679236412,0.010117536410689354,0.010065209120512009,0.9596530199050903
139,I don't have any questions right now.,0.050920214504003525,0.05033488944172859,0.050440456718206406,0.7979755997657776,0.0503288172185421
140,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.015510378405451775,0.01540466770529747,0.015443152748048306,0.9381742477416992,0.015467558056116104
141,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0154857924208045,0.015478331595659256,0.9380778074264526,0.015494881197810173,0.015463174320757389
142,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380463361740112,0.015431991778314114,0.015583585016429424,0.015502385795116425,0.015435654670000076
143,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.02256299927830696,0.0225983913987875,0.022486692294478416,0.9098831415176392,0.02246873639523983
144,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.015994668006896973,0.015456147491931915,0.015610414557158947,0.9374136328697205,0.015525098890066147
145,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380428194999695,0.015431995503604412,0.015587106347084045,0.01550240721553564,0.0154356574639678
146,It won't take long.,0.052237316966056824,0.7957300543785095,0.050545111298561096,0.050998613238334656,0.0504889152944088
147,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.02870430052280426,0.02857195772230625,0.02865089848637581,0.028798259794712067,0.8852745890617371
148,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363848604261875,0.014332173392176628,0.9425061941146851,0.014386174269020557,0.01441164780408144
149,"Hello, sir. Have you eaten yet?",0.04004755988717079,0.040422242134809494,0.04000081866979599,0.04000094160437584,0.8395283818244934
150,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.013410253450274467,0.013393694534897804,0.9463406205177307,0.013419619761407375,0.013435786589980125
151,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01551035512238741,0.01540466770529747,0.015443152748048306,0.9381742477416992,0.015467554330825806
152,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.012589552439749241,0.012630889192223549,0.0527525432407856,0.9094710350036621,0.012555938214063644
153,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.025070738047361374,0.025056250393390656,0.025134451687335968,0.025051655247807503,0.8996869325637817
154,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.2891850769519806,0.025000907480716705,0.02513039857149124,0.025348082184791565,0.6353355050086975
155,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382206082344,0.9105002880096436,0.022437745705246925,0.02238348312675953,0.022364679723978043
156,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380437731742859,0.015431994572281837,0.015586129389703274,0.015502399764955044,0.0154356574639678
157,The plan was to use one large aid station with American medics running it. How is this way better?,0.47392982244491577,0.01732112094759941,0.016736820340156555,0.01676267944276333,0.4752495288848877
158,I’d rather not say.,0.06668701767921448,0.0672079473733902,0.7319175004959106,0.06751549243927002,0.06667209416627884
159,Can I talk with you in private once questions are over?,0.05110665783286095,0.05004977434873581,0.05016348138451576,0.7948883175849915,0.053791746497154236
160,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363846741616726,0.014332174323499203,0.942505955696106,0.014386186376214027,0.014411848038434982
161,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.00843962375074625,0.966335117816925,0.008433578535914421,0.008384350687265396,0.008407366462051868
162,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.025246284902095795,0.02623356319963932,0.8977758884429932,0.025562817230820656,0.02518140897154808
163,I’d rather not say.,0.06668701767921448,0.06720847636461258,0.7319186925888062,0.06751377135515213,0.06667209416627884
