,Original Input,Topic 1,Topic 2,Topic 3,Topic 4
32,It won't take long.,0.06534413248300552,0.07222504168748856,0.7990727424621582,0.06335806101560593
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.028516924008727074,0.0280071422457695,0.028044072911143303,0.9154318571090698
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.022898295894265175,0.07579652220010757,0.8788349628448486,0.022470178082585335
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.02121572569012642,0.021092170849442482,0.02145959809422493,0.9362324476242065
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.019590532407164574,0.019517190754413605,0.9415660500526428,0.019326219335198402
37,"I'd really prefer just to wait until the brief, if that is ok.",0.726239800453186,0.1885046809911728,0.04167670011520386,0.04357883706688881
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019338397309184074,0.9404053688049316,0.0207588579505682,0.01949734427034855
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.021099284291267395,0.02111143060028553,0.9362258315086365,0.02156350016593933
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.026374688372015953,0.025047244504094124,0.9217768907546997,0.026801198720932007
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019338395446538925,0.9404019713401794,0.02076229266822338,0.01949734427034855
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.9412696957588196,0.01940951496362686,0.019630346447229385,0.019690455868840218
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.02853933535516262,0.028007201850414276,0.028044160455465317,0.9154092669487
44,"No, he is not here. I am taking his place.",0.08580390363931656,0.7467705607414246,0.0840408131480217,0.08338473737239838
45,It won't take long.,0.0653441920876503,0.07220588624477386,0.7990919351577759,0.06335800886154175
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.4641198217868805,0.4772920608520508,0.02818734012544155,0.030400795862078667
47,Why does it have to be in private? We don't have a ton of time. ,0.06341774016618729,0.06306789070367813,0.8080176115036011,0.06549674272537231
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.945770263671875,0.01788242533802986,0.018717654049396515,0.017629696056246758
49,"I'd really prefer just to wait until the brief, if that is ok.",0.6428530812263489,0.27188026905059814,0.04167647287249565,0.04359019920229912
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.952492356300354,0.015729283913969994,0.01591375470161438,0.015864577144384384
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.028516434133052826,0.028007138520479202,0.028044072911143303,0.9154323935508728
52,"No, he is not here. I am taking his place.",0.08579730987548828,0.7467772960662842,0.08404073119163513,0.08338472247123718
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.9363580346107483,0.02084939554333687,0.021497758105397224,0.021294819191098213
54,"No, he is not here. I am taking his place.",0.0857844427227974,0.7467902898788452,0.08404058963060379,0.08338472992181778
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.46421006321907043,0.4772018790245056,0.028187332674860954,0.03040076233446598
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.021099282428622246,0.02111142873764038,0.9362263083457947,0.0215629693120718
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.04185545817017555,0.8741859793663025,0.04219122603535652,0.04176735132932663
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8742063045501709,0.041686370968818665,0.04242534562945366,0.041681963950395584
59,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.014082463458180428,0.014476655051112175,0.9570406675338745,0.014400189742445946
60,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.014082465320825577,0.01447574608027935,0.9570391774177551,0.014402616769075394
61,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.021215425804257393,0.021092135459184647,0.021450452506542206,0.9362419843673706
62,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.02565654367208481,0.025296300649642944,0.025189675390720367,0.9238574504852295
63,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.028515847399830818,0.028007132932543755,0.028044063597917557,0.9154329299926758
64,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.9457860589027405,0.01788248121738434,0.018701791763305664,0.01762966439127922
65,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.029815681278705597,0.02954528108239174,0.028468400239944458,0.9121705889701843
66,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.0358775369822979,0.03607763722538948,0.037524525076150894,0.8905202746391296
67,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.9131850600242615,0.028014076873660088,0.029944388195872307,0.02885648049414158
68,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.029784901067614555,0.02954467199742794,0.028468290343880653,0.9122021794319153
69,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.021099284291267395,0.02111143060028553,0.9362256526947021,0.021563682705163956
70,"I'd really prefer just to wait until the brief, if that is ok.",0.7367157340049744,0.1780291348695755,0.041676733642816544,0.04357840493321419
71,I don't have any questions right now.,0.06375651806592941,0.0651412084698677,0.8042512536048889,0.06685105711221695
72,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019338399171829224,0.9403820037841797,0.020782222971320152,0.019497351720929146
73,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.03250661492347717,0.03127238154411316,0.03189642354846001,0.9043245911598206
74,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.03143135830760002,0.03137568011879921,0.902964174747467,0.03422877565026283
75,Can you explain to me why we are setting up two individual aid stations?,0.03635004162788391,0.03573964163661003,0.03600845858454704,0.8919018507003784
76,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.02298547327518463,0.023150408640503883,0.9309658408164978,0.022898277267813683
77,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.031431376934051514,0.031375691294670105,0.9029357433319092,0.0342571847140789
78,"Hello, sir. Have you eaten yet?",0.8475376963615417,0.05004076287150383,0.050010595470666885,0.052410975098609924
79,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012614104896783829,0.012732191011309624,0.013128518126904964,0.9615252017974854
80,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0228879414498806,0.07579880207777023,0.8788431882858276,0.022470083087682724
81,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012614112347364426,0.012732207775115967,0.013140680268406868,0.9615130424499512
82,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.01843731291592121,0.9441884160041809,0.019137991592288017,0.018236272037029266
83,"No, he is not here. I am taking his place.",0.08577577024698257,0.7467990517616272,0.08404047042131424,0.08338470757007599
84,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9518029689788818,0.01565481349825859,0.016536975279450417,0.0160052552819252
85,He is busy today,0.7438327670097351,0.08410169929265976,0.08490606397390366,0.0871594101190567
86,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.9680283665657043,0.010708721354603767,0.010672880336642265,0.01058998890221119
87,"Hello, sir. Have you eaten yet?",0.8475154638290405,0.05004077032208443,0.05001060292124748,0.05243317782878876
88,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.02853315882384777,0.028007185086607933,0.028044143691658974,0.9154155254364014
89,It won't take long.,0.06534425914287567,0.07218526303768158,0.7991125583648682,0.06335795670747757
90,I’d rather not say.,0.7485895156860352,0.08346328884363174,0.08346504718065262,0.08448217064142227
91,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012614109553396702,0.012732205912470818,0.01314033754169941,0.9615132808685303
92,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.032509904354810715,0.03127238154411316,0.0318964347243309,0.9043212532997131
93,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.014082462526857853,0.014475926756858826,0.9570403695106506,0.014401214197278023
94,I’d rather not say.,0.7485891580581665,0.08346328139305115,0.08346503973007202,0.08448252081871033
95,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.9524897933006287,0.015729283913969994,0.01591622270643711,0.0158646609634161
96,"No, he is not here. I am taking his place.",0.08581038564443588,0.7467640042304993,0.08404088765382767,0.08338474482297897
97,Can I talk with you in private once questions are over?,0.06398630887269974,0.06269478052854538,0.06682728230953217,0.8064916729927063
98,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.9680288434028625,0.01070878840982914,0.010672386735677719,0.010589968413114548
99,He is busy today,0.7439244389533997,0.08410098403692245,0.08490423858165741,0.08707033842802048
100,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.022985462099313736,0.02314937673509121,0.930966854095459,0.022898273542523384
101,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.04185544699430466,0.8741867542266846,0.04219047352671623,0.04176735132932663
102,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.021099315956234932,0.021111469715833664,0.9362046122550964,0.02158464677631855
103,I don't have any questions right now.,0.06375643610954285,0.06514094769954681,0.804263710975647,0.06683888286352158
104,Can you explain to me why we are setting up two individual aid stations?,0.036343853920698166,0.03573964163661003,0.036008335649967194,0.8919081687927246
105,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.02109929919242859,0.02111145853996277,0.9362171292304993,0.021572068333625793
106,"I'd really prefer just to wait until the brief, if that is ok.",0.6925725936889648,0.2221691906452179,0.041676588356494904,0.04358159005641937
107,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.02851664274930954,0.028007138520479202,0.028044071048498154,0.9154321551322937
108,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.027937043458223343,0.028031017631292343,0.029543953016400337,0.9144880175590515
109,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.021099284291267395,0.02111143246293068,0.9362253546714783,0.02156399004161358
110,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.9457983374595642,0.01788252592086792,0.018689492717385292,0.01762964017689228
111,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.014082463458180428,0.014477032236754894,0.957040011882782,0.014400530606508255
112,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.03250787407159805,0.03127237781882286,0.031896427273750305,0.9043232798576355
113,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.02793704718351364,0.02803102135658264,0.029535898938775063,0.9144960641860962
114,"No, he is not here. I am taking his place.",0.08580727875232697,0.7467671632766724,0.08404085785150528,0.08338472992181778
115,"Hello, sir. Have you eaten yet?",0.84754878282547,0.05004076287150383,0.050010595470666885,0.05239991471171379
116,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.9524902105331421,0.015729285776615143,0.01591583713889122,0.01586468145251274
117,He is busy today,0.7438824772834778,0.08410131186246872,0.08490505069494247,0.08711115270853043
118,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.02636892721056938,0.025047240778803825,0.9218199253082275,0.02676387131214142
119,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019338393583893776,0.9404234290122986,0.020740864798426628,0.019497336819767952
120,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.028538309037685394,0.02800719439983368,0.02804415300488472,0.9154103398323059
121,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.02121543325483799,0.021092135459184647,0.021450337022542953,0.9362421035766602
122,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.01959237828850746,0.01951778493821621,0.941563606262207,0.0193262230604887
123,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.025658510625362396,0.025296306237578392,0.025189679116010666,0.9238555431365967
124,"I'd really prefer just to wait until the brief, if that is ok.",0.6741791367530823,0.24056020379066467,0.04167654737830162,0.04358411952853203
125,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.031391482800245285,0.9057889580726624,0.03132772818207741,0.03149182349443436
126,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8742077350616455,0.041686370968818665,0.04242391511797905,0.041681963950395584
127,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.906092643737793,0.0312587134540081,0.03138894960284233,0.03125966340303421
128,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.029773924499750137,0.02954448014497757,0.02846825122833252,0.9122133255004883
129,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.026378454640507698,0.025047246366739273,0.9217825531959534,0.026791753247380257
130,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.03176180645823479,0.9036628007888794,0.031695254147052765,0.03288016468286514
131,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.9680283069610596,0.01070846151560545,0.010673212818801403,0.010589978657662868
132,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.026374947279691696,0.025047246366739273,0.92179274559021,0.026785127818584442
133,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.019590768963098526,0.019517378881573677,0.9415656328201294,0.0193262230604887
134,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.028532493859529495,0.028007185086607933,0.028044139966368675,0.9154161810874939
135,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.021215423941612244,0.02109212800860405,0.021449465304613113,0.936242938041687
136,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.9412698149681091,0.01940951496362686,0.01963033713400364,0.01969034969806671
137,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.9131793975830078,0.028014080598950386,0.02995002456009388,0.028856493532657623
138,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.4640694856643677,0.47734230756759644,0.028187345713377,0.030400823801755905
139,"No, he is not here. I am taking his place.",0.08577558398246765,0.7467992305755615,0.08404047787189484,0.08338470757007599
140,I’d rather not say.,0.7485904693603516,0.08346328884363174,0.08346503973007202,0.08448117971420288
141,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03139147534966469,0.9057889580726624,0.03132772445678711,0.03149183467030525
142,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.9457842707633972,0.01788247562944889,0.018703574314713478,0.01762966811656952
143,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03139222413301468,0.9057832360267639,0.03132777661085129,0.03149675205349922
144,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.028537241742014885,0.02800719439983368,0.028044143691658974,0.9154114127159119
145,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.913163423538208,0.02801409363746643,0.02996598184108734,0.02885652892291546
146,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.874209463596344,0.04168637469410896,0.04242219030857086,0.04168196767568588
147,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.03176180273294449,0.9036624431610107,0.031695250421762466,0.03288048878312111
148,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.027937043458223343,0.028031017631292343,0.029561549425125122,0.914470374584198
149,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.4641364514827728,0.47727537155151367,0.02818734012544155,0.030400829389691353
150,I’d rather not say.,0.7485896348953247,0.08346328139305115,0.08346503973007202,0.08448208123445511
151,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.02298576943576336,0.023152129724621773,0.9309638142585754,0.022898294031620026
152,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.03176182508468628,0.9036526083946228,0.03169526904821396,0.032890304923057556
153,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.02288832515478134,0.07579544186592102,0.8788461685180664,0.022470081225037575
154,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.0358775332570076,0.036077629774808884,0.03751397877931595,0.8905308246612549
155,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.021215422078967094,0.0210921298712492,0.021448984742164612,0.9362434148788452
156,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9518221616744995,0.01565481163561344,0.01651778630912304,0.01600520685315132
157,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.021099284291267395,0.02111143060028553,0.9362263083457947,0.021562989801168442
158,He is busy today,0.7438998222351074,0.08410117775201797,0.08490470051765442,0.08709428459405899
159,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.03250661492347717,0.03127238154411316,0.03189642354846001,0.9043245911598206
160,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.01958865113556385,0.019517187029123306,0.9415679574012756,0.019326217472553253
161,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019338397309184074,0.9404157400131226,0.020748531445860863,0.01949734054505825
162,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0229855477809906,0.0231500044465065,0.9309661388397217,0.022898277267813683
163,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.02565682679414749,0.025296306237578392,0.025189679116010666,0.9238571524620056
164,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.9131849408149719,0.028014076873660088,0.02994452603161335,0.02885648049414158
165,He is busy today,0.7438161373138428,0.0841018334031105,0.08490642160177231,0.08717560768127441
166,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.022985422983765602,0.023149318993091583,0.9309670329093933,0.022898269817233086
167,"Hello, sir. Have you eaten yet?",0.8475106954574585,0.05004076659679413,0.050010599195957184,0.05243788659572601
168,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012614103965461254,0.012732189148664474,0.01312678400427103,0.9615269303321838
169,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.019459225237369537,0.01938002184033394,0.9416494965553284,0.01951122283935547
170,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012614107690751553,0.012732199393212795,0.013133800588548183,0.9615198969841003
171,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.9131788015365601,0.028014076873660088,0.02995060570538044,0.028856493532657623
172,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8742262125015259,0.041686367243528366,0.04240543767809868,0.041681960225105286
173,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.9457984566688538,0.01788252592086792,0.018689386546611786,0.01762964017689228
174,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0195925273001194,0.01951751857995987,0.9415637254714966,0.0193262230604887
175,"I'd really prefer just to wait until the brief, if that is ok.",0.6587234139442444,0.25601327419281006,0.04167650640010834,0.04358683153986931
176,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.022985564544796944,0.023150185123085976,0.9309659600257874,0.022898277267813683
177,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.4668702483177185,0.4745423197746277,0.02818700484931469,0.030400438234210014
178,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.4633999466896057,0.4780115783214569,0.028187429532408714,0.030401047319173813
179,Why does it have to be in private? We don't have a ton of time. ,0.06341751664876938,0.06306775659322739,0.8080466985702515,0.06546800583600998
180,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.4629260301589966,0.4784852862358093,0.02818748913705349,0.030401233583688736
181,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.4635186791419983,0.4778929054737091,0.02818741649389267,0.030401015654206276
182,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019338395446538925,0.9404119253158569,0.020752327516674995,0.01949734054505825
183,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.01958991400897503,0.01951700821518898,0.9415668845176697,0.019326219335198402
184,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.9524886608123779,0.015729287639260292,0.01591726392507553,0.015864768996834755
185,I don't have any questions right now.,0.06375633925199509,0.06514068692922592,0.8042763471603394,0.06682662665843964
186,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.026378106325864792,0.025047246366739273,0.9218073487281799,0.026767341420054436
187,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.01959029957652092,0.01951715163886547,0.9415663480758667,0.019326219335198402
