,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
18,"No, he is not here. I am taking his place.",0.02777920663356781,0.027777893468737602,0.027778588235378265,0.027777893468737602,0.02777836099267006,0.6944403648376465,0.02777807042002678,0.027777893468737602,0.027777984738349915,0.0277779009193182,0.027777893468737602,0.02777797356247902
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.013888916000723839,0.013888916000723839,0.013888956978917122,0.01388896256685257,0.013888934627175331,0.013888955116271973,0.013888945803046227,0.013888928107917309,0.013888929039239883,0.013889018446207047,0.8472215533256531,0.013888943009078503
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.006944657769054174,0.0069448030553758144,0.006944842636585236,0.9236083030700684,0.00694462051615119,0.006944790482521057,0.006944590248167515,0.006944696884602308,0.006944814696907997,0.006944693624973297,0.006944596767425537,0.006944636814296246
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0046296799555420876,0.0046296920627355576,0.9490732550621033,0.004629682749509811,0.004629713017493486,0.004629681818187237,0.004629696253687143,0.00462972279638052,0.004629671107977629,0.004629730246961117,0.004629719071090221,0.004629786591976881
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.908331573009491,0.008333398960530758,0.008333450183272362,0.008333510719239712,0.008333497680723667,0.008333454839885235,0.008333519101142883,0.008333703503012657,0.008333544246852398,0.008333434350788593,0.008333406411111355,0.008333524689078331
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.009259335696697235,0.009259396232664585,0.009259323589503765,0.009259381331503391,0.009259396232664585,0.009259352460503578,0.8981468677520752,0.009259398095309734,0.00925934687256813,0.009259313344955444,0.009259330108761787,0.009259521961212158
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0046296794898808,0.00462969159707427,0.9490732550621033,0.004629682283848524,0.004629712551832199,0.0046296813525259495,0.004629695788025856,0.0046297223307192326,0.004629670642316341,0.0046297297812998295,0.004629718605428934,0.004629784729331732
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.010416773147881031,0.8854132294654846,0.010417151264846325,0.010416789911687374,0.010417113080620766,0.010417135432362556,0.010416951030492783,0.010416937991976738,0.010417279787361622,0.010416900739073753,0.010416907258331776,0.010416792705655098
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.010417047888040543,0.010416846722364426,0.8854149580001831,0.0104167889803648,0.010416887700557709,0.010416779667139053,0.010416829958558083,0.010416763834655285,0.010416761972010136,0.01041683554649353,0.01041678711771965,0.010416753590106964
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.010416778735816479,0.010416767559945583,0.010416779667139053,0.010416754521429539,0.010417133569717407,0.010416798293590546,0.01041690818965435,0.01041673868894577,0.010416729375720024,0.010416743345558643,0.010416755452752113,0.8854150772094727
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005952493753284216,0.0059524718672037125,0.005952569656074047,0.005952694918960333,0.005952516105026007,0.005952494218945503,0.005952589213848114,0.0059525733813643456,0.005952486302703619,0.9345217347145081,0.005952764768153429,0.005952608771622181
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.006410351023077965,0.0064103202894330025,0.006410339847207069,0.00641038129106164,0.00641059223562479,0.0064103626646101475,0.006410387810319662,0.00641038129106164,0.006410370115190744,0.9294857382774353,0.006410394795238972,0.006410387810319662
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.01041704323142767,0.010416845791041851,0.8854149580001831,0.010416788049042225,0.010416886769235134,0.010416778735816479,0.010416829027235508,0.01041676290333271,0.010416761040687561,0.010416834615170956,0.010416786186397076,0.01041675265878439
31,I’d rather not say.,0.6944416165351868,0.027777953073382378,0.027777882292866707,0.02777816541492939,0.02777879126369953,0.02777804248034954,0.027778061106801033,0.027777869254350662,0.027777869254350662,0.027777893468737602,0.027777934446930885,0.027777953073382378
32,It won't take long.,0.02083422988653183,0.020833520218729973,0.020833898335695267,0.020833488553762436,0.7708280086517334,0.02083466574549675,0.02083386853337288,0.020833708345890045,0.020833808928728104,0.020833631977438927,0.02083365060389042,0.020833522081375122
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.009259399957954884,0.009259385988116264,0.009259356185793877,0.009259402751922607,0.009259399957954884,0.8981457352638245,0.009259543381631374,0.0092596635222435,0.009259538725018501,0.009259642101824284,0.009259460493922234,0.009259453043341637
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.006944619119167328,0.006944573950022459,0.006944615859538317,0.006944736931473017,0.9236086010932922,0.006944585125893354,0.006944661494344473,0.006944586057215929,0.006944648455828428,0.0069449846632778645,0.006944598630070686,0.00694472948089242
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.006944581866264343,0.006944556720554829,0.006944627035409212,0.0069445036351680756,0.9236096739768982,0.006944542750716209,0.006944616325199604,0.006944685243070126,0.006944528315216303,0.00694454088807106,0.006944512017071247,0.006944643799215555
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0064103505574166775,0.006410319823771715,0.006410339381545782,0.0064103808254003525,0.006410484202206135,0.00641036219894886,0.006410387344658375,0.0064103808254003525,0.006410369649529457,0.9294858574867249,0.006410394329577684,0.006410387344658375
37,"I'd really prefer just to wait until the brief, if that is ok.",0.013889702968299389,0.013889132998883724,0.013889024965465069,0.013889621943235397,0.01388955395668745,0.013889423571527004,0.013889807276427746,0.013889174908399582,0.013889105059206486,0.013889017514884472,0.013889062218368053,0.847217321395874
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.006410359404981136,0.006410339381545782,0.006410354282706976,0.0064103263430297375,0.006410366855561733,0.006410348694771528,0.006410337518900633,0.0064103202894330025,0.006410383619368076,0.9294862151145935,0.0064103323966264725,0.006410322152078152
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006944557651877403,0.0069445278495550156,0.006944558117538691,0.0069445413537323475,0.9236094355583191,0.006944581400603056,0.0069449529983103275,0.006944549735635519,0.006944550666958094,0.006944676395505667,0.00694451667368412,0.006944557651877403
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.008333494886755943,0.008333575911819935,0.9083314538002014,0.008333606645464897,0.008333427831530571,0.008333542384207249,0.008333401754498482,0.008333460427820683,0.008333641104400158,0.008333422243595123,0.008333500474691391,0.008333457633852959
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.006410358473658562,0.0064103384502232075,0.006410353817045689,0.006410325411707163,0.006410378497093916,0.006410347763448954,0.006410336587578058,0.006410319358110428,0.0064103854820132256,0.9294861555099487,0.006410331465303898,0.006410321220755577
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.006410307250916958,0.006410302594304085,0.006410336587578058,0.006410364061594009,0.0064103445038199425,0.006410321220755577,0.006410351023077965,0.006410567555576563,0.006410330068320036,0.006410353817045689,0.006410317029803991,0.929486095905304
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.009259399957954884,0.009259385988116264,0.009259356185793877,0.009259401820600033,0.009259399957954884,0.898145854473114,0.009259543381631374,0.00925966165959835,0.009259538725018501,0.009259589947760105,0.009259459562599659,0.009259453043341637
44,"No, he is not here. I am taking his place.",0.027779165655374527,0.027777891606092453,0.027778586372733116,0.027777891606092453,0.02777835726737976,0.6944404244422913,0.02777806669473648,0.027777891606092453,0.027777982875704765,0.02777789905667305,0.027777891606092453,0.02777796983718872
45,It won't take long.,0.02083422802388668,0.020833518356084824,0.020833896473050117,0.020833486691117287,0.7708280086517334,0.02083468623459339,0.02083386667072773,0.020833706483244896,0.020833807066082954,0.020833630114793777,0.02083364874124527,0.020833520218729973
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.009259335696697235,0.009259396232664585,0.009259323589503765,0.009259381331503391,0.009259396232664585,0.009259352460503578,0.8981468677520752,0.009259398095309734,0.00925934687256813,0.009259313344955444,0.009259330108761787,0.009259507060050964
47,Why does it have to be in private? We don't have a ton of time. ,0.7708272337913513,0.020833536982536316,0.020833665505051613,0.020833661779761314,0.02083447575569153,0.02083393558859825,0.02083376981317997,0.020834315568208694,0.0208340585231781,0.020833738148212433,0.020834119990468025,0.020833509042859077
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.005555663723498583,0.0055556511506438255,0.005555678624659777,0.0055556767620146275,0.0055556935258209705,0.005555679555982351,0.938886821269989,0.005555823445320129,0.005555687006562948,0.005556068848818541,0.005555779207497835,0.005555730313062668
49,"I'd really prefer just to wait until the brief, if that is ok.",0.013889702968299389,0.013889132998883724,0.013889024965465069,0.013889621943235397,0.01388955395668745,0.013889423571527004,0.013889673165977001,0.013889174908399582,0.013889105059206486,0.013889017514884472,0.013889062218368053,0.8472175002098083
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.005208409391343594,0.005208382848650217,0.005208384245634079,0.9427074790000916,0.005208385176956654,0.005208405666053295,0.00520844291895628,0.005208426155149937,0.005208380986005068,0.005208398215472698,0.005208403337746859,0.005208492744714022
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.009259399957954884,0.009259385988116264,0.009259356185793877,0.009259401820600033,0.009259399957954884,0.898145854473114,0.009259543381631374,0.0092596635222435,0.009259538725018501,0.009259581565856934,0.009259459562599659,0.009259453043341637
52,"No, he is not here. I am taking his place.",0.02777915820479393,0.027777891606092453,0.027778586372733116,0.027777891606092453,0.02777835726737976,0.6944404244422913,0.02777806669473648,0.027777891606092453,0.027777982875704765,0.02777789905667305,0.027777891606092453,0.02777796983718872
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.006944658234715462,0.006944803521037102,0.006944842636585236,0.9236083030700684,0.006944620981812477,0.0069447909481823444,0.006944590713828802,0.006944697350263596,0.006944812834262848,0.006944694090634584,0.006944597233086824,0.006944637279957533
54,"No, he is not here. I am taking his place.",0.027779273688793182,0.027777893468737602,0.027778588235378265,0.027777893468737602,0.02777836099267006,0.6944403052330017,0.02777807042002678,0.027777893468737602,0.027777984738349915,0.0277779009193182,0.027777893468737602,0.02777797356247902
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.009259335696697235,0.009259396232664585,0.009259323589503765,0.009259381331503391,0.009259396232664585,0.009259352460503578,0.8981468677520752,0.009259398095309734,0.00925934687256813,0.009259313344955444,0.009259330108761787,0.009259523823857307
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006944556720554829,0.006944526918232441,0.006944557186216116,0.006944540422409773,0.9236096739768982,0.006944579537957907,0.006944720633327961,0.006944548338651657,0.006944549735635519,0.006944674998521805,0.0069445157423615456,0.006944556720554829
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.013888915069401264,0.013888915069401264,0.013888956047594547,0.013888961635529995,0.013888933695852757,0.013888954184949398,0.013888944871723652,0.013888927176594734,0.013888928107917309,0.013889017514884472,0.8472215533256531,0.013888942077755928
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.013889017514884472,0.013888999819755554,0.013888965360820293,0.8472192883491516,0.013888997957110405,0.013889028690755367,0.013889155350625515,0.01388915441930294,0.013889136724174023,0.013889143243432045,0.01388914417475462,0.013889975845813751
59,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0046296799555420876,0.0046296920627355576,0.9490732550621033,0.004629682749509811,0.004629713017493486,0.004629681818187237,0.004629696253687143,0.00462972279638052,0.004629671107977629,0.004629730246961117,0.004629719071090221,0.004629779141396284
60,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0046296794898808,0.00462969159707427,0.9490732550621033,0.004629682283848524,0.004629712551832199,0.0046296813525259495,0.004629695788025856,0.0046297223307192326,0.004629670642316341,0.0046297297812998295,0.004629718605428934,0.004629777278751135
61,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.006944582331925631,0.006944557651877403,0.006944627501070499,0.006944504100829363,0.9236096739768982,0.006944543216377497,0.006944617256522179,0.006944677326828241,0.00694452878087759,0.0069445413537323475,0.006944512948393822,0.0069446442648768425
62,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9083313941955566,0.008333399891853333,0.008333451114594936,0.008333511650562286,0.008333498612046242,0.00833345577120781,0.008333520032465458,0.008333882316946983,0.008333545178174973,0.008333434350788593,0.00833340734243393,0.008333525620400906
63,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.009259399957954884,0.009259385988116264,0.009259356185793877,0.009259401820600033,0.009259399957954884,0.898145854473114,0.009259543381631374,0.00925966165959835,0.009259538725018501,0.009259583428502083,0.009259459562599659,0.009259453043341637
64,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.005555663723498583,0.0055556511506438255,0.005555678624659777,0.0055556767620146275,0.0055556935258209705,0.005555679555982351,0.9388870596885681,0.005555823445320129,0.005555687006562948,0.005555867217481136,0.005555779207497835,0.005555730313062668
65,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.009259686805307865,0.009259369224309921,0.009259551763534546,0.8981450796127319,0.00925945769995451,0.009259696118533611,0.00925937108695507,0.009259413927793503,0.00925956666469574,0.009259366430342197,0.009259898215532303,0.009259485639631748
66,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.011905309744179249,0.3397270143032074,0.541222095489502,0.011904980055987835,0.011905286461114883,0.01190503966063261,0.011905062012374401,0.011904975399374962,0.011904940940439701,0.01190528366714716,0.011905056424438953,0.011904974468052387
67,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.00925933662801981,0.009259392507374287,0.009259320795536041,0.009259339421987534,0.00925939530134201,0.009259500540792942,0.009259413927793503,0.8981459736824036,0.009259650483727455,0.009259405545890331,0.009259927086532116,0.009259349666535854
68,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.009259686805307865,0.009259369224309921,0.009259551763534546,0.8981450796127319,0.00925945769995451,0.009259696118533611,0.00925937108695507,0.009259413927793503,0.00925956666469574,0.009259366430342197,0.009259957820177078,0.009259485639631748
69,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006944557186216116,0.006944527383893728,0.006944557651877403,0.00694454088807106,0.9236096143722534,0.006944580003619194,0.00694476580247283,0.006944549269974232,0.006944550201296806,0.006944675929844379,0.006944516208022833,0.006944557186216116
70,"I'd really prefer just to wait until the brief, if that is ok.",0.013889703899621964,0.013889133930206299,0.013889025896787643,0.013889624737203121,0.013889554888010025,0.013889424502849579,0.013890311121940613,0.013889175839722157,0.013889106921851635,0.013889018446207047,0.013889063149690628,0.8472168445587158
71,I don't have any questions right now.,0.020834144204854965,0.02083372138440609,0.02083406038582325,0.020834054797887802,0.020834296941757202,0.020833835005760193,0.02083379402756691,0.020833820104599,0.7708263397216797,0.020833972841501236,0.0208344217389822,0.020833592861890793
72,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.006410358939319849,0.006410339381545782,0.006410354282706976,0.0064103263430297375,0.0064103687182068825,0.006410348694771528,0.006410337518900633,0.0064103202894330025,0.006410382222384214,0.9294862151145935,0.0064103323966264725,0.006410322152078152
73,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.010416771285235882,0.010416780598461628,0.010416902601718903,0.010417054407298565,0.010416747070848942,0.01041721273213625,0.010416725650429726,0.010416807606816292,0.8854145407676697,0.010416757315397263,0.010416893288493156,0.010416826233267784
74,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.010417325422167778,0.010416845791041851,0.8854146599769592,0.010416788049042225,0.010416886769235134,0.010416778735816479,0.010416829027235508,0.01041676290333271,0.010416761040687561,0.01041683554649353,0.010416786186397076,0.01041675265878439
75,Can you explain to me why we are setting up two individual aid stations?,0.011904923245310783,0.011904899962246418,0.01190504152327776,0.869045078754425,0.01190487202256918,0.011905261315405369,0.011904854327440262,0.011904892511665821,0.01190525759011507,0.011904875747859478,0.011905109509825706,0.011904900893568993
76,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0075758988969028,0.00757592124864459,0.0075758276507258415,0.007575970143079758,0.007575881201773882,0.007575871888548136,0.007575864903628826,0.007575819734483957,0.007575852330774069,0.9166653156280518,0.007575914263725281,0.007575863506644964
77,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.010417040437459946,0.010416845791041851,0.8854149580001831,0.010416788049042225,0.010416886769235134,0.010416778735816479,0.010416829027235508,0.01041676290333271,0.010416761040687561,0.010416834615170956,0.010416786186397076,0.01041675265878439
78,"Hello, sir. Have you eaten yet?",0.01666671223938465,0.8166661262512207,0.016666723415255547,0.01666671223938465,0.01666671223938465,0.01666678860783577,0.01666671223938465,0.01666671223938465,0.01666671223938465,0.01666671223938465,0.01666671223938465,0.016666723415255547
79,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.004166800063103437,0.004166751634329557,0.5811306834220886,0.004166781902313232,0.004166907165199518,0.004166760947555304,0.3772014081478119,0.004166770726442337,0.00416677026078105,0.004166800063103437,0.004166757687926292,0.004166746977716684
80,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.006944619119167328,0.006944573950022459,0.006944615859538317,0.006944736931473017,0.9236087203025818,0.006944585125893354,0.006944661494344473,0.006944586057215929,0.006944648455828428,0.006944962311536074,0.006944598630070686,0.00694472948089242
81,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.004166800528764725,0.004166752099990845,0.5811206698417664,0.00416678236797452,0.0041669076308608055,0.004166761413216591,0.37721142172813416,0.004166771192103624,0.004166770726442337,0.004166800528764725,0.00416675815358758,0.004166747443377972
82,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005952494218945503,0.005952472332865,0.005952569656074047,0.005952970124781132,0.005952516570687294,0.0059524946846067905,0.005952589679509401,0.0059525733813643456,0.005952487234026194,0.9345214366912842,0.005952765233814716,0.005952609237283468
83,"No, he is not here. I am taking his place.",0.027779150754213333,0.027777891606092453,0.027778586372733116,0.027777891606092453,0.02777835726737976,0.6944404244422913,0.02777806669473648,0.027777891606092453,0.027777982875704765,0.02777789905667305,0.027777891606092453,0.02777796983718872
84,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.00520849134773016,0.005208452697843313,0.9427067041397095,0.005208514630794525,0.005208452697843313,0.005208475049585104,0.0052085500210523605,0.005208462476730347,0.005208506714552641,0.005208517890423536,0.005208431743085384,0.005208440124988556
85,He is busy today,0.027777833864092827,0.027778109535574913,0.027777833864092827,0.027777856215834618,0.027777865529060364,0.027778297662734985,0.027778616175055504,0.6944398283958435,0.027779115363955498,0.027778051793575287,0.02777860313653946,0.02777797542512417
86,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.003472309559583664,0.0034723514690995216,0.0034723093267530203,0.003472310258075595,0.0034723866265267134,0.003472346579656005,0.0034722983837127686,0.003472312120720744,0.961804211139679,0.003472378943115473,0.0034725246950984,0.0034723076969385147
87,"Hello, sir. Have you eaten yet?",0.01666671223938465,0.8166661262512207,0.016666723415255547,0.01666671223938465,0.01666671223938465,0.01666676625609398,0.01666671223938465,0.01666671223938465,0.01666671223938465,0.01666671223938465,0.01666671223938465,0.016666723415255547
88,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.009259399957954884,0.009259385988116264,0.009259356185793877,0.009259401820600033,0.009259399957954884,0.898145854473114,0.009259543381631374,0.00925966165959835,0.009259538725018501,0.009259580634534359,0.009259459562599659,0.009259453043341637
89,It won't take long.,0.02083422988653183,0.020833520218729973,0.020833898335695267,0.020833488553762436,0.7708271741867065,0.0208355113863945,0.02083386853337288,0.020833708345890045,0.020833810791373253,0.020833631977438927,0.02083365060389042,0.020833522081375122
90,I’d rather not say.,0.6944419145584106,0.027777954936027527,0.027777884155511856,0.02777816727757454,0.027778496965765953,0.02777804434299469,0.027778062969446182,0.02777787111699581,0.02777787111699581,0.02777789533138275,0.027777936309576035,0.027777954936027527
91,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.004166800994426012,0.004166752099990845,0.5883069634437561,0.00416678236797452,0.00416690856218338,0.004166761878877878,0.3700252175331116,0.004166772123426199,0.004166771192103624,0.004166800994426012,0.00416675815358758,0.004166747909039259
92,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.010416771285235882,0.010416780598461628,0.010416902601718903,0.010417050682008266,0.010416747070848942,0.01041704323142767,0.010416725650429726,0.010416807606816292,0.885414719581604,0.010416757315397263,0.010416893288493156,0.010416826233267784
93,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0046296794898808,0.00462969159707427,0.9490732550621033,0.004629682283848524,0.004629712551832199,0.0046296813525259495,0.004629695788025856,0.0046297223307192326,0.004629670642316341,0.0046297297812998295,0.004629718605428934,0.0046297782100737095
