,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
10,The plan was to use one large aid station with American medics running it. How is this way better?,0.010423999279737473,0.010419371537864208,0.010424950160086155,0.010423428378999233,0.010420751757919788,0.010439356788992882,0.010424555279314518,0.9270235896110535
11,It won't take long.,0.7811400294303894,0.031278353184461594,0.0312664769589901,0.03126625716686249,0.03127980977296829,0.03125360980629921,0.031261540949344635,0.031253911554813385
12,Why does it have to be in private? We don't have a ton of time. ,0.03128628432750702,0.03128987178206444,0.03129559010267258,0.7809695601463318,0.03128664940595627,0.031260665506124496,0.031265925616025925,0.03134545311331749
13,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.01786092109978199,0.017861321568489075,0.017886387184262276,0.01786516234278679,0.8748697638511658,0.01789804920554161,0.017863333225250244,0.01789502426981926
14,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.011366505175828934,0.011370165273547173,0.011368815787136555,0.9204264283180237,0.01136679295450449,0.011371455155313015,0.01136492658406496,0.011364917270839214
15,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006948411464691162,0.0069460803642869,0.006951276678591967,0.951341986656189,0.006951492745429277,0.006956462282687426,0.006952173542231321,0.006952127907425165
16,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012507859617471695,0.9124544262886047,0.01250399835407734,0.012504843063652515,0.01250461209565401,0.012505955062806606,0.012509698048233986,0.01250865962356329
17,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.01562780700623989,0.01563800871372223,0.0156280267983675,0.89058518409729,0.015636488795280457,0.01562615856528282,0.015632394701242447,0.015625914558768272
18,"No, he is not here. I am taking his place.",0.7081567049026489,0.041666992008686066,0.04174863547086716,0.041666992008686066,0.0416744127869606,0.041666992008686066,0.04175231233239174,0.041666995733976364
19,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.020833484828472137,0.020840954035520554,0.8541259765625,0.02084631845355034,0.020833425223827362,0.02084033191204071,0.020840248093008995,0.02083927020430565
20,The plan was to use one large aid station with American medics running it. How is this way better?,0.010424000211060047,0.010419371537864208,0.01042495109140873,0.010423428378999233,0.010420752689242363,0.010436623357236385,0.010424556210637093,0.9270263314247131
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006948410999029875,0.006946079432964325,0.006951276212930679,0.9513417482376099,0.006951492745429277,0.006956661120057106,0.006952172610908747,0.006952127907425165
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012507879175245762,0.9124544262886047,0.01250399835407734,0.012504844926297665,0.01250461209565401,0.01250594574958086,0.012509339489042759,0.012509015388786793
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.9027034044265747,0.013900975696742535,0.013897957280278206,0.013897069729864597,0.013901010155677795,0.0139051778241992,0.013899093493819237,0.013895311392843723
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006948412396013737,0.006946081295609474,0.006951277609914541,0.9513421654701233,0.006951493676751852,0.006956268567591906,0.006952174007892609,0.0069521283730864525
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.015627805143594742,0.01563800685107708,0.01562802493572235,0.8905850052833557,0.01563664712011814,0.015626156702637672,0.015632394701242447,0.015625912696123123
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.01563476212322712,0.015627054497599602,0.015632417052984238,0.015631649643182755,0.015637386590242386,0.015639668330550194,0.015627877786755562,0.8905692100524902
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.01563272997736931,0.01562618464231491,0.015625402331352234,0.015627047047019005,0.8906067609786987,0.015629148110747337,0.015626519918441772,0.01562623493373394
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.008931069634854794,0.008932703174650669,0.9374755024909973,0.008933131583034992,0.008930395357310772,0.008931896649301052,0.008932980708777905,0.008932319469749928
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.009619149379432201,0.9326484799385071,0.009622453711926937,0.00963438767939806,0.009618224576115608,0.009619373828172684,0.009618893265724182,0.009619014337658882
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.01563475839793682,0.015627052634954453,0.01563241332769394,0.015631647780537605,0.015637367963790894,0.01563890092074871,0.015627875924110413,0.8905699849128723
31,I’d rather not say.,0.04173826053738594,0.041668426245450974,0.04169986769556999,0.04170734062790871,0.04173039272427559,0.04167121276259422,0.04168679937720299,0.7080976963043213
32,It won't take long.,0.7811400294303894,0.03127829730510712,0.0312664732336998,0.03126625716686249,0.03127983585000038,0.03125360980629921,0.031261540949344635,0.031253911554813385
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01389248576015234,0.013918430544435978,0.013896782882511616,0.013900953345000744,0.013890272006392479,0.01389156561344862,0.902717649936676,0.013891886919736862
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.01042658556252718,0.9270195960998535,0.010422333143651485,0.010427296161651611,0.010443504899740219,0.010424773208796978,0.010418307967483997,0.010417656041681767
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.010430833324790001,0.01042313314974308,0.010419804602861404,0.010425515472888947,0.9270297288894653,0.010421277955174446,0.01042128074914217,0.01042848639190197
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.009619150310754776,0.9326472878456116,0.009622454643249512,0.00963561050593853,0.009618224576115608,0.009619373828172684,0.009618893265724182,0.009619015268981457
37,"I'd really prefer just to wait until the brief, if that is ok.",0.8540944457054138,0.020844504237174988,0.02083420939743519,0.020846979692578316,0.02084185555577278,0.020839963108301163,0.02083883434534073,0.02085927315056324
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.009619731456041336,0.00961720384657383,0.009617694653570652,0.009619463235139847,0.009619786404073238,0.932668149471283,0.009616523049771786,0.00962145160883665
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010424437932670116,0.010433602146804333,0.010421804152429104,0.9270353317260742,0.010422899387776852,0.010421122424304485,0.010420795530080795,0.010420001111924648
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.912442147731781,0.012507333420217037,0.012502727098762989,0.012505436316132545,0.012509677559137344,0.01250622607767582,0.012511268258094788,0.012515217065811157
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.00961973238736391,0.00961720384657383,0.009617694653570652,0.009619463235139847,0.009619786404073238,0.9326680302619934,0.009616523049771786,0.00962159875780344
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.009617877192795277,0.009618189185857773,0.009620904922485352,0.009618557058274746,0.009617544710636139,0.00961704645305872,0.00962415523827076,0.9326657056808472
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01389248576015234,0.013918149285018444,0.013896781019866467,0.013900951482355595,0.013890271075069904,0.01389156561344862,0.9027178883552551,0.013891886919736862
44,"No, he is not here. I am taking his place.",0.7081493139266968,0.041666992008686066,0.041749436408281326,0.041666992008686066,0.0416744165122509,0.041666992008686066,0.04175885394215584,0.041666995733976364
45,It won't take long.,0.7811399698257446,0.031278397887945175,0.031266480684280396,0.031266260892152786,0.03127983212471008,0.03125361353158951,0.031261544674634933,0.031253915280103683
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.9027022123336792,0.013900977559387684,0.013897957280278206,0.013897070661187172,0.01390101108700037,0.01390634011477232,0.013899093493819237,0.013895312324166298
47,Why does it have to be in private? We don't have a ton of time. ,0.03128628805279732,0.031289879232645035,0.031295597553253174,0.7809673547744751,0.03128665313124657,0.031260669231414795,0.03126592934131622,0.031347572803497314
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.008336319588124752,0.00834287516772747,0.9416206479072571,0.008339795283973217,0.008338208310306072,0.008337303064763546,0.008345246315002441,0.008339623920619488
49,"I'd really prefer just to wait until the brief, if that is ok.",0.854095458984375,0.02084449864923954,0.02083420753479004,0.020846977829933167,0.020841853693127632,0.020839961245656013,0.02083882875740528,0.02085822820663452
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.007815656252205372,0.007814430631697178,0.007815277203917503,0.007813850417733192,0.007813969627022743,0.007813639007508755,0.9452970027923584,0.007816191762685776
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01389248576015234,0.013918308541178703,0.013896782882511616,0.013900951482355595,0.013890272006392479,0.01389156561344862,0.9027177691459656,0.013891886919736862
52,"No, he is not here. I am taking his place.",0.7081567049026489,0.041666992008686066,0.04174862056970596,0.041666992008686066,0.0416744127869606,0.041666992008686066,0.041752301156520844,0.041666995733976364
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.010424000211060047,0.010419371537864208,0.01042495109140873,0.010423428378999233,0.010420752689242363,0.010436279699206352,0.010424556210637093,0.927026629447937
54,"No, he is not here. I am taking his place.",0.7081528306007385,0.04166698828339577,0.041748661547899246,0.04166698828339577,0.0416744090616703,0.04166698828339577,0.04175611585378647,0.041666992008686066
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.9027031064033508,0.013900975696742535,0.013897956348955631,0.013897068798542023,0.01390100922435522,0.013905464671552181,0.013899091631174088,0.013895310461521149
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010424438863992691,0.01043496560305357,0.010421805083751678,0.9270339608192444,0.010422899387776852,0.01042112335562706,0.01042079646140337,0.010420001111924648
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.020833484828472137,0.02084108628332615,0.8541257381439209,0.020846374332904816,0.020833425223827362,0.020840279757976532,0.020840348675847054,0.020839236676692963
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.020834868773818016,0.02086845226585865,0.8540490865707397,0.02086503431200981,0.02084936387836933,0.020865725353360176,0.02083398960530758,0.020833510905504227
59,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006948411464691162,0.0069460803642869,0.006951276678591967,0.951341986656189,0.006951492745429277,0.0069564590230584145,0.006952173542231321,0.006952127907425165
60,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006948411464691162,0.0069460803642869,0.006951276678591967,0.9513418674468994,0.006951493676751852,0.0069565619342029095,0.006952173542231321,0.00695212883874774
61,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.010429181158542633,0.010423129424452782,0.01041980180889368,0.010425509884953499,0.9270312786102295,0.010421274229884148,0.010421277955174446,0.010428480803966522
62,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012507829815149307,0.9124554395675659,0.012503995560109615,0.012504839338362217,0.012504610233008862,0.012505936436355114,0.012508882209658623,0.01250840350985527
63,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.013892484828829765,0.013918478973209858,0.013896781019866467,0.013900951482355595,0.013890271075069904,0.01389156375080347,0.9027175903320312,0.013891885057091713
64,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.008336319588124752,0.00834287516772747,0.9416205883026123,0.008339796215295792,0.008338208310306072,0.008337303064763546,0.008345325477421284,0.008339623920619488
65,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.013908390887081623,0.013895041309297085,0.013898564502596855,0.013900014571845531,0.013904985040426254,0.013901512138545513,0.013908524066209793,0.902682900428772
66,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.01786092109978199,0.017861323431134224,0.0178863313049078,0.017865166068077087,0.8748637437820435,0.017904136329889297,0.017863336950540543,0.017895037308335304
67,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01389404945075512,0.9027493596076965,0.01389380730688572,0.013895782642066479,0.013892627321183681,0.013892102055251598,0.01389265712350607,0.013889615423977375
68,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.013909155502915382,0.013895043171942234,0.013898566365242004,0.01390001643449068,0.013904988765716553,0.013901513069868088,0.01390806119889021,0.9026827216148376
69,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010424437932670116,0.010434472002089024,0.010421804152429104,0.9270344376564026,0.010422898456454277,0.010421122424304485,0.01042079459875822,0.010420000180602074
70,"I'd really prefer just to wait until the brief, if that is ok.",0.8540945649147034,0.02084450237452984,0.02083420753479004,0.020846977829933167,0.020841853693127632,0.020839961245656013,0.02083883248269558,0.020859045907855034
71,I don't have any questions right now.,0.031295180320739746,0.031285032629966736,0.031262870877981186,0.031271807849407196,0.7810683250427246,0.031273577362298965,0.03126972168684006,0.0312734916806221
72,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.009619733318686485,0.009617204777896404,0.009617695584893227,0.009619464166462421,0.009619787335395813,0.9326680898666382,0.00961652398109436,0.009621496312320232
73,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.01565161533653736,0.01563476398587227,0.01562691479921341,0.015635032206773758,0.8904958963394165,0.015641627833247185,0.015658119693398476,0.015655994415283203
74,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.01563476212322712,0.015627054497599602,0.01563241519033909,0.015631649643182755,0.015637381002306938,0.015639010816812515,0.015627877786755562,0.8905698657035828
75,Can you explain to me why we are setting up two individual aid stations?,0.8748791217803955,0.017866523936390877,0.01785821095108986,0.017863743007183075,0.017887799069285393,0.01787308230996132,0.01789088360965252,0.01788068190217018
76,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.011366504244506359,0.011370165273547173,0.01136881485581398,0.9204264283180237,0.011366792023181915,0.011371416039764881,0.011364925652742386,0.01136491633951664
77,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.01563476212322712,0.015627054497599602,0.015632417052984238,0.015631649643182755,0.015637334436178207,0.015639424324035645,0.015627877786755562,0.8905695080757141
78,"Hello, sir. Have you eaten yet?",0.02500023879110813,0.02500023879110813,0.02500023879110813,0.02500559389591217,0.8249790668487549,0.02500023879110813,0.02500023879110813,0.025014152750372887
79,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.006261111237108707,0.006257148925215006,0.006257173139601946,0.00625781761482358,0.956198513507843,0.006257730536162853,0.006254063453525305,0.006256461143493652
80,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.010426584631204605,0.9270199537277222,0.010422331281006336,0.010427294299006462,0.010443051345646381,0.010424771346151829,0.010418307036161423,0.010417655110359192
81,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.00626104511320591,0.006257147062569857,0.006257171742618084,0.006257816217839718,0.956198513507843,0.006257728673517704,0.0062540615908801556,0.006256459280848503
82,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.008931070566177368,0.008932705968618393,0.9374755024909973,0.008933109231293201,0.008930396288633347,0.00893190037459135,0.008933003060519695,0.008932339027523994
83,"No, he is not here. I am taking his place.",0.7081567645072937,0.041666995733976364,0.04174862429499626,0.041666995733976364,0.0416744165122509,0.041666995733976364,0.04175223037600517,0.04166699945926666
84,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.007815346121788025,0.00781532097607851,0.007813874632120132,0.00781405158340931,0.00781416054815054,0.9452933669090271,0.007816338911652565,0.00781750213354826
85,He is busy today,0.04170241951942444,0.7081943154335022,0.0416993573307991,0.041693251579999924,0.041671209037303925,0.04169144853949547,0.0416811965405941,0.041666802018880844
86,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005210632458329201,0.005210744217038155,0.005214533768594265,0.005210926290601492,0.005210004281252623,0.0052117169834673405,0.9635186195373535,0.005212862975895405
87,"Hello, sir. Have you eaten yet?",0.02500024065375328,0.02500024065375328,0.02500024065375328,0.02500559575855732,0.8249784111976624,0.02500024065375328,0.02500024065375328,0.025014828890562057
88,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.013892484828829765,0.013918519951403141,0.013896781019866467,0.013900951482355595,0.013890271075069904,0.01389156375080347,0.9027175903320312,0.013891885057091713
89,It won't take long.,0.7811397910118103,0.031278345733881,0.03126649186015129,0.031266260892152786,0.031280044466257095,0.03125361353158951,0.031261544674634933,0.031253915280103683
90,I’d rather not say.,0.04173336178064346,0.041668422520160675,0.041699815541505814,0.04170726612210274,0.041726309806108475,0.041671205312013626,0.0416867658495903,0.7081068158149719
91,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.006261399481445551,0.006257147993892431,0.006257172673940659,0.0062578171491622925,0.9561982154846191,0.006257730070501566,0.0062540629878640175,0.006256460677832365
92,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.01565161719918251,0.01563476212322712,0.01562691107392311,0.01563503034412861,0.8904940485954285,0.015641627833247185,0.0156599972397089,0.015655996277928352
93,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006948411464691162,0.0069460803642869,0.006951276678591967,0.9513421654701233,0.006951492745429277,0.006956258788704872,0.006952173542231321,0.006952127907425165
94,I’d rather not say.,0.04173307865858078,0.04166841879487038,0.041699811816215515,0.04170726239681244,0.041726335883140564,0.04167120158672333,0.0416867621243,0.7081071138381958
95,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.007815632969141006,0.007814430631697178,0.007815277203917503,0.007813850417733192,0.007813969627022743,0.007813639007508755,0.9452970623970032,0.007816179655492306
96,"No, he is not here. I am taking his place.",0.7081567049026489,0.041666992008686066,0.04174862056970596,0.041666992008686066,0.0416744127869606,0.041666992008686066,0.041752297431230545,0.041666995733976364
97,Can I talk with you in private once questions are over?,0.0312916561961174,0.03126075118780136,0.03128860518336296,0.03126521036028862,0.03130856156349182,0.03126038238406181,0.03129322826862335,0.781031608581543
98,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005210632458329201,0.005210744217038155,0.005214851815253496,0.005210925824940205,0.005210003815591335,0.005211716517806053,0.9635182023048401,0.005212862975895405
99,He is busy today,0.04170245677232742,0.7081947326660156,0.041698943823575974,0.04169324040412903,0.041671209037303925,0.04169143736362457,0.0416811965405941,0.041666802018880844
100,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.011366505175828934,0.011370165273547173,0.011368815787136555,0.9204264879226685,0.01136679295450449,0.011371410451829433,0.01136492658406496,0.011364917270839214
101,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.020833484828472137,0.02084089070558548,0.8541278839111328,0.020844802260398865,0.020833425223827362,0.020840179175138474,0.02084008790552616,0.020839214324951172
102,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010424437001347542,0.010433499701321125,0.01042180322110653,0.9270354509353638,0.010422898456454277,0.01042112149298191,0.01042079459875822,0.010420000180602074
103,I don't have any questions right now.,0.03129684180021286,0.031284984201192856,0.03126287832856178,0.03127181902527809,0.7810666561126709,0.03127358853816986,0.03126973286271095,0.0312734991312027
104,Can you explain to me why we are setting up two individual aid stations?,0.8748766779899597,0.017866525799036026,0.01785820908844471,0.017863744869828224,0.01788780465722084,0.017873084172606468,0.017893264070153236,0.01788068562746048
105,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010424436070024967,0.010433508083224297,0.010421802289783955,0.927035391330719,0.010422897525131702,0.010421120561659336,0.010420793667435646,0.010419999249279499
106,"I'd really prefer just to wait until the brief, if that is ok.",0.8540931344032288,0.020844504237174988,0.02083420753479004,0.020846983417868614,0.02084185741841793,0.020839961245656013,0.02083883248269558,0.02086053043603897
107,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01389248576015234,0.013923772610723972,0.013896782882511616,0.013900955207645893,0.013890271075069904,0.01389156561344862,0.9027122855186462,0.013891885057091713
108,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.013896230608224869,0.013904954306781292,0.01389481034129858,0.013904913328588009,0.9027091860771179,0.013904229737818241,0.013895438984036446,0.01389023382216692
109,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010424437001347542,0.010433468036353588,0.01042180322110653,0.9270354509353638,0.010422898456454277,0.01042112149298191,0.01042079459875822,0.010420000180602074
110,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.008336319588124752,0.008342876099050045,0.9416205286979675,0.008339796215295792,0.008338209241628647,0.008337303064763546,0.008345391601324081,0.008339625783264637
111,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006948413327336311,0.006946081295609474,0.006951278541237116,0.9513410329818726,0.006951494608074427,0.006957374047487974,0.006952174939215183,0.006952129304409027
112,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.01565162092447281,0.01563476398587227,0.01562691293656826,0.015635034069418907,0.8904926180839539,0.015641631558537483,0.01566139981150627,0.01565600000321865
113,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.013896232470870018,0.013905992731451988,0.01389481034129858,0.01390492171049118,0.9027063250541687,0.013905979692935944,0.013895440846681595,0.01389023195952177
114,"No, he is not here. I am taking his place.",0.7081498503684998,0.041666992008686066,0.04175613448023796,0.041666992008686066,0.0416744165122509,0.041666992008686066,0.041751645505428314,0.041666995733976364
115,"Hello, sir. Have you eaten yet?",0.02500023879110813,0.02500023879110813,0.02500023879110813,0.02500559389591217,0.8249790668487549,0.02500023879110813,0.02500023879110813,0.025014106184244156
116,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.007815618067979813,0.007814430631697178,0.007815276272594929,0.007813850417733192,0.007813969627022743,0.007813639007508755,0.9452970623970032,0.00781619269400835
117,He is busy today,0.04170319065451622,0.7081937789916992,0.04169909656047821,0.04169326275587082,0.041671209037303925,0.04169144853949547,0.0416812002658844,0.041666802018880844
118,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.912442147731781,0.012507333420217037,0.012502727098762989,0.012505436316132545,0.012509677559137344,0.01250622607767582,0.012511268258094788,0.012515181675553322
119,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.009619733318686485,0.009617204777896404,0.009617695584893227,0.009619464166462421,0.009619788266718388,0.9326679706573486,0.00961652398109436,0.009621656499803066
120,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01389248576015234,0.013923944905400276,0.013896782882511616,0.013900955207645893,0.013890271075069904,0.01389156561344862,0.9027120471000671,0.013891885057091713
121,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.010430198162794113,0.010423132218420506,0.010419804602861404,0.010425513610243797,0.9270303249359131,0.010421277023851871,0.01042128074914217,0.010428485460579395
122,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.009619150310754776,0.9326484799385071,0.009622454643249512,0.009634396992623806,0.009618224576115608,0.009619374759495258,0.009618894197046757,0.009619014337658882
123,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.01250784657895565,0.9124550819396973,0.012503995560109615,0.01250484213232994,0.012504611164331436,0.012505942024290562,0.012508983723819256,0.012508686631917953
124,"I'd really prefer just to wait until the brief, if that is ok.",0.8540943264961243,0.02084450237452984,0.02083420753479004,0.020846979692578316,0.020841853693127632,0.020839961245656013,0.02083883248269558,0.02085932157933712
125,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015632160007953644,0.01562618464231491,0.015625402331352234,0.015627045184373856,0.8906073570251465,0.01562911458313465,0.015626519918441772,0.01562623307108879
