,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
21,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275582619011402,0.9535725116729736,0.00928783044219017,0.009271512739360332,0.009308933280408382,0.009283597581088543
22,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9165400862693787,0.01668214239180088,0.016691889613866806,0.016701461747288704,0.016693584620952606,0.016690822318196297
23,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558260053396225,0.018530230969190598,0.9072147607803345,0.018562907353043556,0.01855410449206829,0.018579808995127678
24,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275581687688828,0.95357346534729,0.009287829510867596,0.009271512739360332,0.009308010339736938,0.009283596649765968
25,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.020839489996433258,0.020848577842116356,0.02083439938724041,0.8957006335258484,0.02086918242275715,0.020907742902636528
26,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946472883224487,0.020947925746440887,0.02086140401661396,0.020848579704761505,0.8953902721405029,0.021005315706133842
27,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.020839150995016098,0.020841753110289574,0.8957974314689636,0.020840222015976906,0.02084706909954548,0.02083434723317623
28,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9401900768280029,0.011967363767325878,0.011924241669476032,0.011968794278800488,0.011996434070169926,0.011953110806643963
29,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012847009114921093,0.012861201539635658,0.012867775745689869,0.012912241742014885,0.6334812641143799,0.3150304853916168
30,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946480333805084,0.020947933197021484,0.02086140587925911,0.020848581567406654,0.8953878879547119,0.02100769244134426
31,I’d rather not say.,0.7210392355918884,0.055980145931243896,0.05555650591850281,0.05578530579805374,0.05570027604699135,0.05593852326273918
32,It won't take long.,0.04184494912624359,0.041677795350551605,0.04178221523761749,0.49229854345321655,0.04201081395149231,0.34038567543029785
33,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542734906077385,0.018532704561948776,0.01853969134390354,0.9071585536003113,0.018531329929828644,0.0186949260532856
34,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.014003274030983448,0.013900619000196457,0.01402193307876587,0.9300170540809631,0.014063211157917976,0.013993890024721622
35,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.013930372893810272,0.01393894013017416,0.013949685730040073,0.01395640429109335,0.9302665591239929,0.013958034105598927
36,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846608646214008,0.012861487455666065,0.012866552919149399,0.01291207317262888,0.7235387563705444,0.22497448325157166
37,"I'd really prefer just to wait until the brief, if that is ok.",0.02828851155936718,0.027825653553009033,0.8602389693260193,0.027851007878780365,0.027998697012662888,0.02779720164835453
38,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.012825439684092999,0.01283188909292221,0.01282673329114914,0.01283421739935875,0.9358348250389099,0.012846900150179863
39,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925978913903236,0.013910776004195213,0.013921042904257774,0.01399581041187048,0.9302892088890076,0.013957182876765728
40,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.016763558611273766,0.9164513945579529,0.01669418066740036,0.016705606132745743,0.0167024377733469,0.016682812944054604
41,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.012825440615415573,0.012831890024244785,0.012826734222471714,0.012834219262003899,0.9358347654342651,0.012846983037889004
42,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0129047567024827,0.012955577112734318,0.012842315249145031,0.9355580806732178,0.012880885042250156,0.012858415022492409
43,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542734906077385,0.018532704561948776,0.01853969134390354,0.9071586728096008,0.018531329929828644,0.01869482547044754
44,"No, he is not here. I am taking his place.",0.05585242807865143,0.055556003004312515,0.05557811260223389,0.05568625032901764,0.05557925999164581,0.7217479348182678
45,It won't take long.,0.0418449304997921,0.04167779162526131,0.0417822003364563,0.4922299385070801,0.04201079159975052,0.3404543399810791
46,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558235839009285,0.018530230969190598,0.9072147607803345,0.018562909215688705,0.018554115667939186,0.018579768016934395
47,Why does it have to be in private? We don't have a ton of time. ,0.041720710694789886,0.04174679145216942,0.7900324463844299,0.04198521003127098,0.042227063328027725,0.04228777065873146
48,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.01116495206952095,0.011135074310004711,0.01112825982272625,0.011179251596331596,0.011154144071042538,0.9442383050918579
49,"I'd really prefer just to wait until the brief, if that is ok.",0.028287557885050774,0.027825653553009033,0.8602399230003357,0.027851007878780365,0.02799869328737259,0.02779719978570938
50,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0104353167116642,0.0104522705078125,0.01044559944421053,0.9477980136871338,0.010439594276249409,0.010429210029542446
51,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542734906077385,0.018532704561948776,0.01853969134390354,0.9071593284606934,0.018531329929828644,0.0186941958963871
52,"No, he is not here. I am taking his place.",0.05585017800331116,0.055556006729602814,0.05557810887694359,0.05568622797727585,0.055579256266355515,0.7217501997947693
53,The plan was to use one large aid station with American medics running it. How is this way better?,0.9303740859031677,0.014005850069224834,0.01391638908535242,0.013906089588999748,0.013898811303079128,0.013898743316531181
54,"No, he is not here. I am taking his place.",0.05586531385779381,0.055556003004312515,0.05557812750339508,0.05568636953830719,0.05557927489280701,0.721734881401062
55,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558243289589882,0.018530230969190598,0.9072146415710449,0.018562952056527138,0.01855413429439068,0.018579838797450066
56,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925977051258087,0.013910775072872639,0.013921041041612625,0.013994714245200157,0.9302903413772583,0.01395717915147543
57,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.027812937274575233,0.8605099320411682,0.027780681848526,0.028001753613352776,0.02788582257926464,0.028008928522467613
58,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779966592788696,0.027779553085565567,0.8609842658042908,0.027800962328910828,0.02780129760503769,0.027853963896632195
59,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275582619011402,0.9535736441612244,0.009287829510867596,0.009271513670682907,0.009307816624641418,0.009283596649765968
60,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275581687688828,0.9535733461380005,0.009287829510867596,0.009271512739360332,0.009308159351348877,0.009283596649765968
61,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.013930372893810272,0.013938937336206436,0.013949683867394924,0.013956169597804546,0.9302669763565063,0.013957844115793705
62,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9165400862693787,0.01668214239180088,0.016691891476511955,0.016701482236385345,0.016693580895662308,0.016690824180841446
63,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542734906077385,0.018532702699303627,0.01853969134390354,0.9071602821350098,0.018531329929828644,0.018693262711167336
64,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.011165663599967957,0.011135079897940159,0.011128262616693974,0.011180794797837734,0.011154280975461006,0.9442359209060669
65,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.018720394000411034,0.6401695013046265,0.018703293055295944,0.285190612077713,0.01860566809773445,0.01861049234867096
66,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.02389829233288765,0.023839011788368225,0.023810602724552155,0.023813799023628235,0.8807076215744019,0.02393069863319397
67,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.01852588541805744,0.01858261041343212,0.018551452085375786,0.018542258068919182,0.9072760939598083
68,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.018721675500273705,0.6032124757766724,0.018699245527386665,0.3221531808376312,0.018604235723614693,0.01860922761261463
69,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925982639193535,0.013910778798162937,0.013921045698225498,0.013999099843204021,0.9302859306335449,0.013957188464701176
70,"I'd really prefer just to wait until the brief, if that is ok.",0.02828327938914299,0.027825651690363884,0.8602442145347595,0.027851002290844917,0.027998680248856544,0.02779719978570938
71,I don't have any questions right now.,0.04170459881424904,0.04184076935052872,0.04173531010746956,0.04187028482556343,0.7909799814224243,0.04186907038092613
72,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.012825440615415573,0.012831890024244785,0.012826734222471714,0.012834219262003899,0.935834527015686,0.012847177684307098
73,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8949972987174988,0.021056124940514565,0.021138103678822517,0.021056175231933594,0.02084144949913025,0.02091089077293873
74,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.02094646915793419,0.020947923883795738,0.02086140401661396,0.020848579704761505,0.8953903317451477,0.021005254238843918
75,Can you explain to me why we are setting up two individual aid stations?,0.024167828261852264,0.024090182036161423,0.0239490307867527,0.8800143599510193,0.023819124326109886,0.02395947277545929
76,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.015158469788730145,0.015170901082456112,0.015203910879790783,0.015338808298110962,0.9239145517349243,0.015213378705084324
77,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946528762578964,0.020947983488440514,0.020861417055130005,0.020848587155342102,0.8953748941421509,0.021020591259002686
78,"Hello, sir. Have you eaten yet?",0.03335076570510864,0.033333733677864075,0.03333376348018646,0.03334686532616615,0.03333371505141258,0.8333011269569397
79,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.00839544739574194,0.008344076573848724,0.008362307213246822,0.008367419242858887,0.9581737518310547,0.00835704617202282
80,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.014003265649080276,0.013900619000196457,0.0140219209715724,0.930020809173584,0.01405953150242567,0.013993882574141026
81,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.008394718170166016,0.008344076573848724,0.008362305350601673,0.008367417380213737,0.9581744074821472,0.008357045240700245
82,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9401814341545105,0.011967387981712818,0.01192424539476633,0.011968816630542278,0.012005007825791836,0.011953122913837433
83,"No, he is not here. I am taking his place.",0.05585400387644768,0.055556006729602814,0.055578116327524185,0.05568628013134003,0.05557926371693611,0.7217463254928589
84,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9478587508201599,0.010458368808031082,0.010424608364701271,0.010422028601169586,0.010417449288070202,0.01041879691183567
85,He is busy today,0.05556182563304901,0.05555573105812073,0.05577070266008377,0.05565071851015091,0.05556247755885124,0.7218985557556152
86,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.006973091512918472,0.9651837944984436,0.0069513581693172455,0.006965890061110258,0.006958585698157549,0.006967300549149513
87,"Hello, sir. Have you eaten yet?",0.03335076943039894,0.03333373740315437,0.03333376720547676,0.03334686905145645,0.03333371877670288,0.8333011269569397
88,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542736768722534,0.018532706424593925,0.01853969320654869,0.9071589112281799,0.018531331792473793,0.0186946839094162
89,It won't take long.,0.041844937950372696,0.041677795350551605,0.041782207787036896,0.49225708842277527,0.042010802775621414,0.3404271900653839
90,I’d rather not say.,0.721038818359375,0.05597170814871788,0.05555650219321251,0.05578532814979553,0.05570027977228165,0.05594736337661743
91,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.008393296971917152,0.008344076573848724,0.008362305350601673,0.008367417380213737,0.9581758379936218,0.008357045240700245
92,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8950139880180359,0.021056042984128,0.021121559664607048,0.021056098863482475,0.02084144577383995,0.020910872146487236
93,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275581687688828,0.9535733461380005,0.009287829510867596,0.009271512739360332,0.009308145381510258,0.009283596649765968
94,I’d rather not say.,0.7210261821746826,0.055966053158044815,0.05555650219321251,0.05578548461198807,0.05570036545395851,0.05596538260579109
95,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0104353167116642,0.010452919639647007,0.01044559944421053,0.9477973580360413,0.01043959241360426,0.010429210029542446
96,"No, he is not here. I am taking his place.",0.055859822779893875,0.055556006729602814,0.05557812377810478,0.05568631738424301,0.05557927116751671,0.7217404246330261
97,Can I talk with you in private once questions are over?,0.04174255579710007,0.04193658009171486,0.041926220059394836,0.04194534197449684,0.790632426738739,0.041816867887973785
98,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.006974474992603064,0.965182363986969,0.0069513581693172455,0.0069658695720136166,0.0069585866294801235,0.006967315450310707
99,He is busy today,0.05556182563304901,0.05555573105812073,0.05577124282717705,0.0556507334113121,0.05556247755885124,0.7218980193138123
100,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.015158470720052719,0.015170905739068985,0.015203922986984253,0.015352853573858738,0.9239004254341125,0.015213393606245518
101,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.027812954038381577,0.8604954481124878,0.02778068371117115,0.028015699237585068,0.02788587100803852,0.02800937555730343
102,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925978913903236,0.013910776004195213,0.013921042904257774,0.013995051383972168,0.9302899837493896,0.013957180082798004
103,I don't have any questions right now.,0.04170459136366844,0.041840311139822006,0.041735295206308365,0.04186839237809181,0.7909823656082153,0.04186902567744255
104,Can you explain to me why we are setting up two individual aid stations?,0.02416718564927578,0.024090176448225975,0.023949027061462402,0.8800150156021118,0.023819120600819588,0.02395946905016899
105,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925980776548386,0.013910776935517788,0.013921043835580349,0.013995706103742123,0.9302893280982971,0.013957183808088303
106,"I'd really prefer just to wait until the brief, if that is ok.",0.028256839141249657,0.027825631201267242,0.8602707386016846,0.027850978076457977,0.02799859270453453,0.027797192335128784
107,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542740494012833,0.018532706424593925,0.01853969320654869,0.9071511626243591,0.018531331792473793,0.018702344968914986
108,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.018533702939748764,0.01859615184366703,0.018526755273342133,0.9070450663566589,0.01876136288046837,0.01853693090379238
109,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925978913903236,0.013910776935517788,0.013921042904257774,0.01399474497884512,0.9302902817726135,0.013957181014120579
110,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.011164963245391846,0.011135072447359562,0.011128258891403675,0.011176934465765953,0.011154145933687687,0.9442406296730042
111,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275581687688828,0.95357346534729,0.009287829510867596,0.009271512739360332,0.009307969361543655,0.009283596649765968
112,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8950100541114807,0.02105606533586979,0.021125467494130135,0.021056119352579117,0.02084144577383995,0.020910875871777534
113,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.018533699214458466,0.018596136942505836,0.018526755273342133,0.9070563912391663,0.01875011995434761,0.018536929041147232
114,"No, he is not here. I am taking his place.",0.055877260863780975,0.05555601045489311,0.05557814985513687,0.05568652227520943,0.0555792972445488,0.7217227816581726
115,"Hello, sir. Have you eaten yet?",0.03335076943039894,0.033333733677864075,0.03333376348018646,0.03334686532616615,0.03333371505141258,0.8333011269569397
116,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.010435315780341625,0.010452461428940296,0.010445594787597656,0.9477978348731995,0.010439593344926834,0.010429209098219872
117,He is busy today,0.05556182563304901,0.05555573105812073,0.055770393460989,0.055650725960731506,0.05556247755885124,0.7218988537788391
118,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.016763750463724136,0.9164512157440186,0.01669417694211006,0.016705604270100594,0.016702434048056602,0.016682811081409454
119,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.012825441546738148,0.01283189095556736,0.012826735153794289,0.012834221124649048,0.9358344674110413,0.012847249396145344
120,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542736768722534,0.018532706424593925,0.01853969320654869,0.9071608185768127,0.018531331792473793,0.018692754209041595
121,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.013930371962487698,0.013938937336206436,0.013949684798717499,0.013956302776932716,0.9302669167518616,0.013957800343632698
122,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846710160374641,0.012861390598118305,0.01286687608808279,0.012912079691886902,0.6988545060157776,0.24965843558311462
123,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9165400862693787,0.01668214239180088,0.016691889613866806,0.01670145057141781,0.016693586483597755,0.016690824180841446
124,"I'd really prefer just to wait until the brief, if that is ok.",0.028271693736314774,0.02782563865184784,0.8602558374404907,0.027850989252328873,0.02799864113330841,0.027797192335128784
125,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.020839150995016098,0.020841753110289574,0.8957974314689636,0.020840222015976906,0.020847074687480927,0.02083434723317623
126,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779962867498398,0.02777954936027527,0.8609897494316101,0.02780093625187874,0.027801265940070152,0.02784852869808674
127,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.020997023209929466,0.8956061601638794,0.020896289497613907,0.020833509042859077,0.02083350531756878,0.020833514630794525
128,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.01872158981859684,0.6053427457809448,0.018699470907449722,0.3200225234031677,0.01860431768000126,0.018609296530485153
129,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.016764294356107712,0.9164506793022156,0.01669417880475521,0.016705604270100594,0.0167024377733469,0.016682812944054604
130,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.02083948627114296,0.020848572254180908,0.02083439566195011,0.8957012295722961,0.0208691768348217,0.020907126367092133
131,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.006972871720790863,0.9651840329170227,0.0069513581693172455,0.006965879816561937,0.006958585698157549,0.006967300549149513
132,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.016764294356107712,0.9164506793022156,0.01669417880475521,0.016705604270100594,0.0167024377733469,0.016682812944054604
133,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846976518630981,0.012861215509474277,0.012867682613432407,0.012912215664982796,0.6399290561676025,0.3085828721523285
134,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542738631367683,0.018532706424593925,0.01853969320654869,0.907158374786377,0.018531331792473793,0.01869521290063858
135,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.013930373825132847,0.013938941061496735,0.013949689455330372,0.01395697146654129,0.9302660822868347,0.013957947492599487
136,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.012904467061161995,0.012946613132953644,0.012842310592532158,0.935567319393158,0.012880868278443813,0.012858406640589237
137,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165348827839,0.01852588728070259,0.01858302764594555,0.01855144463479519,0.01854225993156433,0.9072756767272949
138,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558267503976822,0.018530230969190598,0.9072133302688599,0.01856297254562378,0.01855415105819702,0.018581030890345573
139,"No, he is not here. I am taking his place.",0.055873751640319824,0.055556006729602814,0.055578138679265976,0.05568643659353256,0.0555792860686779,0.7217263579368591
140,I’d rather not say.,0.7210540771484375,0.05596993491053581,0.05555650219321251,0.055785104632377625,0.05570017173886299,0.05593423917889595
141,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.020839150995016098,0.020841753110289574,0.8957974314689636,0.020840222015976906,0.020847070962190628,0.02083434723317623
142,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.011164943687617779,0.011135075241327286,0.011128260754048824,0.01117869932204485,0.011154142208397388,0.9442388415336609
143,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.020839150995016098,0.020841753110289574,0.8957974314689636,0.020840222015976906,0.020847070962190628,0.02083434723317623
144,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542736768722534,0.018532706424593925,0.01853969320654869,0.9071611166000366,0.018531331792473793,0.018692458048462868
145,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.01852588541805744,0.018583334982395172,0.018551453948020935,0.01854225993156433,0.907275378704071
146,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779962867498398,0.02777954936027527,0.860989511013031,0.02780093625187874,0.027801265940070152,0.027848724275827408
147,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.02083948627114296,0.020848574116826057,0.02083439566195011,0.8957007527351379,0.020869174972176552,0.020907621830701828
148,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.018533699214458466,0.018596138805150986,0.018526753410696983,0.90705406665802,0.018752416595816612,0.018536929041147232
149,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558260053396225,0.018530230969190598,0.9072145223617554,0.018562927842140198,0.018554097041487694,0.018579931929707527
150,I’d rather not say.,0.7210380434989929,0.055980365723371506,0.05555650219321251,0.05578533187508583,0.05570027977228165,0.055939480662345886
