,Original Input,Topic 1,Topic 2,Topic 3,Topic 4
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.9159268736839294,0.02790057845413685,0.02831697091460228,0.027855560183525085
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.02832106314599514,0.030217818915843964,0.9128422141075134,0.02861892618238926
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.025895318016409874,0.13892599940299988,0.026882357895374298,0.8082963824272156
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.5434623956680298,0.3919890224933624,0.03176048398017883,0.03278813883662224
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03151263669133186,0.03128834068775177,0.0317172110080719,0.9054818153381348
46,Why does it have to be in private? We don't have a ton of time. ,0.0636192336678505,0.06484217941761017,0.8084011673927307,0.06313744932413101
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.031512584537267685,0.03128834441304207,0.031715795397758484,0.9054832458496094
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9558831453323364,0.014510789886116982,0.014532853849232197,0.015073245391249657
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9298236966133118,0.02343876287341118,0.023234263062477112,0.0235032606869936
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.03152960538864136,0.9041649103164673,0.032832071185112,0.031473442912101746
51,Can I talk with you in private once questions are over?,0.06568154692649841,0.06306543946266174,0.36239829659461975,0.5088547468185425
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.028321072459220886,0.0302251186221838,0.9128348231315613,0.0286189503967762
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.042158402502536774,0.042471129447221756,0.8735911846160889,0.04177926108241081
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.543479859828949,0.39197155833244324,0.03176049515604973,0.03278811275959015
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.01296968199312687,0.012709010392427444,0.013176435604691505,0.9611448645591736
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019385255873203278,0.019390970468521118,0.01928941160440445,0.9419344067573547
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01938539929687977,0.0193910114467144,0.01928941160440445,0.9419341683387756
58,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9298244714736938,0.023438269272446632,0.023234272375702858,0.023502973839640617
59,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.03157635033130646,0.031327906996011734,0.9057169556617737,0.031378794461488724
60,The plan was to use one large aid station with American medics running it. How is this way better?,0.021248135715723038,0.9365281462669373,0.021090423688292503,0.02113328129053116
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.952645480632782,0.015733739361166954,0.015926014631986618,0.015694797039031982
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02962018921971321,0.027881160378456116,0.9138200879096985,0.028678542003035545
63,"No, he is not here. I am taking his place.",0.08337891846895218,0.08339221030473709,0.749845564365387,0.08338335156440735
64,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03151251748204231,0.03128834068775177,0.03171445429325104,0.905484676361084
65,The plan was to use one large aid station with American medics running it. How is this way better?,0.021247977390885353,0.9365283250808716,0.021090418100357056,0.02113327383995056
66,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02959582768380642,0.02788114733994007,0.9138445854187012,0.028678404167294502
67,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9298246502876282,0.02343815751373768,0.023234257474541664,0.023502914234995842
68,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.9145585298538208,0.028193272650241852,0.029368922114372253,0.027879217639565468
69,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.02589542046189308,0.13878458738327026,0.026878871023654938,0.808441162109375
70,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9353580474853516,0.02168624848127365,0.02153501845896244,0.02142072655260563
71,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.031431425362825394,0.03162852302193642,0.03155595809221268,0.9053840637207031
72,"No, he is not here. I am taking his place.",0.08337894082069397,0.08339227735996246,0.7498453855514526,0.08338338136672974
73,I’d rather not say.,0.08335667848587036,0.08337196707725525,0.08466888964176178,0.7486025094985962
74,It won't take long.,0.06360916793346405,0.06368830054998398,0.8097935318946838,0.06290899962186813
75,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02959386259317398,0.02788115106523037,0.9138466119766235,0.028678396716713905
76,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.01576492190361023,0.9527525305747986,0.015694767236709595,0.01578778773546219
77,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9353632926940918,0.02168111503124237,0.021534936502575874,0.021420663222670555
78,The plan was to use one large aid station with American medics running it. How is this way better?,0.02124890871345997,0.9365273714065552,0.02109043300151825,0.021133318543434143
79,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.010620362125337124,0.9678598642349243,0.010968010872602463,0.010551714338362217
80,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.03157583624124527,0.031327903270721436,0.9057174324989319,0.03137878701090813
81,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9558846354484558,0.014510787092149258,0.014532853849232197,0.01507173664867878
82,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.029584677889943123,0.02788114733994007,0.9138558506965637,0.028678344562649727
83,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.03152956813573837,0.9041834473609924,0.03281356021761894,0.031473416835069656
84,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.019482353702187538,0.9413853287696838,0.01944934017956257,0.01968294568359852
85,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.03143146634101868,0.031628821045160294,0.03155692666769028,0.9053828120231628
86,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9353566765785217,0.021687475964426994,0.02153511717915535,0.02142072282731533
87,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.020185943692922592,0.019722023978829384,0.9407392740249634,0.019352741539478302
88,I don't have any questions right now.,0.7970572113990784,0.06414417177438736,0.06554487347602844,0.07325373589992523
89,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019385315477848053,0.019391043111681938,0.0192894097417593,0.9419342279434204
90,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.031529564410448074,0.9041880965232849,0.03280895575881004,0.03147341310977936
91,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0198493842035532,0.9414018392562866,0.020113922655582428,0.018634861335158348
92,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.0421583466231823,0.04246851056814194,0.8735938668251038,0.041779257357120514
93,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.01984928920865059,0.9413813948631287,0.02013445273041725,0.01863488368690014
94,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9298226237297058,0.02343885786831379,0.023234281688928604,0.023504232987761497
95,It won't take long.,0.06361061334609985,0.06368447840213776,0.8097959756851196,0.06290896981954575
96,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8741602301597595,0.042119819670915604,0.042042218148708344,0.04167778417468071
97,"No, he is not here. I am taking his place.",0.08337892591953278,0.0833922028541565,0.749845564365387,0.08338335901498795
98,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.03143145889043808,0.03162899613380432,0.03155624866485596,0.905383288860321
99,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.0421583317220211,0.04246799647808075,0.8735944628715515,0.041779257357120514
100,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.019849319010972977,0.9413877129554749,0.020128104835748672,0.018634876236319542
101,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.9159247875213623,0.027900584042072296,0.028319135308265686,0.027855565771460533
102,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.035788219422101974,0.03579360246658325,0.03592243790626526,0.8924956917762756
103,I’d rather not say.,0.08335664123296738,0.08337192237377167,0.08463089168071747,0.7486405372619629
104,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.021705815568566322,0.02182341367006302,0.934480607509613,0.021990174427628517
105,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9298248887062073,0.02343827486038208,0.023234251886606216,0.023502526804804802
106,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.021705830469727516,0.021823478862643242,0.9344819188117981,0.021988822147250175
107,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9228011965751648,0.025796914473176003,0.02598593197762966,0.02541600726544857
108,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9558582305908203,0.0145108662545681,0.014532893896102905,0.01509794220328331
109,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012969673611223698,0.012709006667137146,0.013173305429518223,0.9611480236053467
110,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.017015716060996056,0.01683809608221054,0.9490675926208496,0.017078543081879616
111,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.5433964133262634,0.39205488562583923,0.03176044300198555,0.032788243144750595
112,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.01701611652970314,0.01683809421956539,0.9490678906440735,0.017077898606657982
113,Can you explain to me why we are setting up two individual aid stations?,0.03584851324558258,0.8915853500366211,0.03667043522000313,0.035895705223083496
114,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.9526451230049133,0.015733739361166954,0.01592634990811348,0.01569479890167713
115,Can you explain to me why we are setting up two individual aid stations?,0.035848475992679596,0.8916119933128357,0.036643896251916885,0.03589564934372902
116,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03151249885559082,0.03128834068775177,0.03171461075544357,0.9054845571517944
117,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.020167695358395576,0.01972196064889431,0.9407576322555542,0.019352730363607407
118,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.019849438220262527,0.9414140582084656,0.02010165899991989,0.018634848296642303
119,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01938549429178238,0.019390882924199104,0.0192894134670496,0.9419342279434204
120,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.935364305973053,0.021680176258087158,0.0215348768979311,0.0214206725358963
121,Why does it have to be in private? We don't have a ton of time. ,0.06361917406320572,0.06483884900808334,0.8084045052528381,0.06313743442296982
122,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9228052496910095,0.02579789236187935,0.02598082274198532,0.025415992364287376
123,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.025895381346344948,0.13882902264595032,0.026878736913204193,0.8083968758583069
124,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9353564977645874,0.021687574684619904,0.021535217761993408,0.021420706063508987
125,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0283211600035429,0.0302675049751997,0.9127922058105469,0.028619103133678436
126,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.020201971754431725,0.9405069351196289,0.019891919568181038,0.019399186596274376
127,Can I talk with you in private once questions are over?,0.06568150967359543,0.06306523829698563,0.36250659823417664,0.5087466239929199
128,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.5434407591819763,0.3920105993747711,0.03176046907901764,0.032788172364234924
129,Why does it have to be in private? We don't have a ton of time. ,0.0636194497346878,0.06485571712255478,0.808387279510498,0.06313755363225937
130,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.029583733528852463,0.02788114733994007,0.9138568043708801,0.02867833711206913
131,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0202217735350132,0.9404870271682739,0.019892023876309395,0.01939920336008072
132,"No, he is not here. I am taking his place.",0.08337892591953278,0.0833922028541565,0.749845564365387,0.08338335901498795
133,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.020196614786982536,0.9405123591423035,0.019891848787665367,0.019399181008338928
134,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.017016174271702766,0.01683809794485569,0.9490674138069153,0.017078274860978127
135,He is busy today,0.7466781735420227,0.08354571461677551,0.08640152215957642,0.08337461948394775
136,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.010620367713272572,0.9678546190261841,0.010973299853503704,0.010551718063652515
137,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019385598599910736,0.019391153007745743,0.0192894134670496,0.941933810710907
138,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012969683855772018,0.01270900759845972,0.013172871433198452,0.9611483812332153
139,I don't have any questions right now.,0.7969048023223877,0.06414485722780228,0.06554640084505081,0.07340390980243683
140,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019385630264878273,0.019391050562262535,0.0192894134670496,0.9419338703155518
141,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0201681200414896,0.01972196251153946,0.940757155418396,0.019352730363607407
142,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.02019689418375492,0.9405121207237244,0.019891854375600815,0.019399181008338928
143,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.9145846366882324,0.02819322608411312,0.02934299036860466,0.02787921018898487
144,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.019482245668768883,0.9413841366767883,0.019449325278401375,0.019684312865138054
145,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.020208625122904778,0.9405002593994141,0.019891927018761635,0.019399192184209824
146,It won't take long.,0.06360980123281479,0.06368743628263474,0.8097937703132629,0.06290899962186813
147,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.035788219422101974,0.03579360246658325,0.035924553871154785,0.8924936652183533
148,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.01984938234090805,0.9414016008377075,0.02011413685977459,0.018634861335158348
149,"Hello, sir. Have you eaten yet?",0.05000457912683487,0.8499150276184082,0.05007106810808182,0.050009358674287796
150,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.017015693709254265,0.01683809608221054,0.9490675330162048,0.017078645527362823
151,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.019385330379009247,0.01939077489078045,0.01928941160440445,0.9419344663619995
152,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.9526457786560059,0.015733737498521805,0.015925707295536995,0.015694797039031982
153,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.03157586604356766,0.031327906996011734,0.9057174324989319,0.031378790736198425
154,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.03143143653869629,0.03162895888090134,0.0315566211938858,0.9053829908370972
155,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02962024137377739,0.027881158515810966,0.9138200283050537,0.028678540140390396
156,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.020219318568706512,0.9404894709587097,0.01989199034869671,0.01939920336008072
157,The plan was to use one large aid station with American medics running it. How is this way better?,0.02124863862991333,0.936527669429779,0.021090421825647354,0.021133245900273323
158,I’d rather not say.,0.08335664123296738,0.08337190747261047,0.08462928980588913,0.7486421465873718
159,Can I talk with you in private once questions are over?,0.0656815767288208,0.06306534260511398,0.3624551296234131,0.5087980031967163
160,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.019849509000778198,0.941429615020752,0.020086027681827545,0.01863483153283596
161,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.010620362125337124,0.9678597450256348,0.010968172922730446,0.010551714338362217
162,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03151247650384903,0.03128834068775177,0.0317128449678421,0.9054862856864929
163,I’d rather not say.,0.08335664868354797,0.08337192982435226,0.08463244140148163,0.7486389875411987
164,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.020161431282758713,0.01972193829715252,0.9407639503479004,0.019352728500962257
165,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.012969689443707466,0.012709008529782295,0.013172745704650879,0.9611485600471497
166,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.029606284573674202,0.027881158515810966,0.9138340950012207,0.028678467497229576
167,He is busy today,0.746670663356781,0.08354572206735611,0.08640897274017334,0.08337462693452835
168,Can I talk with you in private once questions are over?,0.06568123400211334,0.0630657747387886,0.36221471428871155,0.5090382695198059
169,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03151247650384903,0.03128834068775177,0.031710926443338394,0.9054882526397705
170,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.028321055695414543,0.03021669015288353,0.9128432869911194,0.02861892059445381
171,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.010620365850627422,0.9678577184677124,0.0109701594337821,0.01055171713232994
172,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.031576767563819885,0.031327906996011734,0.9057165384292603,0.031378794461488724
173,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.5433807969093323,0.392070472240448,0.031760431826114655,0.032788269221782684
174,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8741587996482849,0.04212101921439171,0.042042408138513565,0.04167778417468071
175,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.01576380804181099,0.9527573585510254,0.01569473184645176,0.015784092247486115
176,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9353586435317993,0.021685834974050522,0.02153485082089901,0.0214206762611866
177,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.9159271121025085,0.02790057845413685,0.02831677906215191,0.027855560183525085
178,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.02015959843993187,0.019721930846571922,0.9407657384872437,0.01935272477567196
179,He is busy today,0.7466534972190857,0.0835457593202591,0.08642610162496567,0.08337462693452835
180,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.9159258604049683,0.02790057845413685,0.028318027034401894,0.027855563908815384
181,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.03151265159249306,0.03128834441304207,0.031721290200948715,0.9054777026176453
182,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.031512606889009476,0.03128834813833237,0.03171627223491669,0.9054827690124512
183,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.9159263372421265,0.027900582179427147,0.02831752598285675,0.027855565771460533
