,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
11,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.006250124890357256,0.9437465071678162,0.006250853184610605,0.006250265520066023,0.006250385660678148,0.0062504964880645275,0.0062508368864655495,0.006250112783163786,0.006250296253710985,0.006250100210309029
12,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.004167033825069666,0.004166829865425825,0.004167346749454737,0.004167177248746157,0.9624963998794556,0.004167560022324324,0.004166924860328436,0.004167031496763229,0.004166831262409687,0.004166898783296347
13,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.007693209685385227,0.007693524472415447,0.007693094667047262,0.007692774757742882,0.007692687213420868,0.007693132385611534,0.007692602928727865,0.007692938204854727,0.007693090941756964,0.9307629466056824
14,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.008335727266967297,0.008334867656230927,0.008333970792591572,0.0083341458812356,0.008336358703672886,0.008334566839039326,0.008334256708621979,0.008334687910974026,0.00833397638052702,0.9249874949455261
15,I don't have any questions right now.,0.025001805275678635,0.02500395104289055,0.7749782800674438,0.02500224858522415,0.025000495836138725,0.02500205859541893,0.025001199916005135,0.02500373311340809,0.025002457201480865,0.025003820657730103
16,"No, he is not here. I am taking his place.",0.033334072679281235,0.033333417028188705,0.03333491459488869,0.03333398699760437,0.03333361819386482,0.03333430737257004,0.033333417028188705,0.03333723172545433,0.6999861598014832,0.033338893204927444
17,Can you explain to me why we are setting up two individual aid stations?,0.871411919593811,0.014286092482507229,0.01428910717368126,0.014289450831711292,0.01428698655217886,0.014287111349403858,0.01428907923400402,0.014286577701568604,0.014286145567893982,0.014287532307207584
18,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.016667788848280907,0.01666751317679882,0.016667382791638374,0.016666799783706665,0.016669513657689095,0.016667036339640617,0.8499926924705505,0.016667140647768974,0.0166668351739645,0.01666729524731636
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005555823910981417,0.005555855110287666,0.005555716343224049,0.9499969482421875,0.005555936135351658,0.0055563198402523994,0.005555806215852499,0.005555867217481136,0.005555849988013506,0.005555861163884401
20,I’d rather not say.,0.033340394496917725,0.03333345055580139,0.03333406522870064,0.033335860818624496,0.033333491533994675,0.03333345055580139,0.6999884843826294,0.0333339124917984,0.03333345055580139,0.03333345055580139
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.01111217774450779,0.011113370768725872,0.011112004518508911,0.011111851781606674,0.011111604981124401,0.011111801490187645,0.011112107895314693,0.011111453175544739,0.8999911546707153,0.011112450622022152
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007143417838960886,0.007143473252654076,0.007143549621105194,0.007143599912524223,0.9357090592384338,0.0071435063146054745,0.007143262308090925,0.007143520750105381,0.007143329828977585,0.0071432823315262794
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.016667786985635757,0.016667509451508522,0.016667379066348076,0.016666797921061516,0.01667012833058834,0.01666703261435032,0.8499920964241028,0.016667138785123825,0.01666683331131935,0.01666729338467121
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.008335727266967297,0.008334867656230927,0.008333970792591572,0.0083341458812356,0.008336436003446579,0.008334566839039326,0.008334256708621979,0.008334687910974026,0.00833397638052702,0.9249873757362366
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.008334671147167683,0.9249924421310425,0.008333910256624222,0.008333870209753513,0.00833412166684866,0.008334862068295479,0.008333614096045494,0.008334179408848286,0.008333918638527393,0.008334406651556492
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.008334669284522533,0.9249924421310425,0.008333909325301647,0.008333869278430939,0.008334120735526085,0.008334900252521038,0.00833361316472292,0.008334178477525711,0.008333916775882244,0.008334404788911343
27,"I'd really prefer just to wait until the brief, if that is ok.",0.8499836921691895,0.01666867733001709,0.016666973009705544,0.016668763011693954,0.01666715368628502,0.01666680909693241,0.016667857766151428,0.01666685938835144,0.016672495752573013,0.016670767217874527
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011111513711512089,0.011112968437373638,0.8999910354614258,0.011111460626125336,0.011112263426184654,0.011114178225398064,0.011111592873930931,0.011111661791801453,0.01111214142292738,0.011111201718449593
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011111513711512089,0.011112968437373638,0.8999904990196228,0.011111460626125336,0.011112264357507229,0.011114727705717087,0.011111592873930931,0.011111661791801453,0.01111214142292738,0.011111201718449593
30,"Hello, sir. Have you eaten yet?",0.020000137388706207,0.020000137388706207,0.020000137388706207,0.020002074539661407,0.02000167779624462,0.020000137388706207,0.8199952840805054,0.020000137388706207,0.020000137388706207,0.020000137388706207
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.012500103563070297,0.012500115670263767,0.012503743171691895,0.012500462122261524,0.012502199970185757,0.8874924778938293,0.012500178068876266,0.01250050775706768,0.012500103563070297,0.012500104494392872
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.011112179607152939,0.011113688349723816,0.011112005449831486,0.011111852712929249,0.011111605912446976,0.011111803352832794,0.011112108826637268,0.011111454106867313,0.8999908566474915,0.011112452484667301
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9549949765205383,0.005000820849090815,0.0050003728829324245,0.005000533536076546,0.0050005861558020115,0.005000535398721695,0.00500028720125556,0.00500092376023531,0.005000498611479998,0.00500051723793149
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.011114305816590786,0.01111195795238018,0.8999848961830139,0.011112429201602936,0.01111270859837532,0.011112060397863388,0.011114469729363918,0.011112640611827374,0.011112011037766933,0.011112505570054054
35,"Hello, sir. Have you eaten yet?",0.020000137388706207,0.020000137388706207,0.020000137388706207,0.020002076402306557,0.02000167779624462,0.020000137388706207,0.8199952840805054,0.020000137388706207,0.020000137388706207,0.020000137388706207
36,"Hello, sir. Have you eaten yet?",0.020000135526061058,0.020000135526061058,0.020000135526061058,0.020002072677016258,0.020001675933599472,0.020000135526061058,0.8199953436851501,0.020000135526061058,0.020000135526061058,0.020000135526061058
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007143417838960886,0.007143473252654076,0.007143549621105194,0.007143599912524223,0.9357090592384338,0.0071435063146054745,0.007143262308090925,0.007143520750105381,0.007143329828977585,0.0071432823315262794
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9549948573112488,0.005000820849090815,0.0050003728829324245,0.005000533536076546,0.0050005861558020115,0.005000535398721695,0.00500028720125556,0.005000926088541746,0.005000498611479998,0.00500051723793149
39,"No, he is not here. I am taking his place.",0.033334068953990936,0.033333417028188705,0.03333491086959839,0.03333398699760437,0.03333361819386482,0.03333430737257004,0.033333417028188705,0.03333704546093941,0.6999871134757996,0.03333812579512596
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.01000143587589264,0.010001515038311481,0.010000803507864475,0.9099878072738647,0.01000249944627285,0.010001377202570438,0.010000525042414665,0.010001064278185368,0.010002574883401394,0.01000045146793127
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011111514642834663,0.011112970300018787,0.8999906182289124,0.01111146155744791,0.011112265288829803,0.011114575900137424,0.011111593805253506,0.011111662723124027,0.011112143285572529,0.011111203581094742
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.471412718296051,0.011111355386674404,0.011112304404377937,0.43969082832336426,0.011111781932413578,0.011111955158412457,0.011112971231341362,0.011112404987215996,0.011111730709671974,0.01111200638115406
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.010001813061535358,0.010000799782574177,0.31554415822029114,0.010002766735851765,0.010000795125961304,0.6044466495513916,0.01000081468373537,0.010000635869801044,0.010000462643802166,0.010001084767282009
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.012500103563070297,0.012500115670263767,0.012503775767982006,0.012500462122261524,0.012502199970185757,0.8874924182891846,0.012500178068876266,0.01250050775706768,0.012500103563070297,0.012500104494392872
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.012500599958002567,0.012500430457293987,0.012500186450779438,0.01250047329813242,0.01250014454126358,0.012500206008553505,0.012503119185566902,0.012500166893005371,0.012500867247581482,0.8874937891960144
46,Why does it have to be in private? We don't have a ton of time. ,0.7749666571617126,0.025004956871271133,0.025006556883454323,0.025009354576468468,0.025001011788845062,0.02500327117741108,0.025001225993037224,0.02500259131193161,0.025000687688589096,0.025003742426633835
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.012500600889325142,0.012500432319939137,0.012500188313424587,0.012500475160777569,0.01250014640390873,0.012500207871198654,0.012502307072281837,0.01250016875565052,0.012500869110226631,0.8874946236610413
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005555823910981417,0.005555855110287666,0.005555716343224049,0.9499971270561218,0.005555934738367796,0.005556108895689249,0.005555806215852499,0.005555867217481136,0.005555849988013506,0.005555861163884401
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9181734323501587,0.009091748856008053,0.009091338142752647,0.009091073647141457,0.009091882035136223,0.009091516956686974,0.009091573767364025,0.009093109518289566,0.009091965854167938,0.00909231137484312
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8874862194061279,0.012500390410423279,0.01250182930380106,0.012503894045948982,0.012501480989158154,0.012502617202699184,0.012501643039286137,0.012500829994678497,0.012500307522714138,0.012500772252678871
51,Can I talk with you in private once questions are over?,0.025007743388414383,0.02500976249575615,0.025013815611600876,0.7749574184417725,0.02500019036233425,0.025001760572195053,0.02500300668179989,0.025003958493471146,0.025001835078001022,0.02500053495168686
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.16963735222816467,0.011111367493867874,0.011112303473055363,0.741466224193573,0.011111753061413765,0.011111882515251637,0.011113268323242664,0.011112157255411148,0.011111699976027012,0.011112028732895851
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.016667675226926804,0.016666915267705917,0.016667049378156662,0.01666823774576187,0.016667867079377174,0.01666725054383278,0.016667257994413376,0.8499916195869446,0.016668349504470825,0.016667772084474564
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.012500103563070297,0.012500115670263767,0.012503743171691895,0.012500462122261524,0.012502199970185757,0.8874924778938293,0.012500178068876266,0.01250050775706768,0.012500103563070297,0.012500104494392872
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.954994797706604,0.005000820383429527,0.005000372417271137,0.005000533070415258,0.005000585690140724,0.005000534933060408,0.005000286735594273,0.005001022480428219,0.00500049814581871,0.005000516772270203
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.007692828308790922,0.007693024352192879,0.007692741695791483,0.007692530285567045,0.007692710030823946,0.0076924837194383144,0.007692463230341673,0.007694416679441929,0.930762529373169,0.007694292347878218
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.007692828308790922,0.007693024352192879,0.007692741695791483,0.007692530285567045,0.007692710030823946,0.0076924837194383144,0.007692463230341673,0.0076943919993937016,0.930762529373169,0.007694292347878218
58,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9181734919548035,0.009091747924685478,0.009091337211430073,0.009091072715818882,0.009091881103813648,0.009091516025364399,0.00909157283604145,0.009093117900192738,0.009091965854167938,0.00909232348203659
59,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.01250081043690443,0.012501105666160583,0.012500743381679058,0.012500493787229061,0.8874927163124084,0.012501158751547337,0.012500298209488392,0.012500511482357979,0.012501404620707035,0.012500759214162827
60,The plan was to use one large aid station with American medics running it. How is this way better?,0.008334110490977764,0.008333665318787098,0.008334985934197903,0.008334750309586525,0.008334032259881496,0.9249929785728455,0.008333894424140453,0.008334096521139145,0.008333601988852024,0.008333872072398663
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.006250125356018543,0.9437466263771057,0.006250839680433273,0.00625026598572731,0.006250386126339436,0.006250496953725815,0.006250767037272453,0.006250113248825073,0.0062502967193722725,0.006250100675970316
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.01111217774450779,0.011113361455500126,0.011112004518508911,0.011111851781606674,0.011111604981124401,0.011111801490187645,0.011112107895314693,0.011111453175544739,0.8999911546707153,0.011112450622022152
63,"No, he is not here. I am taking his place.",0.033334068953990936,0.033333417028188705,0.03333491086959839,0.03333398699760437,0.03333361819386482,0.03333430737257004,0.033333417028188705,0.03333704546093941,0.6999871134757996,0.03333813324570656
64,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.012500601820647717,0.012500432319939137,0.012500188313424587,0.012500475160777569,0.01250014640390873,0.012500207871198654,0.012502919882535934,0.01250016875565052,0.012500869110226631,0.8874940276145935
65,The plan was to use one large aid station with American medics running it. How is this way better?,0.008334110490977764,0.008333665318787098,0.008334984071552753,0.008334750309586525,0.008334032259881496,0.9249929785728455,0.008333894424140453,0.008334096521139145,0.008333601988852024,0.008333872072398663
66,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.011112179607152939,0.011113492771983147,0.011112005449831486,0.011111852712929249,0.011111605912446976,0.01111180242151022,0.011112108826637268,0.011111454106867313,0.8999910354614258,0.011112452484667301
67,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9181739687919617,0.009091747924685478,0.009091337211430073,0.009091072715818882,0.009091881103813648,0.009091516025364399,0.009091571904718876,0.009092584252357483,0.009091964922845364,0.009092309512197971
68,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.011111464351415634,0.011114190332591534,0.8999916911125183,0.011111299507319927,0.011111977510154247,0.01111168134957552,0.011112723499536514,0.011111410334706306,0.011112041771411896,0.011111496016383171
69,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.010001834481954575,0.010000760667026043,0.40855884552001953,0.010002759285271168,0.01000081654638052,0.5114319920539856,0.010000808164477348,0.010000631213188171,0.010000469163060188,0.010001094080507755
70,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.008334670215845108,0.9249923229217529,0.008333909325301647,0.008333870209753513,0.00833412166684866,0.008334966376423836,0.00833361316472292,0.008334179408848286,0.008333917707204819,0.008334405720233917
71,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.012504504062235355,0.8874807953834534,0.012500973418354988,0.012503353878855705,0.012500721029937267,0.012501870281994343,0.012500673532485962,0.012503277510404587,0.012502302415668964,0.012501555494964123
72,"No, he is not here. I am taking his place.",0.033334068953990936,0.033333417028188705,0.03333491086959839,0.03333398327231407,0.03333361819386482,0.03333430737257004,0.033333417028188705,0.03333704546093941,0.6999871134757996,0.033338118344545364
73,I’d rather not say.,0.03334115445613861,0.03333344683051109,0.03333406522870064,0.0333358570933342,0.033333487808704376,0.03333344683051109,0.6999877095222473,0.0333339087665081,0.03333344683051109,0.03333344683051109
74,It won't take long.,0.025004126131534576,0.025005849078297615,0.02500774711370468,0.02500254660844803,0.02500183694064617,0.025006648153066635,0.025001419708132744,0.7749541997909546,0.025007884949445724,0.02500772476196289
75,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.011112179607152939,0.011113426648080349,0.011112005449831486,0.011111852712929249,0.011111605912446976,0.01111180242151022,0.011112108826637268,0.011111454106867313,0.8999911546707153,0.011112452484667301
76,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.006250272039324045,0.0062501151114702225,0.0062506976537406445,0.9437438249588013,0.006250552833080292,0.006252027116715908,0.006250228267163038,0.006251944229006767,0.006250146776437759,0.006250168662518263
77,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.008334670215845108,0.9249924421310425,0.008333909325301647,0.008333870209753513,0.00833412166684866,0.008334855549037457,0.00833361316472292,0.008334179408848286,0.008333917707204819,0.008334405720233917
78,The plan was to use one large aid station with American medics running it. How is this way better?,0.008334110490977764,0.008333665318787098,0.008334984071552753,0.00833474937826395,0.008334031328558922,0.9249929785728455,0.008333894424140453,0.00833409558981657,0.00833360105752945,0.008333872072398663
79,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.004167033825069666,0.004166829865425825,0.004167346749454737,0.004167177248746157,0.9624963998794556,0.004167560022324324,0.004166924860328436,0.004167031496763229,0.004166831262409687,0.004166898783296347
80,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.012500811368227005,0.012501105666160583,0.012500744313001633,0.012500494718551636,0.887492835521698,0.012501158751547337,0.012500299140810966,0.012500512413680553,0.012501257471740246,0.012500760145485401
81,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005555822979658842,0.005555854644626379,0.005555715877562761,0.949997067451477,0.00555593753233552,0.005556210875511169,0.005555805750191212,0.005555866751819849,0.005555849056690931,0.005555860232561827
82,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.011112179607152939,0.011113372631371021,0.011112005449831486,0.011111852712929249,0.011111605912446976,0.01111180242151022,0.011112108826637268,0.011111454106867313,0.8999911546707153,0.011112451553344727
83,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8874861598014832,0.012500392273068428,0.012501831166446209,0.01250394620001316,0.012501482851803303,0.012502619065344334,0.012501644901931286,0.012500831857323647,0.012500309385359287,0.01250077411532402
84,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.007693208754062653,0.007693569641560316,0.0076930932700634,0.00769277336075902,0.007692685816437006,0.007693131919950247,0.007692601531744003,0.007692936807870865,0.007693090010434389,0.9307628870010376
85,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.012505239807069302,0.8874800801277161,0.012500972487032413,0.012503353878855705,0.012500721029937267,0.012501869350671768,0.012500672601163387,0.012503277510404587,0.012502302415668964,0.012501554563641548
86,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.008334669284522533,0.9249924421310425,0.008333909325301647,0.008333869278430939,0.008334120735526085,0.008334866724908352,0.00833361316472292,0.008334178477525711,0.008333916775882244,0.008334404788911343
87,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.007692513521760702,0.0076929922215640545,0.007692685816437006,0.007692913059145212,0.007693403400480747,0.9307647347450256,0.007693239487707615,0.007692428771406412,0.007692608051002026,0.007692441809922457
88,I don't have any questions right now.,0.025001805275678635,0.025003932416439056,0.7749781012535095,0.02500224858522415,0.025000495836138725,0.02500205859541893,0.025001199916005135,0.025003787130117416,0.025002457201480865,0.02500392496585846
89,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.007692828308790922,0.007693024352192879,0.007692741695791483,0.007692530285567045,0.007692710030823946,0.0076924837194383144,0.007692463230341673,0.007694576401263475,0.9307623505592346,0.007694292347878218
90,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8874862194061279,0.012500391341745853,0.012501830235123634,0.012503918260335922,0.012501481920480728,0.012502618134021759,0.012501643970608711,0.012500830926001072,0.012500308454036713,0.012500773184001446
91,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007143418304622173,0.007143473718315363,0.0071436138823628426,0.007143695838749409,0.9357089400291443,0.007143518887460232,0.0071432627737522125,0.00714352261275053,0.007143330294638872,0.007143282797187567
92,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.016667673364281654,0.016666915267705917,0.016667047515511513,0.016668235883116722,0.016667865216732025,0.01666724868118763,0.016667256131768227,0.8499916791915894,0.016668351367115974,0.016667770221829414
93,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007143417838960886,0.007143473252654076,0.007143549155443907,0.007143599912524223,0.9357090592384338,0.0071435063146054745,0.007143262308090925,0.007143520750105381,0.007143329828977585,0.0071432823315262794
94,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9181739687919617,0.009091748856008053,0.009091338142752647,0.009091073647141457,0.009091882035136223,0.009091516956686974,0.00909157283604145,0.009092584252357483,0.009091965854167938,0.009092310443520546
95,It won't take long.,0.025004126131534576,0.025005850940942764,0.025007745251059532,0.025002548471093178,0.02500183694064617,0.025006962940096855,0.025001419708132744,0.7749539017677307,0.025007866322994232,0.02500772289931774
96,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.016667788848280907,0.01666751317679882,0.016667382791638374,0.016666799783706665,0.016670020297169685,0.016667036339640617,0.8499922156333923,0.016667140647768974,0.0166668351739645,0.01666729524731636
97,"No, he is not here. I am taking his place.",0.033334072679281235,0.033333417028188705,0.03333491459488869,0.03333398699760437,0.03333361819386482,0.03333430737257004,0.033333417028188705,0.033337246626615524,0.6999860405921936,0.033339038491249084
98,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.012505250051617622,0.8874800205230713,0.012500971555709839,0.01250335294753313,0.012500720098614693,0.012501868419349194,0.012500671669840813,0.012503276579082012,0.01250230148434639,0.012501553632318974
99,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.016667673364281654,0.016666915267705917,0.016667047515511513,0.016668234020471573,0.016667865216732025,0.01666724868118763,0.016667256131768227,0.8499916791915894,0.016668343916535378,0.016667770221829414
100,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007143417838960886,0.007143473718315363,0.007143760100007057,0.0071436502039432526,0.93570876121521,0.007143510039895773,0.007143262308090925,0.007143521681427956,0.007143329828977585,0.0071432823315262794
101,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.011111513711512089,0.011112968437373638,0.8999906182289124,0.011111460626125336,0.011112263426184654,0.011114549823105335,0.011111592873930931,0.011111661791801453,0.01111214142292738,0.011111201718449593
102,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.014287066645920277,0.871418297290802,0.014286159537732601,0.01428725104779005,0.014286483637988567,0.014286420308053493,0.014287322759628296,0.014287305064499378,0.01428727526217699,0.014286442659795284
103,I’d rather not say.,0.033340610563755035,0.03333345055580139,0.03333406522870064,0.033335860818624496,0.033333491533994675,0.03333345055580139,0.6999882459640503,0.0333339124917984,0.03333345055580139,0.03333345055580139
104,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.008335727266967297,0.008334867656230927,0.008333970792591572,0.0083341458812356,0.008336459286510944,0.008334566839039326,0.008334256708621979,0.008334687910974026,0.00833397638052702,0.9249873161315918
105,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9181739687919617,0.009091747924685478,0.009091337211430073,0.009091072715818882,0.009091881103813648,0.009091516025364399,0.009091571904718876,0.009092584252357483,0.009091964922845364,0.009092309512197971
106,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.008335727266967297,0.008334867656230927,0.008333970792591572,0.008334146812558174,0.008336598984897137,0.008334566839039326,0.008334256708621979,0.008334687910974026,0.00833397638052702,0.924987256526947
