,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13
10,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.00854715146124363,0.008547104895114899,0.00854705274105072,0.00854707695543766,0.008547057397663593,0.008547071367502213,0.008547070436179638,0.008547063916921616,0.8974350690841675,0.008547048084437847,0.008547057397663593,0.008547057397663593,0.00854707695543766
11,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.004807747434824705,0.004807729739695787,0.004807733930647373,0.004807743709534407,0.9423070549964905,0.004807753022760153,0.00480773625895381,0.00480781402438879,0.004807742778211832,0.004807734861969948,0.004807737655937672,0.004807726014405489,0.004807743243873119
12,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.0032051519956439734,0.0032051594462245703,0.0032051524613052607,0.9615381360054016,0.0032051519956439734,0.003205155720934272,0.0032051519956439734,0.0032051499001681805,0.0032051566522568464,0.0032051510643213987,0.003205150132998824,0.0032051499001681805,0.0032051592133939266
13,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.005917202681303024,0.9289933443069458,0.005917202681303024,0.005917203146964312,0.00591721897944808,0.00591721897944808,0.0059172227047383785,0.0059172105975449085,0.005917317233979702,0.005917215254157782,0.005917203146964312,0.005917198956012726,0.005917225498706102
14,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.006410323549062014,0.00641032075509429,0.0064102946780622005,0.006410294212400913,0.00641032587736845,0.00641032587736845,0.9230762124061584,0.006410315167158842,0.006410325411707163,0.006410325411707163,0.006410316098481417,0.006410322617739439,0.006410319823771715
15,I don't have any questions right now.,0.019231142476201057,0.019231142476201057,0.01923094317317009,0.019230926409363747,0.019231166690587997,0.7692257165908813,0.019231334328651428,0.019231200218200684,0.019231228157877922,0.019231291487812996,0.01923140324652195,0.019231034442782402,0.019231481477618217
16,"No, he is not here. I am taking his place.",0.02564123272895813,0.0256413072347641,0.025641269981861115,0.0256411824375391,0.025641189888119698,0.02564142271876335,0.025641214102506638,0.025641242042183876,0.02564121223986149,0.025641202926635742,0.692304790019989,0.025641459971666336,0.02564121223986149
17,Can you explain to me why we are setting up two individual aid stations?,0.010989089496433735,0.010989227332174778,0.010989196598529816,0.010989201255142689,0.010989075526595116,0.010989110916852951,0.010989122092723846,0.010989134199917316,0.010989086702466011,0.8681299686431885,0.010989188216626644,0.010989367961883545,0.010989216156303883
18,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.012820573523640633,0.012820543721318245,0.012820552103221416,0.012820534408092499,0.012820552103221416,0.012820547446608543,0.012820552103221416,0.012820548377931118,0.012820552103221416,0.012820642441511154,0.012820537202060223,0.8461533188819885,0.012820548377931118
19,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.004273528698831797,0.00427352637052536,0.9487175345420837,0.0042735314927995205,0.004273529630154371,0.004273531958460808,0.004273533821105957,0.004273532889783382,0.004273529630154371,0.004273576661944389,0.004273559432476759,0.004273523110896349,0.004273530095815659
20,I’d rather not say.,0.02564110793173313,0.025641093030571938,0.025641106069087982,0.025641072541475296,0.025641076266765594,0.025641079992055893,0.02564108557999134,0.025641093030571938,0.025641072541475296,0.025641130283474922,0.025641150772571564,0.6923068165779114,0.025641072541475296
21,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.8974347114562988,0.008547074161469936,0.008547150529921055,0.008547071367502213,0.008547099307179451,0.008547076024115086,0.00854709092527628,0.008547244593501091,0.008547100238502026,0.008547070436179638,0.008547123521566391,0.008547083474695683,0.008547071367502213
22,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005494615063071251,0.005494590848684311,0.005494596902281046,0.0054946173913776875,0.005494607612490654,0.005494612734764814,0.005494585260748863,0.005494612734764814,0.9340647459030151,0.0054945917800068855,0.005494605749845505,0.005494557786732912,0.005494621116667986
23,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.012820573523640633,0.012820543721318245,0.012820552103221416,0.012820534408092499,0.012820552103221416,0.012820547446608543,0.012820552103221416,0.012820548377931118,0.012820552103221416,0.012820634990930557,0.012820537202060223,0.8461533188819885,0.012820548377931118
24,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.006410323549062014,0.00641032075509429,0.0064102946780622005,0.006410294212400913,0.00641032587736845,0.00641032587736845,0.9230762124061584,0.006410315167158842,0.006410325411707163,0.006410325411707163,0.006410316098481417,0.006410322617739439,0.006410319823771715
25,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006410319358110428,0.006410321686416864,0.006410306319594383,0.006410293281078339,0.006410323083400726,0.0064103491604328156,0.006410342175513506,0.006410328671336174,0.9230761528015137,0.006410327274352312,0.006410306319594383,0.006410286761820316,0.006410319358110428
26,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006410319823771715,0.006410322152078152,0.0064103067852556705,0.006410293746739626,0.006410323549062014,0.006410351488739252,0.006410342641174793,0.006410329136997461,0.9230761528015137,0.006410327740013599,0.0064103067852556705,0.006410287693142891,0.006410319823771715
27,"I'd really prefer just to wait until the brief, if that is ok.",0.012820696458220482,0.012820612639188766,0.012820767238736153,0.012820601463317871,0.012820626609027386,0.012820625677704811,0.012820637784898281,0.846152126789093,0.012820664793252945,0.012820596806704998,0.012820723466575146,0.01282073836773634,0.012820623815059662
28,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.00854715146124363,0.008547104895114899,0.00854705274105072,0.00854707695543766,0.008547057397663593,0.008547071367502213,0.008547070436179638,0.008547063916921616,0.8974350690841675,0.008547048084437847,0.008547057397663593,0.008547057397663593,0.00854707695543766
29,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.00854715146124363,0.008547104895114899,0.00854705274105072,0.00854707695543766,0.008547057397663593,0.008547071367502213,0.008547070436179638,0.008547063916921616,0.8974350690841675,0.008547048084437847,0.008547057397663593,0.008547057397663593,0.00854707695543766
30,"Hello, sir. Have you eaten yet?",0.015384749509394169,0.015384810976684093,0.015384781174361706,0.015384749509394169,0.015384749509394169,0.015384758822619915,0.8153825998306274,0.015384749509394169,0.015384749509394169,0.015384749509394169,0.015384749509394169,0.015384937636554241,0.015384863130748272
31,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.009615465067327023,0.009615454822778702,0.009615452960133553,0.8846145868301392,0.009615430608391762,0.009615439921617508,0.009615454822778702,0.009615442715585232,0.009615456685423851,0.009615433402359486,0.009615430608391762,0.009615430608391762,0.009615507908165455
32,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.8974347114562988,0.008547075092792511,0.00854715146124363,0.008547072298824787,0.008547100238502026,0.00854707695543766,0.008547091856598854,0.008547244593501091,0.0085471011698246,0.008547071367502213,0.008547124452888966,0.008547084406018257,0.008547072298824787
33,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9538454413414001,0.003846202278509736,0.003846206935122609,0.003846192266792059,0.003846223931759596,0.003846209729090333,0.003846246050670743,0.0038462039083242416,0.0038462139200419188,0.003846201580017805,0.003846209729090333,0.003846182953566313,0.0038461945950984955
34,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.008547093719244003,0.008547171019017696,0.008547141216695309,0.008547095581889153,0.8974345922470093,0.00854713749140501,0.00854711513966322,0.0085471011698246,0.008547103963792324,0.008547124452888966,0.008547135628759861,0.008547087199985981,0.008547099307179451
35,"Hello, sir. Have you eaten yet?",0.015384749509394169,0.015384810976684093,0.015384781174361706,0.015384749509394169,0.015384749509394169,0.015384758822619915,0.8153824806213379,0.015384749509394169,0.015384749509394169,0.015384749509394169,0.015384749509394169,0.015385027043521404,0.015384870581328869
36,"Hello, sir. Have you eaten yet?",0.015384751372039318,0.015384811908006668,0.01538478210568428,0.015384751372039318,0.015384751372039318,0.01538475975394249,0.8153825998306274,0.015384751372039318,0.015384751372039318,0.015384751372039318,0.015384751372039318,0.015384926460683346,0.015384864062070847
37,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005494615063071251,0.005494590848684311,0.005494596902281046,0.0054946173913776875,0.005494607612490654,0.005494612734764814,0.005494585260748863,0.005494612734764814,0.9340647459030151,0.0054945917800068855,0.005494605749845505,0.005494557786732912,0.005494620651006699
38,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9538455605506897,0.003846202278509736,0.003846206935122609,0.003846192266792059,0.003846223931759596,0.003846209729090333,0.0038462437223643064,0.0038462039083242416,0.0038462139200419188,0.003846201580017805,0.003846209729090333,0.003846182953566313,0.0038461945950984955
39,"No, he is not here. I am taking his place.",0.02564123272895813,0.0256413072347641,0.025641269981861115,0.0256411824375391,0.025641189888119698,0.02564142271876335,0.025641214102506638,0.025641242042183876,0.02564121223986149,0.025641202926635742,0.692304790019989,0.025641463696956635,0.02564121223986149
40,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007692471146583557,0.007692393381148577,0.9076908826828003,0.007692398503422737,0.007692399434745312,0.007692510262131691,0.007692436687648296,0.007692456245422363,0.0076924157328903675,0.007692378479987383,0.007692436687648296,0.0076923854649066925,0.0076924157328903675
41,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.008547223173081875,0.008547104895114899,0.00854705274105072,0.00854707695543766,0.008547057397663593,0.008547071367502213,0.008547070436179638,0.008547063916921616,0.8974350690841675,0.008547048084437847,0.008547057397663593,0.008547057397663593,0.00854707695543766
42,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.008547084406018257,0.00854718592017889,0.008547219447791576,0.008547157980501652,0.008547086268663406,0.008547100238502026,0.008547108620405197,0.008547143079340458,0.008547085337340832,0.008547212928533554,0.8974341750144958,0.008547293953597546,0.0085471635684371
43,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.007692401297390461,0.007692505605518818,0.0076925125904381275,0.00769252423197031,0.007692402228713036,0.007692466955631971,0.9076904654502869,0.00769243435934186,0.007692401297390461,0.00769248278811574,0.0076924716122448444,0.007692436221987009,0.007692532613873482
44,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.009615465998649597,0.009615455754101276,0.009615453891456127,0.8846145868301392,0.009615431539714336,0.009615440852940083,0.009615455754101276,0.009615443646907806,0.009615457616746426,0.00961543433368206,0.009615431539714336,0.009615431539714336,0.009615549817681313
45,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.00961548462510109,0.00961546041071415,0.009615478105843067,0.009615468792617321,0.009615447372198105,0.009615440852940083,0.009615719318389893,0.009615570306777954,0.009615445509552956,0.009615450166165829,0.884614109992981,0.009615452028810978,0.009615458548069
46,Why does it have to be in private? We don't have a ton of time. ,0.019231043756008148,0.019231054931879044,0.01923101767897606,0.019230917096138,0.01923096366226673,0.019231058657169342,0.019231118261814117,0.019231203943490982,0.019231094047427177,0.7692272067070007,0.01923135109245777,0.019230971112847328,0.019231000915169716
47,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.00961548462510109,0.00961546041071415,0.009615478105843067,0.009615468792617321,0.009615447372198105,0.009615440852940083,0.009615566581487656,0.009615559130907059,0.009615445509552956,0.009615450166165829,0.8846142888069153,0.009615452028810978,0.009615458548069
48,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.004273528698831797,0.00427352637052536,0.9487175345420837,0.0042735314927995205,0.004273529630154371,0.004273531958460808,0.004273533821105957,0.004273532889783382,0.004273529630154371,0.004273572005331516,0.004273559432476759,0.004273523110896349,0.004273530095815659
49,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.006993045099079609,0.006993060000240803,0.006993040908128023,0.00699304323643446,0.9160832762718201,0.006993097253143787,0.006993062794208527,0.006993066053837538,0.006993069313466549,0.0069930776953697205,0.006993054412305355,0.006993080954998732,0.006993072107434273
50,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.009615473449230194,0.8846132755279541,0.009615636430680752,0.009615747258067131,0.009615461342036724,0.00961549486964941,0.009615516290068626,0.009615521878004074,0.009615471586585045,0.009615620598196983,0.009615587070584297,0.009615602903068066,0.009615588933229446
51,Can I talk with you in private once questions are over?,0.019231006503105164,0.019230982288718224,0.01923118159174919,0.019231019541621208,0.019231153652071953,0.0192312803119421,0.7692258954048157,0.019231364130973816,0.019230961799621582,0.019231392070651054,0.019231759011745453,0.019230986014008522,0.019231071695685387
52,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.008547084406018257,0.00854718592017889,0.008547219447791576,0.008547157980501652,0.008547086268663406,0.008547100238502026,0.008547108620405197,0.008547143079340458,0.008547085337340832,0.008547212928533554,0.8974341750144958,0.008547293953597546,0.0085471635684371
53,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.012820602394640446,0.012820601463317871,0.012820690870285034,0.012820658273994923,0.8461521863937378,0.012820657342672348,0.012820590287446976,0.01282061729580164,0.012820685282349586,0.012820713222026825,0.012820674106478691,0.012820664793252945,0.012820672243833542
54,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.009615483693778515,0.009615454822778702,0.009615452960133553,0.8846145868301392,0.009615430608391762,0.009615439921617508,0.009615454822778702,0.009615442715585232,0.009615456685423851,0.009615433402359486,0.009615430608391762,0.009615430608391762,0.009615511633455753
55,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9538455605506897,0.0038462027441710234,0.003846207167953253,0.0038461927324533463,0.003846224397420883,0.0038462101947516203,0.0038462441880255938,0.0038462041411548853,0.003846214385703206,0.0038462020456790924,0.0038462101947516203,0.0038461834192276,0.003846194827929139
56,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.005917226430028677,0.005917252041399479,0.00591723108664155,0.005917232483625412,0.005917304661124945,0.9289929270744324,0.005917237140238285,0.0059172846376895905,0.005917237140238285,0.005917247384786606,0.005917251575738192,0.00591726740822196,0.005917316302657127
57,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.005917226430028677,0.005917252041399479,0.00591723108664155,0.005917232483625412,0.005917304661124945,0.9289928674697876,0.005917237140238285,0.0059172846376895905,0.005917237140238285,0.005917247384786606,0.005917251575738192,0.00591726740822196,0.005917374975979328
58,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.006993045564740896,0.00699306046590209,0.006993041839450598,0.006993043702095747,0.9160832166671753,0.00699309166520834,0.006993063259869814,0.006993066985160112,0.0069930702447891235,0.006993078161031008,0.00699305534362793,0.006993081886321306,0.006993073038756847
59,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.00961549486964941,0.8846144080162048,0.009615440852940083,0.009615454822778702,0.00961547251790762,0.009615465998649597,0.009615495800971985,0.009615447372198105,0.00961549673229456,0.009615441784262657,0.009615459479391575,0.00961544830352068,0.009615441784262657
60,The plan was to use one large aid station with American medics running it. How is this way better?,0.006410346366465092,0.0064104353077709675,0.9230754375457764,0.006410493049770594,0.006410322617739439,0.006410354282706976,0.0064103868789970875,0.006410353351384401,0.006410358939319849,0.006410359404981136,0.006410342641174793,0.006410340312868357,0.006410477217286825
61,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.004807747434824705,0.004807729739695787,0.004807733930647373,0.004807743709534407,0.9423070549964905,0.004807753022760153,0.00480773625895381,0.004807798191905022,0.004807742778211832,0.004807734861969948,0.004807737655937672,0.004807726014405489,0.004807743243873119
62,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.7766927480697632,0.00854707695543766,0.008547154255211353,0.008547074161469936,0.008547102101147175,0.00854707881808281,0.008547092787921429,0.1292891949415207,0.008547103963792324,0.008547072298824787,0.00854712538421154,0.008547085337340832,0.008547072298824787
63,"No, he is not here. I am taking his place.",0.02564123272895813,0.0256413072347641,0.025641269981861115,0.0256411824375391,0.025641189888119698,0.02564142271876335,0.025641214102506638,0.025641242042183876,0.02564121223986149,0.025641202926635742,0.692304790019989,0.025641463696956635,0.02564121223986149
64,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.00961548462510109,0.00961546041071415,0.009615478105843067,0.009615468792617321,0.009615447372198105,0.009615440852940083,0.009615568444132805,0.009615560993552208,0.009615445509552956,0.009615450166165829,0.8846142888069153,0.009615452028810978,0.009615458548069
65,The plan was to use one large aid station with American medics running it. How is this way better?,0.006410345900803804,0.006410434376448393,0.9230753779411316,0.00641056802123785,0.006410322152078152,0.006410353817045689,0.006410385947674513,0.006410352420061827,0.006410358007997274,0.006410358939319849,0.006410342175513506,0.006410339381545782,0.006410476751625538
66,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.8974347114562988,0.008547074161469936,0.008547150529921055,0.008547071367502213,0.008547099307179451,0.008547076024115086,0.00854709092527628,0.008547243662178516,0.008547100238502026,0.008547070436179638,0.008547123521566391,0.008547083474695683,0.008547071367502213
67,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.006993045564740896,0.00699306046590209,0.006993041839450598,0.006993043702095747,0.9160831570625305,0.006993131712079048,0.006993063259869814,0.006993066985160112,0.0069930702447891235,0.006993078161031008,0.00699305534362793,0.006993081886321306,0.006993073038756847
68,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.8974348902702332,0.008547143079340458,0.008547049947082996,0.008547056466341019,0.008547050878405571,0.008547075092792511,0.008547072298824787,0.008547059260308743,0.008547250181436539,0.008547092787921429,0.00854706484824419,0.008547166362404823,0.008547060191631317
69,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.007692400831729174,0.007692505139857531,0.007692511659115553,0.007692523766309023,0.007692401297390461,0.007692466024309397,0.9076904654502869,0.007692433428019285,0.007692400831729174,0.007692481856793165,0.00769247068092227,0.007692435756325722,0.007692538667470217
70,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006410319823771715,0.006410322152078152,0.0064103067852556705,0.006410293746739626,0.006410323549062014,0.006410378031432629,0.006410342641174793,0.006410329136997461,0.9230761528015137,0.006410327740013599,0.0064103067852556705,0.006410287693142891,0.006410319823771715
71,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.00961550697684288,0.009615485556423664,0.009615549817681313,0.00961548276245594,0.009615504182875156,0.0096155209466815,0.8846139907836914,0.009615500457584858,0.009615449234843254,0.00961553305387497,0.009615506045520306,0.009615450166165829,0.009615481831133366
72,"No, he is not here. I am taking his place.",0.02564123459160328,0.02564130909740925,0.025641271844506264,0.02564118430018425,0.025641191750764847,0.0256414245814085,0.025641215965151787,0.025641243904829025,0.025641214102506638,0.02564120478928089,0.692304790019989,0.025641461834311485,0.025641214102506638
73,I’d rather not say.,0.025641106069087982,0.025641093030571938,0.025641106069087982,0.025641072541475296,0.025641076266765594,0.025641079992055893,0.02564108557999134,0.025641093030571938,0.025641072541475296,0.02564113587141037,0.025641145184636116,0.6923068165779114,0.025641072541475296
74,It won't take long.,0.019231528043746948,0.019231505692005157,0.019231252372264862,0.01923113688826561,0.019231267273426056,0.0192315261811018,0.01923135668039322,0.019231265410780907,0.7692227959632874,0.019231315702199936,0.01923208311200142,0.01923157088458538,0.01923145167529583
75,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.8974347114562988,0.008547075092792511,0.00854715146124363,0.008547072298824787,0.008547100238502026,0.00854707695543766,0.008547091856598854,0.008547307923436165,0.0085471011698246,0.008547071367502213,0.008547124452888966,0.008547084406018257,0.008547072298824787
76,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.004807726945728064,0.00480774836614728,0.004807741846889257,0.004807754885405302,0.00480771716684103,0.004807733464986086,0.004807731602340937,0.004807731602340937,0.004807721823453903,0.004807726945728064,0.004807725548744202,0.004807725548744202,0.9423072338104248
77,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006410319823771715,0.006410322152078152,0.0064103067852556705,0.006410293746739626,0.006410323549062014,0.00641035009175539,0.006410342641174793,0.006410329136997461,0.9230761528015137,0.006410327740013599,0.0064103067852556705,0.006410287693142891,0.006410319823771715
78,The plan was to use one large aid station with American medics running it. How is this way better?,0.006410346832126379,0.006410435773432255,0.9230753779411316,0.006410554982721806,0.006410323083400726,0.006410354748368263,0.006410387344658375,0.006410353817045689,0.006410359404981136,0.006410359870642424,0.0064103431068360806,0.006410340778529644,0.0064104776829481125
79,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.0032051519956439734,0.0032051594462245703,0.0032051524613052607,0.9615381360054016,0.0032051519956439734,0.003205155720934272,0.0032051519956439734,0.0032051499001681805,0.0032051566522568464,0.0032051510643213987,0.003205150132998824,0.0032051499001681805,0.0032051592133939266
80,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.009615526534616947,0.8846144080162048,0.009615441784262657,0.009615455754101276,0.009615474380552769,0.009615466929972172,0.009615502320230007,0.00961544830352068,0.009615499526262283,0.009615442715585232,0.00961546041071415,0.009615449234843254,0.009615442715585232
81,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.004273528698831797,0.00427352637052536,0.9487175345420837,0.0042735314927995205,0.004273529630154371,0.004273531958460808,0.004273533821105957,0.004273532889783382,0.004273529630154371,0.004273572005331516,0.004273559432476759,0.004273523110896349,0.004273530095815659
82,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.7032257318496704,0.008547077886760235,0.008547154255211353,0.008547074161469936,0.0085471011698246,0.00854707881808281,0.008547092787921429,0.20275625586509705,0.008547103963792324,0.008547073230147362,0.008547124452888966,0.008547084406018257,0.008547072298824787
83,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.009615473449230194,0.8846133351325989,0.009615635499358177,0.009615689516067505,0.009615461342036724,0.00961549486964941,0.009615516290068626,0.009615521878004074,0.009615471586585045,0.009615620598196983,0.009615587070584297,0.009615602903068066,0.009615588933229446
84,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.005917203146964312,0.9289933443069458,0.005917203146964312,0.005917203612625599,0.005917219445109367,0.005917219445109367,0.005917223170399666,0.005917211063206196,0.005917326547205448,0.005917215719819069,0.005917203612625599,0.005917199421674013,0.00591722596436739
85,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.009615507908165455,0.00961548462510109,0.009615582413971424,0.009615481831133366,0.009615503251552582,0.009615520015358925,0.8846139907836914,0.009615499526262283,0.00961544830352068,0.009615550749003887,0.009615505114197731,0.009615449234843254,0.009615480899810791
86,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006410319823771715,0.006410322152078152,0.0064103067852556705,0.006410293746739626,0.006410323549062014,0.006410359404981136,0.006410342641174793,0.006410329136997461,0.9230761528015137,0.006410327740013599,0.0064103067852556705,0.006410287693142891,0.006410319823771715
