,Original Input,Topic 1,Topic 2
139,I don't have any questions right now.,0.8131066560745239,0.18689334392547607
140,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.9555319547653198,0.04446806758642197
141,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.062388449907302856,0.9376115202903748
142,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9561036825180054,0.04389632120728493
143,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.1029343232512474,0.8970656991004944
144,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.9402695894241333,0.05973039194941521
145,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9561133980751038,0.043886564671993256
146,It won't take long.,0.19748808443546295,0.8025118708610535
147,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.9117434024810791,0.08825661987066269
148,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.08218290656805038,0.9178171157836914
149,"Hello, sir. Have you eaten yet?",0.11925938725471497,0.8807405829429626
150,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.0539771132171154,0.9460228681564331
151,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.9555363059043884,0.04446370154619217
152,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.4797390401363373,0.5202609300613403
153,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.9273614287376404,0.07263857871294022
154,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.9252058267593384,0.0747942104935646
155,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.061225004494190216,0.9387749433517456
156,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9561127424240112,0.043887242674827576
157,The plan was to use one large aid station with American medics running it. How is this way better?,0.9152482748031616,0.0847516879439354
158,I’d rather not say.,0.17511215806007385,0.8248878717422485
159,Can I talk with you in private once questions are over?,0.265369176864624,0.734630823135376
160,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.08218526840209961,0.9178147315979004
161,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.027890941128134727,0.9721090197563171
162,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.639209508895874,0.3607904613018036
163,I’d rather not say.,0.17510749399662018,0.8248924612998962
164,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.062373075634241104,0.9376268982887268
165,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.05966007336974144,0.9403399229049683
166,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.061224885284900665,0.9387750625610352
167,He is busy today,0.1863161027431488,0.8136839270591736
168,Can I talk with you in private once questions are over?,0.2652692198753357,0.7347307205200195
169,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.6392213106155396,0.3607786297798157
170,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.1884816735982895,0.8115182518959045
171,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.027891967445611954,0.972108006477356
172,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.9273593425750732,0.07264063507318497
173,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.06766694039106369,0.9323330521583557
174,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.0957297533750534,0.9042702317237854
175,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.644919753074646,0.355080246925354
176,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9512568712234497,0.04874313622713089
177,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.059661030769348145,0.9403389692306519
178,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.06238605082035065,0.9376139640808105
179,He is busy today,0.1863248497247696,0.8136751651763916
180,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.05966019257903099,0.9403398036956787
181,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.6391948461532593,0.3608051538467407
182,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.6391735076904297,0.3608264625072479
183,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.05967506021261215,0.9403249621391296
184,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.9555410146713257,0.044459037482738495
185,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.48344337940216064,0.5165566205978394
186,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.09575643390417099,0.9042435884475708
187,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.08217965066432953,0.9178203344345093
188,I’d rather not say.,0.17511747777462006,0.8248825073242188
189,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.05966031551361084,0.9403396844863892
190,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.06766413152217865,0.9323358535766602
191,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.1042025163769722,0.8957974314689636
192,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.08218368887901306,0.9178163409233093
193,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.06238763779401779,0.9376123547554016
194,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.18846651911735535,0.811533510684967
195,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.9266689419746399,0.07333105057477951
196,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.08217886090278625,0.9178211092948914
197,"No, he is not here. I am taking his place.",0.7822981476783752,0.21770185232162476
198,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.6392223238945007,0.3607776165008545
199,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.9555345177650452,0.04446548596024513
200,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.4795254170894623,0.5204745531082153
201,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9561102986335754,0.04388974979519844
202,Can you explain to me why we are setting up two individual aid stations?,0.9159626960754395,0.08403733372688293
203,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.027880771085619926,0.9721192121505737
204,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.10290580987930298,0.897094190120697
205,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.9266718029975891,0.07332818955183029
206,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9512670040130615,0.04873296245932579
207,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9561073184013367,0.043892666697502136
208,Can I talk with you in private once questions are over?,0.2652307450771332,0.7347692251205444
209,I’d rather not say.,0.17511805891990662,0.824881911277771
210,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.10420626401901245,0.8957936763763428
211,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9512714147567749,0.04872861132025719
212,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9561107754707336,0.04388923943042755
213,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9424939155578613,0.057506050914525986
214,He is busy today,0.18631260097026825,0.8136873841285706
215,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.1884581446647644,0.8115418553352356
216,"I'd really prefer just to wait until the brief, if that is ok.",0.08897390961647034,0.9110260605812073
217,He is busy today,0.18634477257728577,0.8136551976203918
218,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.08217200636863708,0.9178279638290405
219,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9675157070159912,0.032484300434589386
220,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.6430014967918396,0.3569985032081604
221,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.09576518088579178,0.9042348265647888
222,I’d rather not say.,0.17510995268821716,0.8248900175094604
223,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.08218011260032654,0.9178198575973511
224,It won't take long.,0.19753746688365936,0.8024625182151794
225,It won't take long.,0.1975361853837967,0.8024637699127197
226,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.10421676188707352,0.8957831859588623
227,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9424805045127869,0.057519517838954926
228,The plan was to use one large aid station with American medics running it. How is this way better?,0.9152215719223022,0.08477842062711716
229,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.9251997470855713,0.07480019330978394
230,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.967511773109436,0.03248824551701546
231,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.10293982177972794,0.897060215473175
232,It won't take long.,0.19746284186840057,0.8025371432304382
233,"Hello, sir. Have you eaten yet?",0.11924925446510315,0.8807507753372192
234,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9134275913238525,0.08657238632440567
235,"I'd really prefer just to wait until the brief, if that is ok.",0.08897998183965683,0.911020040512085
236,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9500505924224854,0.04994945600628853
237,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.10420789569616318,0.8957921266555786
238,"No, he is not here. I am taking his place.",0.7821720242500305,0.21782799065113068
239,Why does it have to be in private? We don't have a ton of time. ,0.14809361100196838,0.851906418800354
240,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.061225105077028275,0.9387748837471008
241,He is busy today,0.1863265484571457,0.8136734962463379
242,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.10294569283723831,0.8970542550086975
243,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.10419373214244843,0.8958062529563904
244,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.09576311707496643,0.904236912727356
245,I’d rather not say.,0.17509707808494568,0.8249029517173767
246,He is busy today,0.18629562854766846,0.8137043714523315
247,It won't take long.,0.1974833458662033,0.8025166392326355
