"","V1","V2","V3","Topic","Docs"
"17",0.280193236714976,0.367149758454106,0.352657004830918,2," raise my salary yes  ~  absolutely yeah um so basically i just started a family uh about three years ago and my kids are going into pre-school and uh i've been working really hard for this company and everything that i've ever done has been for the betterment of this company i haven't cut corners i've been true to the company's values i've been working every single day i'm never sick um but i want to send my kids to a really good preschool  ~  i mean they're just going into preschool so i'd say within the next six months would be a reasonable time frame in order to get a raise because i understand that you will have to make adjustments within the company i understand that you can't just pull money out of nowhere and uh in order to get a raise you'll have to give me more money would just taking money from somewhere else so of course i would be happy to have it happened over a period of time "
"18",0.271929824561404,0.390350877192982,0.337719298245614,2," Yeah, that would be i was going to ask you if you'd be willing to do that. And, um, lobby for my case, i would really appreciate that.  ~  Yeah, well, we i think that it's important that you discuss it with you you need to discuss it with now but you and i can discuss it later. Once you hear back from the decision the upper management made okay. "
"19",0.183908045977011,0.383908045977012,0.432183908045977,3," yeah i understand what you're saying i just what have you seen for me in the past ten years that you would hate to see let's go away?  ~  i think i would really like to keep working with you but i do need to get a raise and if i don't see potential for getting a raise anytime soon here i might have to leave and go seek employment other places because i'm just worried that i'm not going to be able to send my kids to a good school and for me work has taken a priority in my life but now that i have kids their priority in my life and i understand that you from an economic standpoint can't necessarily divert funds to giving raises to people just because of family reasons but i know that my work has been far superior to that of my peers and that i have a deep love for this company and i know that i would hate to go and i hope that you would hate to see me go but i really need a raise  ~  i think that if within the next six months i don't hear from you again about it i'm going to come back in and talk to you about it obviously but i think we should proceed from there and at which point i may be considering other employment options. "
"20",0.320512820512821,0.33974358974359,0.33974358974359,2," Thank you so much."
"21",0.291666666666667,0.322916666666667,0.385416666666667,3," No, i think work is fine, it's. Kind of, actually. Well, i wanted to come talk to you. I was hoping to have a conversation about potentially increasing salary. "
"22",0.461240310077519,0.275193798449612,0.263565891472868,1," Yeah, exactly. I feel like i've done a lot of good work for the company in the past year, especially, and having been here for three years, i've done a lot of work to lead many projects and brought a lot of good business to the company. So i felt like i've taken on a lot of extra work and I deserve the raise."
"23",0.381642512077295,0.374396135265701,0.243961352657005,1," Um, well, i felt like i can show them all the work, and i could tell them all the things that i've done. But at the end, like, aren’t you the one who will have the final say, so it's Easier to come directly to you ~  could you also put in like a good word in hr with me for me so that way it's i'm covering all my bases  ~  thank you appreciate it like hopefully like hr will see the amount of like i've done a lot of good work here have won employee of the month more than once like this past year has been like my most successful year so hopefully like with all of that being said and you hopefully putting in a good word for me and talking to the upper management maybe make it work towards a better salary  ~  then i'd honestly like to request to talk to your higher up because i feel like i have proven my worth to this company and i think i can not only show that, but i can also talk about that, especially with the higher ups because i feel like i'm deserving of this "
"24",0.282828282828283,0.373737373737374,0.343434343434343,2," So the only thing i could do is submit paperwork to hr and hope that they will get back to me? ~  there's nothing i can do now like you in the near future i just have to wait?"
"25",0.366666666666667,0.323809523809524,0.30952380952381,1," Um i haven't really considered working at any other company i really like the job here. So i'm i'm honestly just banking on this salary raise because i really like the work that i do here and hopefully the work i'm doing here has been benefiting the company."
"26",0.333333333333333,0.314465408805031,0.352201257861635,3," Sounds good. Thank you"
"27",0.277777777777778,0.294444444444444,0.427777777777778,3," No, no, no, no. Um, i wanted to actually discuss something with you. I was hoping to have an open conversation about potentially increasing my salery. "
"28",0.575569358178054,0.209109730848861,0.215320910973085,1," So i personally believe that i've done a lot of good things for this company, such as leading many projects, bringing lots of business to the company, and i've taken on a lot of extra work that wasn't necessarily assigned to.  ~  Yes, indeed, i do. Um, in fact, i feel like you could ask anyone in the office, including upper management, about my work ethic. And i believe that i worked harder than almost anyone.  ~  what aren't you the one who has the final say? i don't understand why we would why you would need to discuss this with upper management. like i said earlier, you could ask anyone in the office including upper management about my work ethic and i think they definitely back me ~  i understand i understand and i definitely i respect that, but i just think that i'm asking to just think about raising the salary considering that i've been working here for three years, i've never had any problems i've won numerous employee of the month awards as well as earning the highest productivity rate in the office last year and considering that i have filled in for higher management numerous times, i believe that the current salary i have doesn't reflect accurately what i'm capable of doing, "
"29",0.26984126984127,0.341269841269841,0.388888888888889,3," I would definitely wouldn't say it's very urgent, but i would i would appreciate if we could just get get it into the talks and just thinking about, like, raising my salary, considering i've been working for the past three years, maybe, like, on my fourth year of working, i would expect, not expect, but i would appreciate ah, higher raise a raise. Um, but i do understand that is a long process. "
"30",0.321212121212121,0.375757575757576,0.303030303030303,2," Can you can you explain a little bit more ? "
"31",0.275555555555556,0.342222222222222,0.382222222222222,3," No, because i definitely think, considering the way how open you are, of discussing the possibility of a raise that i could come back next year or the year after that. And try to, you know, discuss the higher salary when the future, when the company is going to be doing much better. And when i will be more much more experienced than too "
"32",0.320512820512821,0.33974358974359,0.33974358974359,2," Cool. Thanks."
"33",0.273224043715847,0.273224043715847,0.453551912568306,3," hi sir. I actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"34",0.273224043715847,0.273224043715847,0.453551912568306,3," hi sir. I actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"35",0.273224043715847,0.273224043715847,0.453551912568306,3," hi sir. I actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"36",0.472222222222222,0.281746031746032,0.246031746031746,1," I feel as though i've done a lot for the company. I've led many projects and brought in a lot of business. Have a lot of work that was not assigned to me  ~  I feel as though the amount of work that i've taken on isn't reflective of my current salary. ~  i believe i should get a fifteen percent.  ~  I have not done that.  ~  I would be willing to help out the company. "
"37",0.277777777777778,0.277777777777778,0.444444444444444,3," Hi ~  i actually wanted to discuss something with you. I was hoping to open a conversation with you about potentially increasing my salary. "
"38",0.471177944862155,0.260651629072682,0.268170426065163,1," i actually wanted to discuss something with you. I was hoping to open a conversation with you about potentially increasing my salary.  ~  I have done a lot of good things for the company, I’ve led many projects running a lot of business for the company, and i've taken a lot of extra work that was not assigned to me. ~  Oh, i can show them all the work. I think. You know, for the past couple of months.  I think they would Be very impressed.  ~  Yeah, i guess the thing is that i really i want to stay here working for the company, because i put a lot of dedication and time into this community, because it's something i'm passionate about. I’m really passionate about my work, and that’s been shown through the numerous employee of  the month of awards i received, um, you know, i earned the highest productivity rate in the office. And so it's. Not so much a problem with me being unhappy with job. It's the fact that i have been so much into it. But i don't feel that that's reflective with the work that i'm putting in salary receipt. "
"39",0.43859649122807,0.32280701754386,0.23859649122807,1," Yeah, i guess the thing is that i really i want to stay here working for the company, because i put a lot of dedication and time into this community, because it's something i'm passionate about. I’m really passionate about my work, and that’s been shown through the numerous employee of  the month of awards i received, um, you know, i earned the highest productivity rate in the office. And so it's. Not so much a problem with me being unhappy with job. It's the fact that i have been so much into it. But i don't feel that that's reflective with the work that i'm putting in salary receipt. "
"40",0.293532338308458,0.338308457711443,0.3681592039801,3," Okay, sounds great. So i'll fill out the application for the salary increases. Then we'll get that on. Then talk about the advertising project you talked about that's. sounds Interesting, "
"41",0.245098039215686,0.348039215686275,0.406862745098039,3," I see. So maybe, if we get the salary taking care of, and then see where that goes. And then if that gets approved then. Maybe i could take that on for either increase salary. Or possibly a bonus or something "
"42",0.282828282828283,0.282828282828283,0.434343434343434,3," Uh yes i actually wanted to discuss something important with you regarding my future and present in the company and i was hoping to have an open conversation with you about potentially increasing my salary"
"43",0.626911314984709,0.246177370030581,0.126911314984709,1," Um well because i believe that i have done a lot of helpful things for the company and for my team i have led many projects brought in a lot of business for the company and have taken a lot of extra work that wasn't necessarily a part of my role but i took the initiative to go above and beyond and i've even filled in for higher management numerous times which has given me a lot of exposure and something that's higher than my job  ~  I think that my past record speaks for the future as well i'm a hard worker i'm driven and my passion for my my passion for my career also has to do with the company if the company does better i know that i will benefit from it as well so i always strive to do things that will help better my team, my company and my career as a whole  ~  well i'm not sure what the other employees have done and i can't speak on their behalf i can show you that what i've been working on and that's a two fold answer one is in the numbers and you can see that i've won numerous employee of the month awards i've earned the highest productivity rate in the office for last year and like i said earlier have i filled in for higher management numerous times whatever it's needed and that's more of the numbers part of it and stuff that you can see right away the more qualitative to part of that is that i believe that the people i work with whether it be my direct managers whether it be people below me or whether it be my co workers can really see the passion in time and effort i've put into this company and to really have a raise would incentivize me to do even better and to grow even more and be more successful along what making the company more successful as well ~  Yeah, i would love to talk to that. I can show them all the work that i've been doing these past couple of months. And hopefully i believe they would be very impressed. "
"44",0.358156028368794,0.400709219858156,0.24113475177305,2," Um, of course, anything would be appreciated since, like i said, i would love to have a little bit of, uh, incentive for all the work that i do put it to this company. And if you do happen to have some leeway a little bit of leeway with the budget, i promise you that what you i will be an investment to the company. What you end up spending on me, I will work as hard as I can. Like i said, earlier numbers and inequality to earn back twice, three times four times as much for the company itself through my contracts. "
"45",0.582716049382716,0.25679012345679,0.160493827160494,1," well i'm not sure what the other employees have done and i can't speak on their behalf i can show you that what i've been working on and that's a two fold answer one is in the numbers and you can see that i've won numerous employee of the month awards i've earned the highest productivity rate in the office for last year and like i said earlier have i filled in for higher management numerous times whatever it's needed and that's more of the numbers part of it and stuff that you can see right away the more qualitative to part of that is that i believe that the people i work with whether it be my direct managers whether it be people below me or whether it be my co workers can really see the passion in time and effort i've put into this company and to really have a raise would incentivize me to do even better and to grow even more and be more successful along what making the company more successful as well"
"46",0.314465408805031,0.333333333333333,0.352201257861635,3," Thank you so much, thanks."
"47",0.287179487179487,0.302564102564103,0.41025641025641,3," Hello, was wondering if you had a moment to talk.  ~  Well, i was wondering if we could discuss my current status in the company i was, hoping to potentially discuss on increased my salary. "
"48",0.377410468319559,0.303030303030303,0.319559228650138,1," Well, i was wondering if we could discuss my current status in the company i was, hoping to potentially discuss on increased my salary.  ~  Well, i had been thinking about it. I was thinking about my role and position and involvement in the company, uh, was thinking about the work and the business that have provided in the past when the work that i continue to do today, um, i think that these things no. In my mind, are deserving of an increase in salary.  ~  Of course i understand. Well, i think that the multiple projects that i've been involved with, uh, all of which have been successful. I've been working here for three years. I think that that shows the level of dedication that i'm willing to give to this position and how much i care about this, uh, this company on my job, on the success that we've created together. And i personally would like to have a greater part in that. And i think that as i increase my involvement and as i, i dedicate myself more that  calls for an increase to salary. "
"49",0.228956228956229,0.531986531986532,0.239057239057239,2," Yeah, right. Well, i like to think that that my passport, a good indicator for how i worked today and how i will choose to work tomorrow. And i think that if my level of commitment was at a certain level, as i increase that level of commitment, i think i would like to see compensation without moving forward. And i also recognize that's Not the only reason that i do this job, and i'm committed to of the position. Regardless, my pay. But, um, i think as a as I look to move forward in the company and further my professional goals, i think that this is a step i need to take. "
"50",0.311111111111111,0.344444444444444,0.344444444444444,2," Yeah, well, like i completely understand. Also, thank you for taking the time to talk to me about this."
"51",0.324894514767933,0.40084388185654,0.274261603375527,2," Uh, you know well, i think, um, i would be willing to take on additional work loads, of course, to prove my my dedication and commitment, i i'd certainly be willing to showcase my work ethic.And you know, to not just, uh, ask for a raise blindly, but to truly show that, yeah, you, too, to show it to indicate that that this is, that i'm a worthwhile investment. "
"52",0.28735632183908,0.28735632183908,0.425287356321839,3," Hey, how’s it going? ~  I was hoping to have an open conversation about, potentially having an increase in my salary. What ? "
"53",0.276995305164319,0.375586854460094,0.347417840375587,2," Um, okay, i could go fill out the application in the system. I understand your position only being one step about mine i do appreciate you recognizing the value i put into this company? If if you can, if you have the time and are willing, if you could refer me to your supervisors, i would really appreciate that. "
"54",0.43859649122807,0.217543859649123,0.343859649122807,1," I was hoping to have an open conversation about, potentially having an increase in my salary. What ?  ~  so i've won several employees of the month awards I moved out to china, of my own accord, to try to, increase my position in this company and to show how dedicated I am to the company. I have earned the highest productivity rate in this past year, and i have filled in for higher management numerous times. Based on my current salary and my current job requirements. I believe i've exceeded them, therefore should compensated more for my work. "
"55",0.28042328042328,0.35978835978836,0.35978835978836,2," I have not done that yet. I was hoping to approach you directly, to potentially expedite the  process or increase my chances of getting the pay raise."
"56",0.304029304029304,0.293040293040293,0.402930402930403,3," Um, at the moment, i have not been I have not been looking for other offers. As i would still like to work for this company  ~  I understand I am not provided compensation. However, i am still dedicated this company. I want to see the company succeed i would like to succeed in the company. i want to do whatever i can to help this company. ~  at this moment, no, however, I do understand my own value, and if the company does not recognize that in the near future, then i might potentially move but at the moment, i'm not. I would like to stay at the company "
"57",0.333333333333333,0.352201257861635,0.314465408805031,2," okay, that will work"
"58",0.333333333333333,0.352201257861635,0.314465408805031,2," I would be willing, to, help out in that in that exercise. "
"59",0.273224043715847,0.289617486338798,0.437158469945355,3," no sir actually just wanted to discuss something with you i was hoping to have a conversation with you about potentially increasing my salary."
"60",0.419191919191919,0.297979797979798,0.282828282828283,1," so i thought that you would be the one who was eventually in charge of this but i could definitely go back to the upper management and show them the work i've been doing the past couple of months and i think that they would be impressed "
"61",0.480952380952381,0.280952380952381,0.238095238095238,1,"Right, so I’ve done a lot of good things for the company i've led many projects brought in a lot of business for the company and i've taken a lot of extra work that was not assigned to me"
"62",0.285223367697594,0.398625429553265,0.316151202749141,2," so i thought that you would be the one who was eventually in charge of this but i could definitely go back to the upper management and show them the work i've been doing the past couple of months and i think that they would be impressed  ~  All right. I would be definitely willing to do that. I would love to go through the entire process if there's a formal process for doing this. ~  so i guess that is up to them. In the end, i would understand that if they go through the process and evaluate me and they do not think that i deserve that that's understandable.  ~ Um, i think i would go to them and pitch Why, i think i do deserve this pay raise, and I personally believe that i do, and so i wouldn’t completely understand it. But in the end, it is their decision, "
"63",0.304964539007092,0.326241134751773,0.368794326241135,3,"Um, i think i would go to them and pitch Why, i think i do deserve this pay raise, and I personally believe that i do, and so i wouldn’t completely understand it. But in the end, it is their decision,  ~  Um, i'm not actively looking for other companies, and i'm very committed to the company. And so i don't think that whether or not i get a pay raise will affect my level of work.  ~  Well, i have been very committed to the company. Obviously, i've been here for the past few years. Three years yes, and i would love to be able to stay with company. So primarily i would try to do that. "
"64",0.301075268817204,0.349462365591398,0.349462365591398,2," no, thank you so much for taking the time to listen to me. And i will make sure to go through the process or the potential pay raise"
"65",0.29957805907173,0.350210970464135,0.350210970464135,2," Thank you for meeting me, I know your time is valuable.  ~  I think that I’ll leave that up to you. I think that you've been a good boss to me. And i have no reason to doubt that you would give me anything less than what you feel is appropriate.  ~  i looked into it, but i think that something that i've always been told is you want something, you should go straight to the person and talk to them. "
"66",0.304029304029304,0.413919413919414,0.282051282051282,2," i just i think that i know you to be fair. And i know you to be somebody who's going to reward hard work. I think that i'm served this company well. And i think that at this point, i just i'm really looking for maybe higher wage or something to let it be recognized that I have been working hard.  ~  I just think that with some of the accolades that I have received in this past year, maybe it's, just time for me, move a little bit higher in the ranks, "
"67",0.245833333333333,0.495833333333333,0.258333333333333,2," That makes total sense and that's, definitely something that i'm interested in and having you do it's, just maybe about you coming one level higher. I think that it’s definitely valued. And i think that me filling out an official form will not go as far. You actually going one level higher up and just talking for me personally. "
"68",0.297619047619048,0.369047619047619,0.333333333333333,2," That's a good question. Two days, with no conversation at all. "
"69",0.328502415458937,0.371980676328502,0.29951690821256,2," i usually like to remain pretty loyal. And so i think that before i would go exploring other options, i would come to you. First. You say that i want to continue working for you, but I need a little change. That’s where I stand"
"70",0.289617486338798,0.371584699453552,0.33879781420765,2," Yes, i think that if you give me your word that you're going to, try to do all that. I could definitely see myself doing this is taking on a little more responsibility. "
"71",0.322404371584699,0.322404371584699,0.355191256830601,3," Well, i just considered. Since you're the boss, you would know you the authority to give me a pay raise. "
"72",0.325757575757576,0.314393939393939,0.359848484848485,3," No problem, sir. I just came here to say I wanted to talk to you about potentially getting a pay raise. While i'm really grateful for being able to work here for the past three years and an excellent boss. I think that i've displayed a lot of leadership, good work ethic, doing things haven't really been assigned to me, and i think that based on those. I could really use a pay raise. "
"73",0.339393939393939,0.321212121212121,0.339393939393939,1," Then, in that case, do you think you could speak to him on my approval on my behalf? "
"74",0.314009661835749,0.357487922705314,0.328502415458937,2," Okay, who else would i be competing with?  ~  Do you think i would be competitive for pay raise? You said yourself that, you know, i worked really hard with your, you know, recommendation. I think that would go a long way with upper management. "
"75",0.291079812206573,0.431924882629108,0.276995305164319,2," No, you think, you know, if it's not approved i would just come back and ask why, but I don't want to infringe on your job, because you know you're more connected, to upper management than i am, but i'd still, like to pursue that as much as possible. "
"76",0.303030303030303,0.339393939393939,0.357575757575758,3," I don’t see why not. ~  Thank you, sir. That no, mr, thank you."
"77",0.333333333333333,0.299435028248588,0.367231638418079,3," I’m good. ~  I want to talk about how I have been overlooked in this company. I believe I have been mistreated and deserve a raise. "
"78",0.304597701149425,0.32183908045977,0.373563218390805,3," When you recreate the budget for next year, I would appreciate if you could keep my thoughts in mind. "
"79",0.487562189054726,0.263681592039801,0.248756218905473,1," I've done a lot of things for the company. I’ve lead many projects brought in a lot of business for the company, have taken a lot of extra work that was not assigned to me. "
"80",0.449612403100775,0.275193798449612,0.275193798449612,1," I can show them all the work i've been doing over the past couple months. I believe they will be very impressed.  ~  I believe I have gone above and beyond in my role as an employee here and a lot of people can attest to that and i think i brought a lot of success to the company, which is why i deserve a raise after three years. ~  Yeah, i could contact them, but i prefer it if you could also put in your word based on my work. "
"81",0.373737373737374,0.313131313131313,0.313131313131313,1," in the future, with the higher managerial role, i will be able to further the success by controlling more employees, more divisions of the company, and hopefully bring better outlook for the future. "
"82",0.362573099415205,0.327485380116959,0.309941520467836,1," I would be willing to do that, but i already go above and beyond my duties and do a lot more work than I am required to do. "
"83",0.266666666666667,0.30952380952381,0.423809523809524,3," good morning,  ~  nothing much, sir. Um, i just think i want to talk to you about just discuss something really simple. I want to have an open conversation with you about potentially increasing my salary. "
"84",0.400709219858156,0.358156028368794,0.24113475177305,1," Yes, of course. You know, i've been working closely with you for the past three years since i moved over here and were able to give this amazing opportunity for me to grow and develop my career, which i would like to thank you so much. And not only work but also lead many other projects, i'm bring a lot of business for the company and do really well with it, and I’ve also taken up a lot of extra work that was necessary assigned to me just so that i can do what's best for out company."
"85",0.312312312312312,0.33033033033033,0.357357357357357,3," like you said, you can ask almost anyone in the office, I am always working very hard and for those reasons. I have applied for the raise but they've never been completely approved. And that's. Why i want to talk to you specifically, obviously because I’ve worked so closely with you and you have seen me grow over the years, to see what could be the reasons for that.  ~  Oh, i mean, specifically from our company. Got in. I'm employed a month over and over again. So that kind of awards from us to see that i have been getting good work done and expanding our business to other places.  ~  I think that i've been working for three, full years now and have gone above and beyond, so i was hoping that i would be able to get a fifteen to twenty percent raise. "
"86",0.253968253968254,0.492063492063492,0.253968253968254,2," yes, of course, like I tried to go through the normal channels, as well and everything, and i was hoping that even though you're just one level above me, we've seen that you obviously to do so much for the company, you have your own influence and things like that, and since obviously again, it's up to you. But as you've seen me work kind of with you over the past few years, i just thought that you could also continue to fight expedite the process, because, obviously, like all the rest of the process is important. I feel like i've kind of been through that kind of led me astray to nowhere, so that you could kind of just, like, help me out. "
"87",0.354700854700855,0.367521367521368,0.277777777777778,2," For me, when i obviously when I moved to china and coming to work at this office, my goal was getting kind of continue on with our company. I wasn't planning on jumping for one company to another, and i wanted to stick with us. And help grow myself and my career, as well as use that help our company grow to be the best that it could be"
"88",0.285140562248996,0.48995983935743,0.224899598393574,2," Yeah, of course, i would be ready to kind of do anything that cos obviously, like expertise, people and other things that could help bring more. All represented, kind of like being in a panel showing how it's been such a great experience working here how much I have learned from it. But again, i would do pretty much anything that there needs to be done in order to help our company out and let it grow "
"89",0.299435028248588,0.31638418079096,0.384180790960452,3," No there's, no problem. I just wanted to talk about the idea, potentially me getting a raise. "
"90",0.341880341880342,0.38034188034188,0.277777777777778,2," Sure. Um, so i've been here for three years. I've been doing not only my own work, but i've been do, like more work than has been assigned to me, and i feel that it's all been very, very well done. You always really appreciated everything. And so i was just thinking that after a long time and for the value that i bring, i think that a pay raise is appropriate at this time. "
"91",0.298449612403101,0.414728682170543,0.286821705426357,2," i didn't do it yet, but i can write that letter if that's what's needed  ~  Um, well, after so many years, i feel that i request that this point is usually normal to happen, so it doesn't happen. Then i might want t,. I don't know. I was my direct manager that i was hoping that you'd be able to have a little more influence and maybe trying to accomplish that raise after such a long time of being here, "
"92",0.291666666666667,0.369791666666667,0.338541666666667,2," Um, recently or no, i'm not looking elsewhere right now. I would like to stay this company, and, um, i really would like the pay raise in order to be able to do that. "
"93",0.358974358974359,0.320512820512821,0.320512820512821,1," Sounds good. "
"94",0.277777777777778,0.277777777777778,0.444444444444444,3," i actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"95",0.277777777777778,0.277777777777778,0.444444444444444,3," i actually wanted to discuss something with you. I was hoping to have an open conversation with you about potentially increasing my salary. "
"96",0.513745704467354,0.348797250859107,0.13745704467354,1," done a lot of good things for this company. I have led many projects, brought in a lot of business for the company and have taken a lot of extra work that was not assigned to me.  ~  I can show them all the work i've been doing over the past couple of months. I believe that they re very impressed.  ~  I take i worked the extra hours i have taken on roles that weren't necessarily assigned to me. I have tried my gone out of my way to learn the upper management's job and like to see if i can. I guess kind of like emulate. Um, even if i could, like, learn how to do and they believe that i would be like a great fit for the role. I think i could have gone above and beyond in the past. Um, and i believe that, like, i would be a strong candidate for an upper level job or even a higher salary because i have shown the work and, like, i had to have the work ethic in the productivity for it.  ~  i mean i like know that you’re the person with the final say on if someone gets a raise or not ~  so as like a lower level worker here i've seen a lot of resources that have gone to waste on how we can better fix our budget if i work with you closely on how we can fix our budget do you think then you will be able to find space in the budget to increase my salary  ~  i would like some upward mobility in this company and as a higher level management worker i think i would be a great leader i have strong speaking skills people always respect me and my work ethic i i always show up i rarely ever take a day off and i will always be there for this company rain or shine. "
"97",0.266666666666667,0.366666666666667,0.366666666666667,2," I think that any interaction is better face to face and thought that we could talk about, um, if i could get a raise. And if not, then like, what i can do to improve in the workplace. And then, like, i just wanted some, like, um, like. Constructive feedback from you "
"98",0.326797385620915,0.326797385620915,0.34640522875817,3," Thank you."
"99",0.34640522875817,0.326797385620915,0.326797385620915,1," Doing well. "
"100",0.200312989045383,0.646322378716745,0.153364632237872,2," I’m not doing too well actually, we're behind on our group project and i think you're the cause of it.  ~  i'm fine. I was hoping to talk about our group project with you. There is some problems we need a fix right now.  ~  The group and i feel like we have a lot of work to shoulder, and we're hoping that you'd be able to take on some more work.  ~  i know you're probably really busy preparing for graduation, but it be great if you could accomplish some tasks being a senior, your expertise and, like your knowledge, were go really long way in helping us finish this project ~  But we felt like you haven't put a lot into this project and we will we won't be able to finish his project if you don't get this work done i think we won't be able to graduate if we don't pass this project so i think we need a little more help from your end  ~  so maybe just like when we have like some questions and you keep missing some of our group meeting so just trying to attend the group meetings or like responding to some of our messages would really help us see where you're at and what t we can ask you for help and if you could help us back  ~  yeah so we notice you're really busy but we want have a chance to be able to work on the project we think you have some like great insight and a lot of stuff on what we're doing so it's been really hard tio keep up with the project because the full team hasn't been here  ~  Yeah so i think that's good, but i think still, i think you need to put in like, a little effort, because this is like a group project so just like putting in a little time, like we all know you're busy. And a lot of us are too just taking a little time out of your day to work on this project would really help us move along in the project."
