,V1,V2,V3,Topic,Docs,Stem_doc
57,0.314465409,0.333333333,0.352201258,3," I see for searching for jobs, or.",see search job
58,0.348717949,0.317948718,0.333333333,1," Yeah, i guess the thing is that i really i want to stay here working for the company, because i put a lot of dedication and time into this community, because it's something i'm passionate about.",yeah guess thing realli want stay work compani put lot dedic time communiti someth im passion
59,0.427860697,0.278606965,0.293532338,1," I’m really passionate about my work, and that’s been shown through the numerous employee of  the month of awards i received, um, you know, i earned the highest productivity rate in the office.",’m realli passion work ’s shown numer employe month award receiv um know earn highest product rate offic
60,0.345679012,0.345679012,0.308641975,1, Not so much a problem with me being unhappy with job.,much problem unhappi job
61,0.33974359,0.33974359,0.320512821,1, It's the fact that i have been so much into it.,fact much
62,0.32183908,0.33908046,0.33908046,2, But i don't feel that that's reflective with the work that i'm putting in salary receipt.,dont feel that reflect work im put salari receipt
63,0.369047619,0.297619048,0.333333333,1," Yes, because i've been working for the past three years.",yes ive work past three year
64,0.333333333,0.351190476,0.31547619,2," You know, i would say that we could compromise with about fifteen percent raise.",know say compromis fifteen percent rais
65,0.358974359,0.320512821,0.320512821,1, What would that be in addition to what i'm currently doing.,addit im current
66,0.346405229,0.326797386,0.326797386,1, I see.,see
67,0.292397661,0.397660819,0.30994152,2," So maybe, if we get the salary taking care of, and then see where that goes.",mayb get salari take care see goe
68,0.320512821,0.358974359,0.320512821,2, And then if that gets approved then.,get approv
69,0.303030303,0.339393939,0.357575758,3, Maybe i could take that on for either increase salary.,mayb take either increas salari
70,0.333333333,0.352201258,0.314465409,2, Or possibly a bonus or something .,possibl bonus someth
71,0.314465409,0.352201258,0.333333333,2," Okay, sounds great.",okay sound great
72,0.321212121,0.357575758,0.321212121,2, So i'll fill out the application for the salary increases.,ill fill applic salari increas
73,0.320512821,0.358974359,0.320512821,2, Then we'll get that on.,well get
74,0.303030303,0.339393939,0.357575758,3, Then talk about the advertising project you talked about that's.,talk advertis project talk that
75,0.33974359,0.33974359,0.320512821,1," sounds Interesting, .",sound interest
76,0.267676768,0.434343434,0.297979798,2, Uh yes i actually wanted to discuss something important with you regarding my future and present in the company and i was hoping to have an open conversation with you about potentially increasing my salary.,uh yes actual want discuss someth import regard futur present compani hope open convers potenti increas salari
77,0.307407407,0.251851852,0.440740741,3, Um well because i believe that i have done a lot of helpful things for the company and for my team i have led many projects brought in a lot of business for the company and have taken a lot of extra work that wasn't necessarily a part of my role but i took the initiative to go above and beyond and i've even filled in for higher management numerous times which has given me a lot of exposure and something that's higher than my job .,um well believ done lot help thing compani team led mani project brought lot busi compani taken lot extra work wasnt necessarili part role took initi go beyond ive even fill higher manag numer time given lot exposur someth that higher job
78,0.333333333,0.320833333,0.345833333,3," I think that my past record speaks for the future as well i'm a hard worker i'm driven and my passion for my my passion for my career also has to do with the company if the company does better i know that i will benefit from it as well so i always strive to do things that will help better my team, my company and my career as a whole .",think past record speak futur well im hard worker im driven passion passion career also compani compani better know will benefit well alway strive thing will help better team compani career whole
79,0.530864198,0.190123457,0.279012346,1, well i'm not sure what the other employees have done and i can't speak on their behalf i can show you that what i've been working on and that's a two fold answer one is in the numbers and you can see that i've won numerous employee of the month awards i've earned the highest productivity rate in the office for last year and like i said earlier have i filled in for higher management numerous times whatever it's needed and that's more of the numbers part of it and stuff that you can see right away the more qualitative to part of that is that i believe that the people i work with whether it be my direct managers whether it be people below me or whether it be my co workers can really see the passion in time and effort i've put into this company and to really have a raise would incentivize me to do even better and to grow even more and be more successful along what making the company more successful aswell.,well im sure employe done cant speak behalf can show ive work that two fold answer one number can see ive won numer employe month award ive earn highest product rate offic last year like said earlier fill higher manag numer time whatev need that number part stuff can see right away qualit part believ peopl work whether direct manag whether peopl whether co worker can realli see passion time effort ive put compani realli rais incentiv even better grow even success along make compani success aswel
80,0.343915344,0.296296296,0.35978836,3," Um, of course, anything would be appreciated since, like i said, i would love to have a little bit of, uh, incentive for all the work that i do put it to this company.",um cours anyth appreci sinc like said love littl bit uh incent work put compani
81,0.361111111,0.294444444,0.344444444,1," And if you do happen to have some leeway a little bit of leeway with the budget, i promise you that what you i will be an investment to the company.",happen leeway littl bit leeway budget promis will invest compani
82,0.320512821,0.320512821,0.358974359,3, What you end up spending on me ?,end spend
83,0.345679012,0.308641975,0.345679012,1, I will work as hard as I can.,will work hard can
84,0.394871795,0.317948718,0.287179487,1," Like i said, earlier numbers and inequality to earn back twice, three times four times as much for the company itself through my contracts.",like said earlier number inequ earn back twice three time four time much compani contract
85,0.333333333,0.352201258,0.314465409,2," Yeah, i would love to talk to that.",yeah love talk
86,0.397660819,0.292397661,0.30994152,1, I can show them all the work that i've been doing these past couple of months.,can show work ive past coupl month
87,0.333333333,0.333333333,0.333333333,1, And hopefully i believe they would be very impressed.,hope believ impress
88,0.352201258,0.333333333,0.314465409,1," Thank you so much, thanks.",thank much thank
89,0.327160494,0.345679012,0.327160494,2," Hello, was wondering if you had a moment to talk.",hello wonder moment talk
90,0.322404372,0.371584699,0.306010929,2,"  Well, i was wondering if we could discuss my current status in the company i was, hoping to potentially discuss on increased my salary.",well wonder discuss current status compani hope potenti discuss increas salari
91,0.320512821,0.358974359,0.320512821,2," Well, i had been thinking about it.",well think
92,0.302564103,0.317948718,0.379487179,3," I was thinking about my role and position and involvement in the company, uh, was thinking about the work and the business that have provided in the past when the work that i continue to do today, um, i think that these things no.",think role posit involv compani uh think work busi provid past work continu today um think thing
93,0.308641975,0.364197531,0.327160494,2," In my mind, are deserving of an increase in salary.",mind deserv increas salari
94,0.33974359,0.320512821,0.33974359,1,  Of course i understand.,cours understand
95,0.32748538,0.30994152,0.362573099,3," Well, i think that the multiple projects that i've been involved with, uh, all of which have been successful.",well think multipl project ive involv uh success
96,0.364197531,0.308641975,0.327160494,1, I've been working here for three years.,ive work three year
97,0.317948718,0.317948718,0.364102564,3," I think that that shows the level of dedication that i'm willing to give to this position and how much i care about this, uh, this company on my job, on the success that we've created together.",think show level dedic im will give posit much care uh compani job success weve creat togeth
98,0.345679012,0.327160494,0.327160494,1, And i personally would like to have a greater part in that.,person like greater part
99,0.32748538,0.34502924,0.32748538,2," And i think that as i increase my involvement and as i, i dedicate myself more that  calls for an increase to salary.",think increas involv dedic call increas salari
100,0.320512821,0.358974359,0.320512821,2," Yeah, right.",yeah right
101,0.301075269,0.365591398,0.333333333,2," Well, i like to think that that my passport, a good indicator for how i worked today and how i will choose to work tomorrow.",well like think passport good indic work today will choos work tomorrow
102,0.302564103,0.394871795,0.302564103,2," And i think that if my level of commitment was at a certain level, as i increase that level of commitment, i think i would like to see compensation without moving forward.",think level commit certain level increas level commit think like see compens without move forward
103,0.30994152,0.292397661,0.397660819,3," And i also recognize that's Not the only reason that i do this job, and i'm committed to of the position.",also recogn that reason job im commit posit
104,0.33974359,0.33974359,0.320512821,1," Regardless, my pay.",regardless pay
105,0.322404372,0.338797814,0.338797814,2," But, um, i think as a as I look to move forward in the company and further my professional goals, i think that this is a step i need to take.",um think look move forward compani profession goal think step need take
106,0.293532338,0.323383085,0.383084577,3," Uh, you know well, i think, um, i would be willing to take on additional work loads, of course, to prove my my dedication and commitment, i i'd certainly be willing to showcase my work ethic.",uh know well think um will take addit work load cours prove dedic commit id certain will showcas work ethic
107,0.349462366,0.365591398,0.284946237,2,"And you know, to not just, uh, ask for a raise blindly, but to truly show that, yeah, you, too, to show it to indicate that that this is, that i'm a worthwhile investment.",know just uh ask rais blind truli show yeah show indic im worthwhil invest
108,0.357575758,0.339393939,0.303030303,1,"  Yeah, well, like i completely understand.",yeah well like complet understand
109,0.339393939,0.339393939,0.321212121,1," Also, thank you for taking the time to talk to me about this.",also thank take time talk
110,0.345679012,0.345679012,0.308641975,1," Hello sir, Uh, no, There's, no problem.",hello sir uh there problem
111,0.314465409,0.371069182,0.314465409,2, I wanted to discuss something with you.,want discuss someth
112,0.31547619,0.386904762,0.297619048,2, I wasn't going to have an open conversation about potentially increasing my salary.,wasnt go open convers potenti increas salari
113,0.321212121,0.303030303,0.375757576,3, I've done a lot of things for the company.,ive done lot thing compani
114,0.264550265,0.264550265,0.470899471,3," I’ve lead many projects brought in a lot of business for the company, have taken a lot of extra work that was not assigned to me.",’ve lead mani project brought lot busi compani taken lot extra work assign
115,0.397660819,0.292397661,0.30994152,1, i can show them all the work that i've been doing with past couple of months.,can show work ive past coupl month
116,0.33974359,0.320512821,0.33974359,1," I believe they would be impressed,.",believ impress
117,0.333333333,0.369047619,0.297619048,2," I appreciate the, uh, support and, um, thank you for the consideration, and i wouldn't go above your head.",appreci uh support um thank consider wouldnt go head
118,0.308641975,0.345679012,0.345679012,2,"  Um, that happened, um then i think you just does what i could do in the future.",um happen um think just futur
119,0.314465409,0.371069182,0.314465409,2, So that way I could be considered for a raise.,way consid rais
120,0.326797386,0.326797386,0.346405229,3,  In other companies?,compani
121,0.33974359,0.33974359,0.320512821,1, i haven't considered that.,havent consid
122,0.304597701,0.33908046,0.356321839,3," But if you feel that that's, the only way for me to excel my career, then i might have to consider that in the future.",feel that way excel career might consid futur
123,0.333333333,0.350282486,0.316384181,2," Yeah, no, i definitely understand, um, and i hope that we can work together to come to a conclusion.",yeah definit understand um hope can work togeth come conclus
124,0.346405229,0.326797386,0.326797386,1, Thank you.,thank
125,0.357575758,0.321212121,0.321212121,1," Appreciate it, I’ll keep working hard.",appreci ’ll keep work hard
126,0.346405229,0.326797386,0.326797386,1," No, thank you.",thank
127,0.320512821,0.33974359,0.33974359,2," Hey, how’s it going?",hey ’s go
128,0.31547619,0.386904762,0.297619048,2," I was hoping to have an open conversation about, potentially having an increase in my salary.",hope open convers potenti increas salari
129,0.320512821,0.33974359,0.33974359,2, I have not done that yet.,done yet
130,0.289617486,0.355191257,0.355191257,2," I was hoping to approach you directly, to potentially expedite the  process or increase my chances of getting the pay raise.",hope approach direct potenti expedit process increas chanc get pay rais
131,0.388888889,0.267676768,0.343434343,1," so i've won several employees of the month awards I moved out to china, of my own accord, to try to, increase my position in this company and to show how dedicated I am to the company.",ive won sever employe month award move china accord tri increas posit compani show dedic compani
132,0.43715847,0.289617486,0.273224044,1," I have earned the highest productivity rate in this past year, and i have filled in for higher management numerous times.",earn highest product rate past year fill higher manag numer time
133,0.333333333,0.333333333,0.333333333,1, Based on my current salary and my current job requirements.,base current salari current job requir
134,0.351190476,0.31547619,0.333333333,1," I believe i've exceeded them, therefore should compensated more for my work.",believ ive exceed therefor compens work
135,0.321212121,0.375757576,0.303030303,2," Ideally, i would have fifteen percent, pay increase.",ideal fifteen percent pay increas
136,0.326797386,0.346405229,0.326797386,2, That is what I am looking for.,look
137,0.314465409,0.352201258,0.333333333,2," Um, at the moment, i have not been I have not been looking for other offers.",um moment look offer
138,0.345679012,0.308641975,0.345679012,1, As i would still like to work for this company .,still like work compani
139,0.327160494,0.364197531,0.308641975,2," Um, okay, i could go fill out the application in the system.",um okay go fill applic system
140,0.377777778,0.277777778,0.344444444,1, I understand your position only being one step about mine i do appreciate you recognizing the value i put into this company?,understand posit one step mine appreci recogn valu put compani
141,0.362573099,0.30994152,0.32748538,1," If if you can, if you have the time and are willing, if you could refer me to your supervisors, i would really appreciate that.",can time will refer supervisor realli appreci
142,0.314465409,0.333333333,0.352201258,3," I would be willing, to, help out in that in that exercise.",will help exercis
143,0.352201258,0.314465409,0.333333333,1, I understand I am not provided compensation.,understand provid compens
144,0.345679012,0.327160494,0.327160494,1," However, i am still dedicated this company.",howev still dedic compani
145,0.30994152,0.362573099,0.32748538,2, I want to see the company succeed i would like to succeed in the company.,want see compani succeed like succeed compani
146,0.321212121,0.321212121,0.357575758,3, i want to do whatever i can to help this company.,want whatev can help compani
147,0.317204301,0.317204301,0.365591398,3," at this moment, no, however, I do understand my own value, and if the company does not recognize that in the near future, then i might potentially move but at the moment, i'm not.",moment howev understand valu compani recogn near futur might potenti move moment im
148,0.352201258,0.314465409,0.333333333,1, I would like to stay at the company .,like stay compani
149,0.314465409,0.333333333,0.352201258,3," okay, that will work.",okay will work
150,0.273224044,0.453551913,0.273224044,2, no sir actually just wanted to discuss something with you i was hoping to have a conversation with you about potentially increasing my salary.,sir actual just want discuss someth hope convers potenti increas salari
151,0.262910798,0.234741784,0.502347418,3," Right, so I’ve done a lot of good things for the company i've led many projects brought in a lot of business for the company and i've taken a lot of extra work that was not assigned to me.",right ’ve done lot good thing compani ive led mani project brought lot busi compani ive taken lot extra work assign
152,0.373737374,0.297979798,0.328282828,1,  so i thought that you would be the one who was eventually in charge of this but i could definitely go back to the upper management and show them the work i've been doing the past couple of months and i think that they would be impressed .,thought one eventu charg definit go back upper manag show work ive past coupl month think impress
153,0.326797386,0.346405229,0.326797386,2, All right.,right
154,0.320512821,0.33974359,0.33974359,2, I would be definitely willing to do that.,definit will
155,0.333333333,0.369047619,0.297619048,2, I would love to go through the entire process if there's a formal process for doing this.,love go entir process there formal process
156,0.326797386,0.326797386,0.346405229,3, so i guess that is up to them.,guess
157,0.33908046,0.32183908,0.33908046,1," In the end, i would understand that if they go through the process and evaluate me and they do not think that i deserve that that's understandable.",end understand go process evalu think deserv that understand
158,0.338797814,0.355191257,0.306010929,2," Um, i think i would go to them and pitch Why, i think i do deserve this pay raise, and I personally believe that i do, and so i wouldn’t completely understand it.",um think go pitch think deserv pay rais person believ wouldn’t complet understand
159,0.320512821,0.33974359,0.33974359,2," But in the end, it is their decision, .",end decis
160,0.321212121,0.321212121,0.357575758,3," Um, i'm not actively looking for other companies, and i'm very committed to the company.",um im activ look compani im commit compani
161,0.294444444,0.394444444,0.311111111,2, And so i don't think that whether or not i get a pay raise will affect my level of work.,dont think whether get pay rais will affect level work
162,0.333333333,0.314465409,0.352201258,3," Well, i have been very committed to the company.",well commit compani
163,0.364197531,0.308641975,0.327160494,1," Obviously, i've been here for the past few years.",obvious ive past year
164,0.362573099,0.30994152,0.32748538,1," Three years yes, and i would love to be able to stay with company.",three year yes love abl stay compani
165,0.320512821,0.320512821,0.358974359,3, So primarily i would try to do that.,primarili tri
166,0.339393939,0.321212121,0.339393939,1," no, thank you so much for taking the time to listen to me.",thank much take time listen
167,0.30994152,0.362573099,0.32748538,2, And i will make sure to go through the process or the potential pay raise.,will make sure go process potenti pay rais
168,0.33974359,0.33974359,0.320512821,1," No problem, sir.",problem sir
169,0.299435028,0.384180791,0.316384181,2, I just came here to say I wanted to talk to you about potentially getting a pay raise.,just came say want talk potenti get pay rais
170,0.367231638,0.282485876,0.350282486,1, While i'm really grateful for being able to work here for the past three years and an excellent boss.,im realli grate abl work past three year excel boss
171,0.307291667,0.307291667,0.385416667,3," I think that i've displayed a lot of leadership, good work ethic, doing things haven't really been assigned to me, and i think that based on those.",think ive display lot leadership good work ethic thing havent realli assign think base
172,0.345679012,0.345679012,0.308641975,1, I could really use a pay raise.,realli use pay rais
173,0.314465409,0.371069182,0.314465409,2," Well, i just considered.",well just consid
174,0.32183908,0.33908046,0.33908046,2," Since you're the boss, you would know you the authority to give me a pay raise.",sinc your boss know author give pay rais
175,0.321212121,0.357575758,0.321212121,2," Then, in that case, do you think you could speak to him on my approval on my behalf?",case think speak approv behalf
176,0.352201258,0.333333333,0.314465409,1," Okay, who else would i be competing with?",okay els compet
177,0.308641975,0.364197531,0.327160494,2, Do you think i would be competitive for pay raise?,think competit pay rais
178,0.34502924,0.34502924,0.30994152,1," You said yourself that, you know, i worked really hard with your, you know, recommendation.",said know work realli hard know recommend
179,0.339393939,0.339393939,0.321212121,1, I think that would go a long way with upper management.,think go long way upper manag
180,0.326797386,0.346405229,0.326797386,2, Okay.,okay
181,0.333333333,0.417840376,0.248826291,2," No, you think, you know, if it's not approved i would just come back and ask why, but I don't want to infringe on your job, because you know you're more connected, to upper management than i am, but i'd still, like to pursue that as much as possible.",think know approv just come back ask dont want infring job know your connect upper manag id still like pursu much possibl
182,0.339393939,0.339393939,0.321212121,1, Right now or once i get a pay rise.,right now get pay rise
183,0.320512821,0.33974359,0.33974359,2, I don’t see why not.,don’t see
184,0.33974359,0.320512821,0.33974359,1," good morning, .",good morn
185,0.333333333,0.352201258,0.314465409,2," nothing much, sir.",noth much sir
186,0.299435028,0.401129944,0.299435028,2," Um, i just think i want to talk to you about just discuss something really simple.",um just think want talk just discuss someth realli simpl
187,0.31547619,0.386904762,0.297619048,2, I want to have an open conversation with you about potentially increasing my salary.,want open convers potenti increas salari
188,0.320512821,0.320512821,0.358974359,3," Yes, of course.",yes cours
189,0.357487923,0.299516908,0.342995169,1," You know, i've been working closely with you for the past three years since i moved over here and were able to give this amazing opportunity for me to grow and develop my career, which i would like to thank you so much.",know ive work close past three year sinc move abl give amaz opportun grow develop career like thank much
190,0.279279279,0.252252252,0.468468468,3," And not only work but also lead many other projects, i'm bring a lot of business for the company and do really well with it, and I’ve also taken up a lot of extra work that was necessary assigned to me just so that i can do what's best for out company.",work also lead mani project im bring lot busi compani realli well ’ve also taken lot extra work necessari assign just can what best compani
191,0.371584699,0.306010929,0.322404372,1," like you said, you can ask almost anyone in the office, I am always working very hard and for those reasons.",like said can ask almost anyon offic alway work hard reason
192,0.31547619,0.351190476,0.333333333,2, I have applied for the raise but they've never been completely approved.,appli rais theyv never complet approv
193,0.326797386,0.326797386,0.346405229,3, And that's.,that
194,0.333333333,0.317204301,0.349462366,3," Why i want to talk to you specifically, obviously because I’ve worked so closely with you and you have seen me grow over the years, to see what could be the reasons for that.",want talk specif obvious ’ve work close seen grow year see reason
195,0.352201258,0.314465409,0.333333333,1," Oh, i mean, specifically from our company.",oh mean specif compani
196,0.326797386,0.326797386,0.346405229,3, Got in.,got
197,0.33974359,0.320512821,0.33974359,1, I'm employed a month over and over again.,im employ month
198,0.344444444,0.327777778,0.327777778,1, So that kind of awards from us to see that i have been getting good work done and expanding our business to other places.,kind award us see get good work done expand busi place
199,0.322404372,0.322404372,0.355191257,3," For me, when i obviously when I moved to china and coming to work at this office, my goal was getting kind of continue on with our company.",obvious move china come work offic goal get kind continu compani
200,0.356321839,0.32183908,0.32183908,1," I wasn't planning on jumping for one company to another, and i wanted to stick with us.",wasnt plan jump one compani anoth want stick us
201,0.333333333,0.333333333,0.333333333,1," And help grow myself and my career, as well as use that help our company grow to be the best that it could be.",help grow career well use help compani grow best
202,0.328282828,0.358585859,0.313131313,2," I think that i've been working for three, full years now and have gone above and beyond, so i was hoping that i would be able to get a fifteen to twenty percent raise.",think ive work three full year now gone beyond hope abl get fifteen twenti percent rais
203,0.296296296,0.328042328,0.375661376,3," Yeah, of course, i would be ready to kind of do anything that cos obviously, like expertise, people and other things that could help bring more.",yeah cours readi kind anyth cos obvious like expertis peopl thing help bring
204,0.311111111,0.344444444,0.344444444,2," All represented, kind of like being in a panel showing how it's been such a great experience working here how much I have learned from it.",repres kind like panel show great experi work much learn
205,0.311111111,0.327777778,0.361111111,3," But again, i would do pretty much anything that there needs to be done in order to help our company out and let it grow .",pretti much anyth need done order help compani let grow
206,0.314465409,0.371069182,0.314465409,2, Do you want me to pull strings?,want pull string
207,0.320512821,0.358974359,0.320512821,2, Why do you want my help?,want help
208,0.275555556,0.288888889,0.435555556,3," yes, of course, like I tried to go through the normal channels, as well and everything, and i was hoping that even though you're just one level above me, we've seen that you obviously to do so much for the company, you have your own influence and things like that, and since obviously again, it's up to you.",yes cours like tri go normal channel well everyth hope even though your just one level weve seen obvious much compani influenc thing like sinc obvious
209,0.318627451,0.362745098,0.318627451,2," But as you've seen me work kind of with you over the past few years, i just thought that you could also continue to fight expedite the process, because, obviously, like all the rest of the process is important.",youv seen work kind past year just thought also continu fight expedit process obvious like rest process import
210,0.365591398,0.349462366,0.284946237,1," I feel like i've kind of been through that kind of led me astray to nowhere, so that you could kind of just, like, help me out.",feel like ive kind kind led astray nowher kind just like help
211,0.321212121,0.357575758,0.321212121,2," Oh, you know, actually, i'm really happy with my work here.",oh know actual im realli happi work
212,0.380116959,0.292397661,0.32748538,1, I've loved working here like the past ten years.,ive love work like past ten year
213,0.308641975,0.382716049,0.308641975,2," Uh, i was just hoping to talk to you about something.",uh just hope talk someth
214,0.351190476,0.31547619,0.333333333,1," Um, i, you know, i've been working here for the past ten years.",um know ive work past ten year
215,0.371069182,0.314465409,0.314465409,1," Um, have won numerous awards.",um won numer award
216,0.345679012,0.327160494,0.327160494,1," Um, i've increased our companies productivity.",um ive increas compani product
217,0.386904762,0.31547619,0.297619048,1," And actually, i earned the highest productivity in the last year.",actual earn highest product last year
218,0.357575758,0.321212121,0.321212121,1, I think i've been really beneficial to this company.,think ive realli benefici compani
219,0.333333333,0.351190476,0.31547619,2," And i was hoping that after these ten years, it is time for me to get a raise.",hope ten year time get rais
220,0.314465409,0.352201258,0.333333333,2, raise my salary yes .,rais salari yes
